,artifact_id,text_for_matching_web,id_page,price,currency,description_short,description_long,id_article;;;;;;;
"132,31-آثارنا المنهوبة_31_p036_224b2bc3,""Lot n° 297 Aller au lot Estimation : 6000 - 7000 EUR Résultats sans frais Résultat : 6 000EUR COLLIER formé d'une chaîne en deux parties de fils d'or tres - Lot 297 COLLIER formé d'une chaîne en deux parties de fils d'or tressés supportant un pendant en forme de tête de taureau et flanqué de deux perles d'agate rubanée. AVIS IMPORTANT : Pour les lots dont le vendeur est non - résident (lots signalés par UN CARRÉ NOIR) l'adjudicataire paiera une TVA de 5, 5% en sus de l'adjudication, en sus des frais légaux (le montant de cette TVA sera remboursé sur présentation de la preuve d'exportation hors CEE, dans un délai maximum d'un mois). L_51,5 cm Informations sur la vente - Archéologie Vente Archéologie - à 11 heures en salle 8 (n° 1 à 104) - à 14 heures en salle 9 (n° 105 à 482) Expositions publiques : Drouot Richelieu, salles 8 & 9 Vendredi 16 janvier 2009 de 11 heures à 18 heures Drouot Richelieu, salle 9 du n°105 au n°482 Samedi 17 janvier 2009 de 11 heures à 12 heures Experts : EXPERT ARCHÉOLOGIE Christophe Kunicki T. Should Pierre Bergé & associés recognise two simultaneous bids on an object, the lot will be put up for sale again and all those present in the saleroom may participate in this second opportunity to bid. Catalogue photographs are not contractually binding BIDS Biddin g will be in accordance with the lot numbers listed in the catalogue or as announced by Pierre Bergé & associés, and will be in increments determinated by the auctioneer. In such a case, a representative of the French State announces the exercise of the pre - emption right durin g the auction and immediately after the lot has been sold, and this declaration will be recorded in the official sale record. Conformément aux dispositions de l'article 321 - 4 du code de commerce l'astérisque (*) suivant certains lots indique qu'ils sont la propriété d'un des associés de la société Pierre Bergé & associés. If payment is made by cheque or by wire transfer, the objects can only be delivered once the full amount has been received in our account, the buyer becoming the owner only at this moment."",387,6 000,EUR,""Necklace, gold. Formed of a chain in two parts of braided gold wires supporting a pendant in the form of a bull’s head, flanked by two banded agate beads. Length: 51.5 cm."",""Necklace, gold. Formed of a chain in two parts of braided gold wires supporting a pendant in the form of a bull’s head, flanked by two banded agate beads. The necklace has a total length of 51.5 cm. The description identifies the object as an archaeological necklace composed of gold wire elements and decorated with a central bull-head pendant and two banded agate beads."",133";;;;;;;
"133,31-آثارنا المنهوبة_31_p039_a2395d3d,""Because of their age and their nature, many lots are not in their original condition and some descriptions in the catalogue or in the condition report may, in some cases, mention damages and / or restoration References in the catalogue description, or in the condition report, on an accident or a restoration are made to facilitate the inspection by potential bidders and are subject to the assessment that must be the result of a personal examination by the buyer or his appropriate representative. Lot n° 172 Aller au lot Estimation : 4000 - 6000 EUR Résultats sans frais Résultat : 8 200EUR AUTEL AU TAUREAU Autel quadrangulaire sculpté à l'avant d'un - Lot 172 AUTEL AU TAUREAU Autel quadrangulaire sculpté à l'avant d'un bucrâne au mufle rond surmonté d'un canal déversoir. AVIS IMPORTANT: Pour les lots dont le vendeur est non - résident, l’adjudicataire paiera une TVA de 5,5% en sus de l’adjudication (lots signalés par) (le montant de cette TVA sera remboursé sur présentation de la preuve d’exportation hors CEE, dans un délai maximum d’un mois). 128 Informations sur la vente - ARCHÉOLOGIE Expositions publiques Jeudi 27 novembre de 11 heures à 18 heures Vendredi 28 novembre de 11 heures à 18 heures Samedi 29 novembre de 11 heures à 12 heures Thursday November 27th from 11:00 am to 6:00 pm Friday November 28th from 11:00 am to 6:00 pm Saturday November 29th from 11:00 am to 12:00 am Téléphone pendant l’exposition publique T. Should Pierre Bergé & associés recognise two simultaneous bids on an object, the lot will be put up for sale again and all those present in the saleroom may participate in thissecond opportunity to bid. Les informations relatives aux dimensions d’un lot figurant dans la description du catalogue ou dans le rapport d’état sont communiquées à titre indicatif et ne sont pas garanties. Du fait de leur ancienneté et de leur nature, de nombreux lots ne sont pas dans leur état d’origine et certaines descriptions figurant au catalogue ou rapport d’état peuvent dans certains cas faire mention d’un dommage et/ ou d’une restauration. Les références faites dans la description du catalogue ou dans le rapport d’état relatives à un accident ou à une restauration, sont faites pour faciliter l’inspection par l’enchérisseur potentiel et sont soumises à l’appréciation devant résulter d’un examen personnel de l’acheteur ou de son représentant compétent."",389,,,""Altar, stone, quadrangular, sculpted on the front with a bucranium with rounded muzzle surmounted by a pouring channel."",""Altar, stone, quadrangular form, sculpted on the front with a bucranium with rounded muzzle surmounted by a pouring channel. The object is described as an altar au taureau and belongs to the archaeology sale lot 172. No dimensions, date, or further technical details are provided in the source text."",134";;;;;;;
"134,0-آثارنا المنهوبة_19_p005_bc5c1fc3,""Lot 729 729 A SABEAN ALABASTER RELIEF CIRCA 1ST CENTURY B.C.-1ST CENTURY A.D. Details A SABEAN ALABASTER RELIEF Circa 1st Century B.C.-1st Century A.D. Carved in raised relief with a panel depicting two facing winged lions flanking a sprouting tree of life, each with an arching wing, a leg resting on the tree, the mane a thin ridge along the top of its neck, the mouth slightly open revealing rows of teeth, the ears erect, the tails raised, the scene bordered above by a band of tongues 157/8 in. (40.3 cm) wide More from Antiquities View All View All"",393,,,""Relief, alabaster, Sabean, circa 1st century B.C.-1st century A.D. Carved in raised relief with a panel depicting two facing winged lions flanking a sprouting tree of life."",""Relief, alabaster, Sabean, circa 1st century B.C.-1st century A.D. Carved in raised relief with a panel depicting two facing winged lions flanking a sprouting tree of life. Each lion has an arching wing, a leg resting on the tree, a mane rendered as a thin ridge along the top of the neck, a slightly open mouth showing rows of teeth, erect ears, and a raised tail. The scene is bordered above by a band of tongues. Width 15 7/8 in. (40.3 cm)."",135";;;;;;;
"135,0-آثارنا المنهوبة_19_p011_4163a650,""Skip to main content Home My Auctions Menu Search My Favourites Lot 321 CARVED SOAPSTONE FIGURE, YEMEN 1ST-2ND AD Belle Époque Auction: 20 March 2019 at 11:00 GMT £1,750 Description carved as a standing figure with arms outstretched, raised on a block base with incised script Dimensions 30cm high Footnote Note: Figures such as these are typical of South Arabia, where they were often placed in temples as votive offerings. Lot 321 CARVED SOAPSTONE FIGURE, YEMEN 1ST-2ND AD Belle Époque Auction: 20 March 2019 at 11:00 GMT £1,750 Description carved as a standing figure with arms outstretched, raised on a block base with incised script Dimensions 30cm high Footnote Note: Figures such as these are typical of South Arabia, where they were often placed in temples as votive offerings. CARVED SOAPSTONE FIGURE, YEMEN 1ST-2ND AD Belle Époque Auction: 20 March 2019 at 11:00 GMT £1,750 Description carved as a standing figure with arms outstretched, raised on a block base with incised script Dimensions 30cm high Footnote Note: Figures such as these are typical of South Arabia, where they were often placed in temples as votive offerings. They tended to be presented as donations, in the hope that the person gifting the figure would win favour with god. They also showed the wealth of the donor."",399,""£1,750"",GBP,""Carved soapstone figure, Yemen, 1st-2nd AD, carved as a standing figure with arms outstretched, raised on a block base with incised script. Height 30 cm."",""Carved soapstone figure, Yemen, 1st-2nd AD, carved as a standing figure with arms outstretched and raised on a block base with incised script. The figure is made of soapstone and is described as typical of South Arabia. It measures 30 cm high. The source notes that figures of this type were often placed in temples as votive offerings."",136";;;;;;;
"136,0-آثارنا المنهوبة_19_p013_9c466c62,""Ancient Figurines & Statues Greek Terracotta Seated Figure £ 1,150.00 Ancient Figurines & Statues Hellenistic Terracotta Female Head £ 295.00 Deities & Demi-Gods Roman Bronze Diana Figurine £ 1,300.00 Deities & Demi-Gods Roman Bronze Winged Cupid Figure £ 1,695.00 South Arabian Bronze Camel Rider £ 795.00 A very fine South Arabian bronze statuette of a dromedary and its rider. Ancient Figurines & Statues Greek Terracotta Seated Figure £ 1,150.00 Ancient Figurines & Statues Hellenistic Terracotta Female Head £ 295.00 Deities & Demi-Gods Roman Bronze Diana Figurine £ 1,300.00 Deities & Demi-Gods Roman Bronze Winged Cupid Figure £ 1,695.00 Ancient South Arabia is a geographical label referring to a region occupied by six semitic kingdoms: Sabaʼ, Qatabān, Ma‘īn, Ḥaḍramawt, the Kingdom of Awsan, and the Himyarite Kingdom. Additional information Culture Near Eastern Metal Copper Region Near East (Western Asiatic) Related products Ancient Appliqués & Protomes Roman Bronze Handle With Bacchants £ 1,200.00 Brooches & Dress Pins Pair of Greek Silver Brooches £ 450.00 Tomb Attendants & Offerings Han Dynasty Owl Statuette £ 2,950.00 Pouring Vessels Luristan Spouted Jar with Twisted Handle £ 795.00 Customers also bought Ancient Figurines & Statues Haasanlu Votive Bronze Sculpture of A Man Riding A Horse £ 750.00 you may also like... Home » All Antiquities » Ancient Figurines & Statues » Camel Figurines » South Arabian Bronze Camel Rider South Arabian Bronze Camel Rider £ 795.00 A very fine South Arabian bronze statuette of a dromedary and its rider. Out of stock Description Additional information Ancient South Arabia is a geographical label referring to a region occupied by six semitic kingdoms: Sabaʼ, Qatabān, Ma‘īn, Ḥaḍramawt, the Kingdom of Awsan, and the Himyarite Kingdom. The territory of these kingdoms corresponds to a modern-day area including Yemen, and extending into Oman, north to the Arabian oasis of Dedan, to Ethiopia, and even as far along as the East African Coast, into modern Tanzania. His arms are raised and what looks like crossed whilst holding onto a long cylindrical object, possibly part of a rein. Their depiction is thus endowed with significance in several contexts: in religious rituals, as mythical creatures, and as incarnations or symbols of gods and goddesses."",400,795.00,GBP,""Statuette, bronze, South Arabian, depicting a dromedary and rider. The rider’s arms are raised and crossed while holding a long cylindrical object, possibly part of a rein."",""Statuette, bronze, South Arabian, of a dromedary and its rider. The rider is shown with raised, crossed arms holding a long cylindrical object, possibly part of a rein. The object is described as a very fine South Arabian bronze statuette. South Arabia is identified as a geographical label for a region occupied by the kingdoms of Sabaʼ, Qatabān, Ma‘īn, Ḥaḍramawt, Awsan, and the Himyarite Kingdom, corresponding to an area including modern-day Yemen and extending into Oman, north to the Arabian oasis of Dedan, to Ethiopia, and along the East African coast into modern Tanzania."",137";;;;;;;
"137,0-آثارنا المنهوبة_19_p014_2fe35087,""Additional information Culture Ancient Greek Greek hellenistic rulers Alexander the Great Greek mythology Herakles, Zeus Metal Silver Region Near East (Western Asiatic), Southern Europe Related products Pouring Vessels Luristan Spouted Jar with Quadruped Handle £ 825.00 Hu Han Green-Glazed Vase with Relief Decoration £ 3,500.00 Ancient Appliqués & Protomes Medieval Gold Leaf Horse Appliqué Pair £ 650.00 Ancient Appliqués & Protomes Scythian Gold Mount £ 1,350.00 Customers also bought Drachm Selection of Alexander The Great Silver Drachms £ 195.00 Tetradrachm Ancient Greek Alexander the Great Silver Tetradrachm £ 750.00 Drachm Selection of Alexander the Great Silver Drachm Pendants £ 325.00 You may also like ..... Ancient Roman Coins Selection of City Commemorative Urbs Roma £ 55.00 Ancient Coins Silver Penny of King Henry III Selection £ 125.00 Ancient Coins Selection of Romano-Celtic Bronze Barbarous Radiates £ 25.00 Alexander the Great Silver Tetradrachm £ 1,570.00 Ancient Greek Alexander the Great Silver Tetradrachm £ 750.00 Rare Ancient Greek Alexander the Great Silver Tetradrachm £ 500.00 A very rare, posthumous Alexander the Great silver tetradrachm featuring the name and types of Alexander. Home » All Antiquities » Ancient Coins » Ancient Greek Coins » Tetradrachm » Rare Ancient Greek Alexander the Great Silver Tetradrachm Alexander the Great Silver Tetradrachm £ 1,570.00 Ancient Greek Alexander the Great Silver Tetradrachm £ 750.00 Rare Ancient Greek Alexander the Great Silver Tetradrachm £ 500.00 A very rare, posthumous Alexander the Great silver tetradrachm featuring the name and types of Alexander. Ancient Roman Coins Selection of City Commemorative Urbs Roma £ 55.00 Ancient Coins Silver Penny of King Henry III Selection £ 125.00 Ancient Coins Selection of Romano-Celtic Bronze Barbarous Radiates £ 25.00 The tetradrachm was Alexander’s silver stater, or standard denomination, with more of them minted than any other Alexander denomination. He wears the Nemean lion-skin headdress, one of Herakles typical attributes, which imbues the Greek ruler with divine qualities. The Greek inscription ΑΛΕΞΑΝ∆ΡΟΥ is written vertically to the right of the figure of Zeus. Unlike Alexander’s bronze coinage, which was largely used in local marketplaces, tetradrachm were international, imperial coins that were used in state transactions. The reverse of the coin depicts the Greek god Zeus, seated to the left on a throne, holding an eagle in his right hand and sceptre in his left."",401,500.00,£,""Coin, silver. Ancient Greek posthumous tetradrachm of Alexander the Great, featuring the name and types of Alexander. The obverse shows Alexander wearing the Nemean lion-skin headdress associated with Herakles";" the reverse depicts Zeus seated left on a throne, holding an eagle and sceptre, with the inscription ΑΛΕΞΑΝΔΡΟΥ."",""Coin, silver. Ancient Greek posthumous tetradrachm of Alexander the Great, attributed to the Hellenistic period and associated with the Near East (Western Asiatic) and Southern Europe. The tetradrachm was Alexander’s silver stater, or standard denomination, and was minted in greater numbers than any other Alexander denomination. The obverse depicts Alexander wearing the Nemean lion-skin headdress, one of Herakles’ typical attributes, and the reverse shows the Greek god Zeus seated to the left on a throne, holding an eagle in his right hand and a sceptre in his left. The Greek inscription ΑΛΕΞΑΝ∆ΡΟΥ is written vertically to the right of the figure of Zeus. The text describes the coin as a very rare, posthumous Alexander the Great silver tetradrachm featuring the name and types of Alexander."",138";;;;;;
"138,0-آثارنا المنهوبة_19_p020_651730f0,""Ancient Egyptian Shabti- Ancient Egyptian Amulets - Ancient Egyptian Pottery - Ancient Egyptian Scarabs - Ancient Egyptian Terracotta Within our Near Eastern Antiquities and Classical Antiquities sections the aim is to showcase mainly Ancient Pottery and Ancient Statuary . Ancient Egyptian Shabti- Ancient Egyptian Amulets - Ancient Egyptian Pottery - Ancient Egyptian Scarabs - Ancient Egyptian Terracotta Authentic antiquities that have carefully been vetted by us with over 30 years experience. Scroll through our galleries section and you find some Egyptian Shabtis, ancient Egyptian amulets and terracotta statues as well as Classical arts and Near Eastern antiquities. No parts of this website including text, photos may be reproduced or copied without prior consent and permission from artandantiquities.co.uk Art and Antiquities Welcome Welcome to Art and Antiquities, the home of genuine and provenanced Art and Antiquities. No parts of this website including text, photos may be reproduced or copied without prior consent and permission from artandantiquities.co.uk Art and Antiquities Previous Next Our latest additions We aim to showcase a variety of Artworks both for new collectors and rarer pieces as well! Within our galleries you will find primarily Ancient Egyptian Antiquities as this is our main passion and the private collectors that we partner with. You will find a selection of Antiquities from ancient Egypt, the Greek world and Near Eastern civilizations. Welcome Welcome to Art and Antiquities, the home of genuine and provenanced Art and Antiquities."",402,,,""Ancient Egyptian antiquities, including shabti, amulets, pottery, scarabs, and terracotta."",""Ancient Egyptian antiquities in a range of object types, including shabti, amulets, pottery, scarabs, and terracotta. The source text describes these as part of a wider selection of authentic antiquities from ancient Egypt, the Greek world, and Near Eastern civilizations, with an emphasis on ancient pottery and ancient statuary. No individual object, material composition beyond the named categories, dimensions, date, or condition is provided."",139";;;;;;;
139,0-آثارنا المنهوبة_19_p023_faae9bc7,Bidspirit - منصة إسرائيلية للمزادات عبر الإنترنت | المشاركة مجانية,403,,,,,140;;;;;;;
140,0-آثارنا المنهوبة_19_p024_b2b6dbc2,Bidspirit - منصة إسرائيلية للمزادات عبر الإنترنت | المشاركة مجانية,404,,,,,141;;;;;;;
"141,0-آثارنا المنهوبة_19_p025_1f5cf1a6,""בידספיריט ישראל - מכירות פומביות: תכשיטים, אמנות, עתיקות ועוד"",405,,,""Auction platform listing for jewelry, art, antiques, and other items."",""Auction platform listing for jewelry, art, antiques, and other items. The source text identifies the platform as BidSpirit Israel and indicates that it offers auctions in these categories, but provides no specific object description, material, typology, dimensions, period, or other technical details."",142";;;;;;;
"142,0-آثارنا المنهوبة_19_p026_c8fa5e2c,""בידספיריט ישראל - מכירות פומביות: תכשיטים, אמנות, עתיקות ועוד"",406,,,""Auction platform reference for jewelry, art, antiques, and other items."",""Auction platform reference for jewelry, art, antiques, and other items. The source text identifies BidSpirit Israel as an auction sales platform and lists general categories including jewelry, art, and antiques, but provides no specific object, material, typology, dimensions, period, or other archaeological or museum object data."",143";;;;;;;
"143,0-آثارنا المنهوبة_19_p027_9cd828cf,""בידספיריט ישראל - מכירות פומביות: תכשיטים, אמנות, עתיקות ועוד"",407,,,""Auction platform reference, not an archaeological object."",""Auction platform reference, not an archaeological object. The source text identifies """"BidsSpirit Israel"""" and mentions auctions of jewelry, art, antiques, and more, but provides no object type, material, dimensions, period, technique, or other descriptive archaeological information."",144";;;;;;;
"144,0-آثارنا المنهوبة_19_p028_9666997a,""בידספיריט ישראל - מכירות פומביות: תכשיטים, אמנות, עתיקות ועוד"",408,,,""Auction house listing for jewelry, art, antiques, and other items."",""Auction house listing for jewelry, art, antiques, and other items. No specific object, material, typology, dimensions, or period is provided in the source text."",145";;;;;;;
145,0-آثارنا المنهوبة_19_p029_495dd84b,Bidspirit - منصة إسرائيلية للمزادات عبر الإنترنت | المشاركة مجانية,409,,,,,146;;;;;;;
"146,0-آثارنا المنهوبة_19_p030_6c5f64eb,""בידספיריט ישראל - מכירות פומביות: תכשיטים, אמנות, עתיקות ועוד"",410,,,,,147";;;;;;;
"147,0-آثارنا المنهوبة_19_p031_730dfa3d,""בידספיריט ישראל - מכירות פומביות: תכשיטים, אמנות, עתיקות ועוד"",411,,,""Auction platform listing for jewelry, art, antiques, and related items."",""Auction platform listing for jewelry, art, antiques, and related items. No specific object, material, typology, dimensions, period, or technical description is provided in the source text."",148";;;;;;;
"148,0-آثارنا المنهوبة_19_p032_93ced4b7,""בידספיריט ישראל - מכירות פומביות: תכשיטים, אמנות, עתיקות ועוד"",412,,,""Auction platform text, not an archaeological object record."",""The source text identifies a commercial auction platform in Israel offering jewelry, art, antiques, and other items. It does not describe a specific object, material, typology, dimensions, period, or technique, and therefore does not provide sufficient information for an archaeological object record."",149";;;;;;;
149,0-آثارنا المنهوبة_19_p033_5f3b7707,Bidspirit - منصة إسرائيلية للمزادات عبر الإنترنت | المشاركة مجانية,413,,,,,150;;;;;;;
"150,0-آثارنا المنهوبة_19_p034_24273a1d,""בידספיריט ישראל - מכירות פומביות: תכשיטים, אמנות, עתיקות ועוד"",414,,,""Auction platform, not an archaeological object";" no material, typology, or dimensions are provided."",""Auction platform, not an archaeological object. The source text identifies BidSpirit Israel as an auction service for jewellery, art, antiquities, and other items. No object type, material, technique, period, dimensions, or other descriptive archaeological information is provided."",151";;;;;;
"151,0-آثارنا المنهوبة_19_p035_bf482bed,""בידספיריט ישראל - מכירות פומביות: תכשיטים, אמנות, עתיקות ועוד"",415,,,""Auction platform listing for jewelry, art, antiques, and other items."",""Auction platform listing for jewelry, art, antiques, and other items. No specific object, material, typology, dimensions, or period is provided in the source text."",152";;;;;;;
"152,0-آثارنا المنهوبة_21_p001_6adec507,""Werner Daum MaÃ-/Formatangaben Format/MaÃe/Umfang/Dauer avers Auflage/Druckzustand Werktitel/Werkverzeichnis Herstellung/Entstehung Epoche/Periode/Phase Himyarite Material/Technik metal: gold Auftrag Publikation Fund/Ausgrabung Provenienz Restaurierung Sammlung Eingang Ausstellung Bearbeitung/Umgestaltung Thema/Bildinhalt Literaturangabe Rechte am Objekt Aufnahmen/Reproduktionen Rechtsstatus CC BY-SA 4.0 Creditline Yule Himyar 2007, 136 Fig 97 right Dr Paul Yule, Heidelberg Datensatz in heidICON aufrufen Werk/Gegenstand/Objekt : winged genius r kopie.jpg Pool: SKVO """"Zafar / Yemen"""" Titel Titel/Objekt jewellery Weitere Titel/Paralleltitel Titelzusatz pendant Lokale Systematik winged genius r kopie Inschrift/Wasserzeichen Aufbewahrung/Standort Inv. Nr./Signatur none Objektbeschreibung Objektbeschreibung winged genius Kommentar ansetzen art market (Standort)"",484,,,""Pendant, gold, in the form of a winged genius. The object is attributed to the Himyarite period."",""Pendant, gold. Jewellery in the form of a winged genius, described as a pendant. The object is attributed to the Himyarite period. No inventory number is given. The source text also notes a reference to Yule, Himyar 2007, 136, Fig. 97 right."",153";;;;;;;
"153,0-آثارنا المنهوبة_21_p002_6e218938,""You May Also Like An impressive illuminated Qur'an volume, attributable to Ya'qut al-Musta'simi, probably Baghdad, Iraq, late 13th century Estimate: 100,000 - 150,000 GBP Abu 'Abdullah al-Quda'i (d.1062 AD), Kitab shihab al-akhbar (on Prophetic traditions), copied by 'Ali ibn Sharwan ibn 'Ali al-Qazwini, probably Iraq, late Ilkhanid or early Jalayirid, dated 10 Shawal 741 AH/5 April 1341 AD Estimate: 70,000 - 90,000 GBP A Timurid set of silver-gilt horse trappings, Persia, 15th century Estimate: 60,000 - 80,000 GBP A large Mamluk brass candlestick, made for Sayf al-Din Hatim Dawadar, Egypt, circa 1500 Estimate: 50,000 - 80,000 GBP A gold and silver-inlaid brass bowl, Mosul, Jazira, 13th century Estimate: 40,000 - 60,000 GBP A large nielloed silver ewer, Persia or Central Asia, 12th/13th century Estimate: 250,000 - 350,000 GBP An Ottoman gem-set aventurine cup, Turkey, 18th century Estimate: 40,000 - 60,000 GBP ‘Ala’-al-Din Abu’l-Hasan ‘Ali Ibn Abi al-Hazm al-Qarshi, known as Ibn al-Nafis (d.1288-89), Sharh tashrih Qanun Ibn Sina (A commentary on the anatomy in Al-Qanun of Ibn Sina), probably Iraq, Ilkhanid, dated 20 Sha'ban 734 AH/3 May 1334 AD Estimate: 200,000 - 300,000 GBP A large Nishapur calligraphic pottery dish, Eastern Persia or Samarqand, Central Asia, 10th century Estimate: 30,000 - 50,000 GBP A fragment of a door panel with cup-bearer blazon, Syria, Mamluk, 15th century, or later Estimate: 10,000 - 15,000 GBP Lot Details Description the large truncated conical body surmounted by a flat drip tray, with tall ridged cylindrical neck and tapered ridged candle holder, the base of the body with finely engraved inscription in thuluth 47.5cm. A large gilt-copper (tombak) candlestick, commissioned by a courtier of Suleyman the Magnificent, Turkey, Ottoman, dated Dhu'l-Hijja 945 AH/May 1539 AD Arts of the Islamic World and India Arts of the Islamic World and India A large gilt-copper (tombak) candlestick, commissioned by a courtier of Suleyman the Magnificent, Turkey, Ottoman, dated Dhu'l-Hijja 945 AH/May 1539 AD VAT reduced rate Auction Closed April 24, 03:45 PM GMT Estimate 80,000 - 120,000 GBP Lot Details Description the large truncated conical body surmounted by a flat drip tray, with tall ridged cylindrical neck and tapered ridged candle holder, the base of the body with finely engraved inscription in thuluth 47.5cm. Please log in Ex-private collection, Bulgaria, acquired in Aden, circa 1960s Ex-private collection, Poland, 1997 Acquired from the above by the present owner in 2007 inscriptions waqf-e rawzeh-ye hazrat-e sultan al-anbiya 'ala sakinuha afzal al-thanaya waqafahu al-'abd al-muhtaj usta ibrahim sar-i [sic] qazghaniyan bandheh-ye Sultan Suleyman Khan tarikh-e sana 945 fi awasit dhu'l hijja dha'lhajj (sic) [Dhi'l-hajjah] ghafara allah lahu ‘Endowment to the tomb of His Holiness the Sultan of Prophets, may there be the best of praises upon its resident. inscriptions waqf-e rawzeh-ye hazrat-e sultan al-anbiya 'ala sakinuha afzal al-thanaya waqafahu al-'abd al-muhtaj usta ibrahim sar-i [sic] qazghaniyan bandheh-ye Sultan Suleyman Khan tarikh-e sana 945 fi awasit dhu'l hijja dha'lhajj (sic) [Dhi'l-hajjah] ghafara allah lahu ‘Endowment to the tomb of His Holiness the Sultan of Prophets, may there be the best of praises upon its resident. The needy servant (of God) Usta Ibrahim the head cauldron maker, the servant of Sultan Suleyman Khan endowed it in the year 945 in the middle of Dhu’l-Hijja (May 1539), may God have mercy on him.’ This impressive tombak candlestick is a pair to a candlestick in the David Collection, Copenhagen (inv. The inscription states that the candlestick was endowed by Usta Ibrahim, the head cauldron maker in the service of Suleyman the Magnificent, donated to the """"tomb of the sultan of all prophets"""" in Dhu’l-Hijjah 945 AH/May 1539 AD. The elegant, thuluth inscription bears the name of Suleyman the Magnificent, endowed by a certain Usta Ibrahim in his service to the “tomb of His Holiness the Sultan of Prophets.” This most likely refers to the Prophet Muhammad and thus its donation to the Prophet’s Mosque, Medina. Selim I consolidated the Ottoman expansion, incorporating Syria, Palestine, Egypt and the Hijaz into his empire and becoming guardian of the holy sites of Mecca, Medina and Jerusalem."",485,,,""Candlestick, gilt-copper (tombak), Ottoman, Turkey, dated Dhu'l-Hijja 945 AH/May 1539 AD. The large truncated conical body is surmounted by a flat drip tray, with a tall ridged cylindrical neck and tapered ridged candle holder";" the base of the body bears a finely engraved thuluth inscription."",""Candlestick, gilt-copper (tombak), Ottoman, Turkey, dated Dhu'l-Hijja 945 AH/May 1539 AD. The object has a large truncated conical body surmounted by a flat drip tray, a tall ridged cylindrical neck, and a tapered ridged candle holder. The base of the body is engraved with a thuluth inscription recording the endowment of the candlestick by Usta Ibrahim, described as the head cauldron maker and servant of Sultan Suleyman Khan, to the """"tomb of His Holiness the Sultan of Prophets."""" The inscription gives the date as the middle of Dhu'l-Hijja 945 AH, corresponding to May 1539 AD. The text identifies the object as an Ottoman courtly metalwork piece associated with Suleyman the Magnificent."",154";;;;;;
"154,0-آثارنا المنهوبة_21_p012_cb36e5e4,""Skip to main content Creative Commons License Creative Commons Zero Image Zoom Creative Commons License Creative Commons Zero Image Zoom arrow_forward_ios arrow_forward_ios Figure of a Female Worshiper Thumbnail Figure of a Female Worshiper Thumbnail Figure of a Female Worshiper South Arabian (Sculptor) 2nd century BCE-1st century CE calcite-alabaster (South Arabia) The variety of statuettes within the body of South Arabian sculpture is relatively small ,  Giraud and Carolyn Foster, Baltimore, between 1963 and 1971, by purchase"",495,,,""Figure of a female worshiper, calcite-alabaster, South Arabian, dated to the 2nd century BCE–1st century CE."",""Figure of a female worshiper, calcite-alabaster, South Arabian sculpture, dated to the 2nd century BCE–1st century CE. The object is identified as a statuette within the corpus of South Arabian sculpture, which is described as relatively small in variety. The source text provides no further technical or contextual details beyond the material, cultural attribution, and date."",155";;;;;;;
"155,0-آثارنا المنهوبة_21_p013_5466316d,""Skip to main content Creative Commons License Creative Commons Zero Image Zoom arrow_forward_ios arrow_forward_ios Trapezoidal Stela with a Concave Top Thumbnail Trapezoidal Stela with a Concave Top South Arabian (Sculptor) mid 2nd century CE calcite-alabaster (South Arabia) The stela is inserted into a separate base. Notify the curator Creative Commons License Creative Commons Zero Image Zoom arrow_forward_ios arrow_forward_ios Trapezoidal Stela with a Concave Top Thumbnail Trapezoidal Stela with a Concave Top South Arabian (Sculptor) mid 2nd century CE calcite-alabaster (South Arabia) The stela is inserted into a separate base. Inscription [Transliteration] Qsdm / grbm [Translation] Qesdem of the Gherbem clan Provenance Provenance (from the French provenir , 'to come from/forth') is the chronology of the ownership, custody, or location of a historical object. Notify the curator Trapezoidal Stela with a Concave Top South Arabian (Sculptor) mid 2nd century CE calcite-alabaster (South Arabia) The stela is inserted into a separate base. (15 x 10 x 8.4 cm) Credit Line Gift of Giraud and Carolyn Foster, 2007 Location in Museum Not on view Accession Number In libraries, galleries, museums, and archives, an accession number is a unique identifier assigned to each object in the collection. Conservation Date Description Narrative 5/4/2008 Treatment cleaned social-item social-item social-item Geographies Arabian Peninsula (Place of Origin) Measurements H: 5 7/8 x W: 3 15/16 x D: 3 5/16 in. Sotheby's, London, between 1963 and 1971"",496,,,""Stela, calcite-alabaster, South Arabian, mid 2nd century CE. Trapezoidal stela with a concave top, inserted into a separate base, inscribed with the transliteration Qsdm / grbm."",""Stela, calcite-alabaster, South Arabian, mid 2nd century CE. Trapezoidal stela with a concave top, inserted into a separate base. The object is made of calcite-alabaster from South Arabia and measures 15 x 10 x 8.4 cm (H: 5 7/8 x W: 3 15/16 x D: 3 5/16 in.). It bears an inscription transliterated as Qsdm / grbm, translated as Qesdem of the Gherbem clan. The recorded provenance notes Sotheby's, London, between 1963 and 1971. The object was cleaned on 5/4/2008."",156";;;;;;;
