,artifact_id,pdf_name,page_num,numero_inventaire,type,description_texte_long,materiel,periode,dimensions,nom_musee_auction,etat,note,text_for_matching,id_page,upgr_desc
456,0-آثارنا المنهوبة_19_p010_da2683d3,0-آثارنا المنهوبة_19.pdf,10,10,لوحة جدارية,لوحة جدارية من المرمر مستطيلة الشكل يبرز منها منحوتة على شكل رأس ثور بملامح واضحة، القرنان يرتكزان نحو الأعلى والعينان جاحظتان، يحيط بالقرنين والعينين خطوط مقوسة غائرة، ويتوسط الجبهة حفر غائر مثلث الشكل.,مرمر,حوالي ما بين القرن 3 قبل الميالد القرن 1 الميالدي,ارتفاع 27 سم,LYON & TURNBULL,ممتازة,,"0 . 3 1 27 LYON & TURNBULL A mural. A rectangular mural of the marble, from which a carving of the head of an ox with clear glimpses emerges, the horns are based upwards and the eyes are bald, the eyes are surrounded by deep curved lines, and the front is mediated by the dust of the triangle of the shape. Marble. Around the 3rd century before the 1st century. 27 cm high.",398.0,
457,0-آثارنا المنهوبة_19_p011_4163a650,0-آثارنا المنهوبة_19.pdf,11,11,تمثال,تمثال لرجل واقف واضح المالمح يمد يديه نحو االمام، يقف على قاعدة مربعة عليها كتابة بخط المسند الغائر (ع ت د / م ي ث).,مرمر,حوالي ما بين القرن2 – 1 الميالمي,ارتفاع30 سم,LYON & TURNBULL,جيدة,,"1 ( / ). 2 – 1 30 LYON & TURNBULL A statue. A statue of a man who is clearly standing, the mumbo jumbo stretches his hands to the ground, standing on a square base with an unwitting pavilion line (ATS/MM). Marble. Around the 2nd century, 1 millimeters. 30 centimeters high. LYON & TURNBULL Good.",399.0,"Statue, marble. Statue of a standing man with both hands extended toward the ground, standing on a square base with an incised pavilion line. Dated to around the 2nd century. Height 30 cm."
458,0-آثارنا المنهوبة_19_p012_b1c2d8a1,0-آثارنا المنهوبة_19.pdf,12,12,تمثال لرجل,تمثال لرجل من البرونز واضح المالمح واقف يديه ممدودتان نحو األمام، مالمح الوجه واضحة األنف بارز له لحية وذقن يرتدي مئزرًا واضحًا من الخصر.,برونز,حوالي ما بين القرن 8 - 5 قبل الميالد,,ANCIENT & ORIENTAL,جيدة,سبق عرضه في مزاد LAPADA ومزاد Antiquities and Oriental، أنظر القائمة 10.,"2 . 8 - 5 ANCIENT & ORIENTAL LAPADA Antiquities and Oriental 10. A statue of a man. A statue of a man from the bronze is clear-cut, and his hands stand in pain, and the face is clear-cut with a beard and a chin that wears a clear apron from the waist. Bronze. Around the 8th - 5th century before the miles. ANCIENT & ORIENTAL",,
459,0-آثارنا المنهوبة_19_p013_9c466c62,0-آثارنا المنهوبة_19.pdf,13,13,قالدة بشكل الثور,قالدة بشكل الثور رابض واضح الملامح له ثقب نافذ من الوسط كما تظهر لفائف الحبال على الرقبة وله عنصر زخرفي بارز على الجبهة بشكل سنبلة.,ذهب,حوالي القرن الأول قبل الميلاد– القرن الأول الميلادي,"الوزن 9,20 جرام، الارتفاع 3,3 سم، الطول 3 سم",ANCIENT & ORIENTAL,جيدة جدا,سبق عرضه في مزاد LOT - ART ومزاد Antiquities and Oriental، نشر سابقا في القائمة رقم 10، 16.,"3 . – 9,20 3,3 3 ANCIENT & ORIENTAL LOT - ART Antiquities and Oriental 10 16. A bull-shaped necklace. An ox-shaped pendant with clear features has a perforated hole in the middle as it shows the rope rolls on the neck and has a prominent decorative element on the front in a noble way. Gold. Around the first century BC, the first century CD. Weight 9.20 grams, height 3.3 cm, height 3 cm ANCIENT & ORIENTAL",400.0,"Pendant, gold. Bull-shaped pendant with a perforated hole in the middle, showing the rope coils around the neck and a prominent decorative element on the front. Dated to around the 1st century BC to the 1st century AD. Weight 9.20 g; height 3.3 cm; height 3 cm."
460,0-آثارنا المنهوبة_19_p014_2fe35087,0-آثارنا المنهوبة_19.pdf,14,14,تمثال لجمل,تمثال لجمل من المرمر واضح المالمح،له سنام بارز والرأس غير واضح المالمح. يقف على قاعدة مستطيلة.,مرمر,حوالي ما بين القرن 3 – 1 الأول قبل الميالد,طول 5 سم، االرتفاع 12 سم,ANCIENT & ORIENTAL,جيدة، وقد اجريت عليه ترميمات,سبق عرضه في مزاد LOT – ART ، نشر سابقا في القائمة 16,"4 . 3 – 1 5 12 ANCIENT & ORIENTAL LOT – ART 16 LOT – ART 16 A camel statue. A statue of a camel of a clearly salted marble, with a prominent sleeve and an unclear head of salt standing on a rectangular base. Marble. Around the 3rd century, the first one before the miles.",401.0,"Camel statue, marble, depicting a camel in clearly carved marble with a prominent sleeve and an indistinct head, standing on a rectangular base. Dated to around the 3rd century BCE."
461,0-آثارنا المنهوبة_19_p015_b99ecd9b,0-آثارنا المنهوبة_19.pdf,15,15,تمثال,تمثال آل دمي من البرونز، لرجل واقف واضح المالمح في حالة استعراضية، أطرافه السفلية والعلوية متباعدة، احد يديه مكسورة ومفقودة، يوجد في منطقة الصدر تجويف نافذ على شكل مثلث مقلوب، ويلف حول منطقة الخصر حزام.,برونز,حوالي ما بين القرن 4 – 1 قبل الميالد,االرتفاع 8.3 سم، العرض 4.5 سم، الوزن 8.01 جرام,ANCIENT & ORIENTAL,جيدة,سبق عرضها في مزاد LOT – ART، أنظر القائمة 10.,5 . 4 – 1 8.3 4.5 8.01 ANCIENT & ORIENTAL LOT – ART 10. 8.3 4.5 8.01 ANCIENT & ORIENTAL LOT – ART 10.,,
462,0-آثارنا المنهوبة_19_p016_f1c14395,0-آثارنا المنهوبة_19.pdf,16,16,رأس تمثال,رأس تمثال لرجل من المرمر غير واضح المالمح، األنف بارز مهشم نوعاً ما والفم غير واضح، والذقن مهشم.,مرمر,حوالي ما بين القرن الأول قبل الميالد – القرن الأول الميالدي,"االرتفاع 23,6 سم",ArtandAntiquities,سيئة,,"6 . – 23,6 ArtandAntiquities The head of a statue. The head of a statue of an unclear marble man, the salt, a rather smashing prominent nose, the mouth, and a broken chin. Marble. About between the first century before the miles... the first century... the miles... The height is 23.6 centimeters. ArtandAntiquities",,
463,0-آثارنا المنهوبة_19_p017_05fc108b,0-آثارنا المنهوبة_19.pdf,17,17,رأس لثور,رأس لثور صغير واضح الملامح من الحجر الجيري، العينان جاحظتان يتوسط الجبهة حفر غائر بشكل مربع.,حجر جيري,حوالي ما بين القرن الثاني قبل الميالد– القرن الثاني الميالدي,57 ملم,ArtandAntiquities,سيئة,Sabaean South Arabian limestone Sabaean Bull Protome,"7 . – 57 ArtandAntiquities Sabaean South Arabian limestone Sabaean Bull Protome Bull's head. The head of a small bull with clear features of limestone, the eyes of two piercings mediating the front holes squarely. Jerry's Stone. About between the second century before the miles, the second century before the miles. 57 mm ArtandAntiquities Bad.",,
464,0-آثارنا المنهوبة_19_p018_67d766c0,0-آثارنا المنهوبة_19.pdf,18,18,لوحة جدارية,لوحة جدارية برأس ثور بارز من المرمر، قرنه الأيسر مكسور، والعينان محاطتان بخطوط بارزة، اللوحة مكسورة من الأسفل.,مرمر,حوالي القرن الأول قبل الميلاد – القرن الأول الميلادي,"الارتفاع 16,4 سم",ArtandAntiquities,سيئة,سبق عرضها في مزاد LOT – ART. سبق نشرها في القائمة رقم 14.,"8 . – 16,4 ArtandAntiquities LOT – ART. 14. LOT – ART. 14. A mural. A mural with a prominent bull's head of the marble, a broken left horn, and eyes surrounded by high stripes, a broken plaque from the bottom. Marble. Around the first century B.C., the first century C.C. 16,4 centimeters high.",,
465,0-آثارنا المنهوبة_19_p019_233280a4,0-آثارنا المنهوبة_19.pdf,19,19,رأس دمي آل,رأس دمي آل (شاهد قبر) من الحجر الجيري، المالمح واضحة، العينان غائرتان يعلوهما حاجبان أفقيان مقوسان، واألنف بارز حاد ومستقيم، جُسد الفم بخط بسيط أفقي غائر، والذقن عريض.,حجر جيري,حوالي ما بين القرن الثاني قبل الميالد – القرن الثاني الميالدي,االرتفاع 25 سم,Art and Antiquities,جيدة,,"9  . – 25 Art and Antiquities 25 Art and Antiquities My bloodhead is Al. The bloodheads of the tombstone, the salt is clear, the eyes are blind, with two eyebrows above them, a sharp, straight, visible nose, the body of the mouth in a simple, horizontal line, and the chin is wide. Jerry's Stone.",,
466,0-آثارنا المنهوبة_19_p020_651730f0,0-آثارنا المنهوبة_19.pdf,20,20,دمية طينية آدمي,دمية طينية آدمي، صغيرة الحجم بمالمح رأس واضحة وجسد غير واضح,طين,عصور ما قبل التاريخ,االرتفاع 120 ملمتر,ArtandAntiquities,جيدة جداً,,"0 120 ArtandAntiquities A human mud doll. A human mud doll, small with a clear head and an unclear body. Mud. Prehistorics. 120 millimeters high. ArtandAntiquities Very good.",402.0,"Human figurine, mud, small mud doll with a clear head and an unclear body. Prehistoric. Height 120 millimeters."
467,0-آثارنا المنهوبة_19_p021_e390ce45,0-آثارنا المنهوبة_19.pdf,21,21,عملة يمنية قديمة,عملة من البرونز (بومة) شبة دائرية لها وجهان كما هو موضح على الصورة، على أحد الوجهين نحت لطائر البومة كما يوجد نحت في الوجه الآخر لحرف (ن) بخط المسند.,برونز,300-354 ق. م,II. A,,,,1 . 300-354 . II. A 0,,
468,0-آثارنا المنهوبة_19_p022_326f8fc1,0-آثارنا المنهوبة_19.pdf,22,22,مخطوط عبري,مخطوط بخط اليد، من التوراة (لفائف التوراة),رق أو جلد أو ورق,,,Rubylane,جيدة جدا,,"2  Rubylane Hebrew manuscript A handwriting from the Torah. Lap, skin or paper. Rubylane Very good.",,
469,0-آثارنا المنهوبة_19_p023_faae9bc7,0-آثارنا المنهوبة_19.pdf,23,23,حوافر حيوانية,زوج حافر لثور واضح الملامح من البرونز، عليها نحت بارز لحلقات بشكل دائري.,برونز,حوالي ما بين القرن 4 - 5 ق.م,ارتفاع 7.5 سم,Bidspirit,جيدة,,"3 . 4 - 5 . 7.5 Bidspirit Animal hooves. A bouncer's pair of clear-cut bulls from the bronze, they have a prominent sculpture of rings in circular form. Bronze. Around the 4th - 5th century B.C.E. 7.5 centimeters high. Bidspirit Good.",403.0,"Animal hooves, bronze, pair of clear-cut bulls with prominent circular ring-shaped decoration in relief. Bronze, around the 4th–5th century B.C.E., 7.5 cm high."
470,0-آثارنا المنهوبة_19_p024_b2b6dbc2,0-آثارنا المنهوبة_19.pdf,24,24,تمثال لوعل,الجزء الأمامي له ملامج واضحة القرنان يلتفان الى الخلف والعينان صغيرتان بارزتان ويصل بالرأس كتلة من الحجر نفسه مكعبة الشكل، الجزاء الخلفي من التمثال مفقود.,حجر جيري,حوالي ما بين القرن 7 – 3 ق.م,ارتفاع 26.5 سم,Bidspirit,جيدة,,"4 . 7 – 3 . 26.5 Bidspirit The statue of Lu'l. The front part has clear horns clinging to the back and the eyes are small, and it connects to the head a mass of the stone itself cubed, the back penalty of the statue is missing. Jerry's Stone. Around the 7th century 3 B.C.E. 26.5 cm high Bidspirit Good.",404.0,"Statue, stone. Statue of Lu'l, with the front part showing clear horns extending back and small eyes; the head is formed from a cubed mass of the stone itself. The back part of the statue is missing. Height 26.5 cm. Dated to around the 7th century BCE. Condition: good."
471,0-آثارنا المنهوبة_19_p025_1f5cf1a6,0-آثارنا المنهوبة_19.pdf,25,25,كأس معدني,كأس من البرونز قمعي الشكل يغطي البدن نحت بارز مكتوب بخط المسند يتكون من أربعة سطور,برونز,حوالي ما بين القرن 3 - 2 م,ارتفاع 10.5 سم,Bidspirit,جيدة,,"5 3 - 2 10.5 Bidspirit A glass of metal. A bronze suffocating glass that covers the fat, a prominent sculpture written in the skeleton line that consists of four lines. Bronze. Around the 3rd - 2nd century. 10.5 centimeters high. Bidspirit Good.",405.0,"Glass, bronze, with a suffocating form covering the fat, decorated with a prominent sculptural inscription in skeleton line composed of four lines. Height 10.5 cm. Dated to the 3rd–2nd century BCE."
472,0-آثارنا المنهوبة_19_p026_c8fa5e2c,0-آثارنا المنهوبة_19.pdf,26,26,تمثال نصفي لرجل,تمثال نصفي لرجل من البرونز واضح المالمح يرتدي على رأسه خوذة، مالمح الوجه واضحة العينان لوزيتان والفم بارز مستقيم اليداين الى الجنب يعلو االكتاف بروز يشبه ربطة المالبس الجزء السفلي منه مفقود,برونز,حوالي القرن1 قبل الميالد,ارتفاع 14 سم,Bidspirit,سيئة,,"6 1 14 Bidspirit A bust of a man. A bust of a guy from the bronze, clearly a hint, wearing a helmet on his head, what a clear-eyed face of Lozitan and a straight-eyed mouth to the side, with a shoulder-shaped probe like a maple ligament, the bottom of which is missing. Bronze. About the 1st century before the miles. 14 cm high. Bidspirit Bad.",406.0,"Bust, bronze, of a man wearing a helmet, with a clearly modeled face, straight mouth, and shoulders indicated by a maple-like ligament; the lower part is missing. Height 14 cm. Dated to about the 1st century BCE."
473,0-آثارنا المنهوبة_19_p027_9cd828cf,0-آثارنا المنهوبة_19.pdf,27,27,عقرب,تمثال عقرب واضح المالمح مصنوع من البرونز له أربعة أرجل، الرابعة إحداها مكسورة، وينتهي جسم التمثال بالذيل المرفوع.,برونز,حوالي ما بين القرن 3 - 2 ق. م,طوله 10 سم. وزنه 118.9 غرام,Bidspirit,سيئة,سبق عرضها في مزاد LOT – ART، نشرة في القائمة رقم 15.,"7 . 3 - 2 . 10 . 118.9 Bidspirit LOT – ART 15. LOT – ART 15. Scorpion. A clearly salty scorpion made of bronze has four legs, the fourth one is broken, and the statue's body ends with the tail up. Bronze. Around the 3rd - 2nd century B.C.E. It's 10 cm long. It's 118.9 grams.",407.0,"Scorpion, bronze, clearly salty, with four legs, the fourth broken, and a body ending in an upraised tail. Around the 3rd–2nd century B.C.E. Length 10 cm; weight 118.9 g."
474,0-آثارنا المنهوبة_19_p028_9666997a,0-آثارنا المنهوبة_19.pdf,28,28,شاهد قبر,شاهد قبر لرجل من المرمر الابيض، مالمح الوجه واضحة العينان لوزيتان ربما كانتا مرصعتين بأحجار كريمة، يعلوهما حاجبان نفذا بخط مستقيم، الانف بارز والفم منتفخ، الشفاه العلوية عليها ثقوب تمثل الشارب والذقن.,مرمر,حوالي ما بين القرن 3-2 قبل الميالد,ارتفاع 18.5 سم,Bidspirit,جيدة,,"8 . 3-2 18.5 Bidspirit A tombstone. He saw a tomb of a white marble man, with a clear-eyed mug of Lussitan, perhaps two stoned eyebrows above them, two eyebrows with a straight line, a puffed nose, a puffed mouth, upper lips with holes representing mustache and chin. Marble. Around the 3-2th century before the miles.",408.0,"Tombstone, marble. White marble tombstone carved with a male face in relief, showing clear eyes, possibly with two stone eyebrows above them, a straight line for the brows, a prominent nose, a protruding mouth, and upper lips with holes representing a moustache and chin. Dated to the 3rd–2nd century BCE."
475,0-آثارنا المنهوبة_19_p029_495dd84b,0-آثارنا المنهوبة_19.pdf,29,29,لوحة ( منحوته,منحوته من حجر الرخام شبة مستطيلة الشكل يتوسط نحت بارز لراس حيوان ثور واضح المالمح، القرون قصيرة وجبهة منتفخة الى الامام، العينين لوزيتان، يعلوهما حاجبان مقوسان. الجزء السفلى من اللوحة مكسور ومفقود.,حجر مرمر,القرن1 قبل الميالد- القرن1 م,ارتفاع18.5 سم؛ عرض17.7 سم,Bidspirit,جيدة,,"9 ( . 1 - 1 18.5 17.7 Bidspirit The painting of his sculpture. He was given from the marble stone with a rectangular replica, with a prominent sculpture of the head of a clearly salted bull's animal, short horns and a bloated front to the front, eyes of Lozitan, above them with two curved eyebrows. The bottom of the painting is broken and missing. A marble stone. 1st century before Miled - 1st century 18.5 cm high",409.0,"Sculptural relief, marble stone, depicting the head of a bull in high relief with short horns, bulging forehead, almond-shaped eyes, and two curved brows above the eyes; the object is rectangular in form, with the lower part broken and missing. Height 18.5 cm. Dated to the 1st century BCE–1st century CE."
476,0-آثارنا المنهوبة_19_p030_6c5f64eb,0-آثارنا المنهوبة_19.pdf,30,30,تمثال آدمي,تمثال آدمي واضح المالمح في الشكل، واقف الوجه واضح المالمح، الانف بارز، العينان دائرية، الفم مستقيم، يرتدي ثوب يمتد من الأكتاف الى الساق، على خاصره الخنجر، ويمسك بعصى، ذراعيه ممدودة الى الأمام.,برونز,القرن1 قبل الميالد- القرن2 م,ارتفاع 9.2 سم,Bidspirit,سيئة,سبق عرضه في مزاد LOT – ART، نشر في القائمة 16.,0 . 1 - 2 9.2 Bidspirit LOT – ART 16. . 1 - 2 9.2 Bidspirit LOT – ART 16.,410.0,No object description can be derived from the provided text.
477,0-آثارنا المنهوبة_19_p031_730dfa3d,0-آثارنا المنهوبة_19.pdf,31,31,شاهد قبر,شاهد قبر مستطيل الشكل علية نحت بارز لوجه أدمى واضح المالمح العينين لوزيتين االنف بارز و الفم بخط مستقيم، يوجد أسفل النحت االدمي كتابة بخط المسند مكونة من ثالثة حروف (و ف د) ربما يكون اسم المتوفي,حجر جيري,حوالي ما بين القرن3 - 1 قبل الميالد,11 x 28 سم,Bidspirit,جيدة,,"1  3 - 1 11 x 28 Bidspirit A tombstone. A rectangular tomb observed a prominent sculpture of the face of a human being with a clear glimpse of the eyes of Luzetin, the nose, and the mouth in a straight line, the bottom of the blood sculpture is written in the blade line with a third letter (Fd) that might be the name of the deceased. Jerry's Stone. About 3rd to 1st century before the miles. 11 x 28 cm Bidspirit Good.",411.0,"Tombstone, stone, rectangular, with a sculpted human face in relief showing the eyes, nose, and mouth aligned in a straight line; the lower part bears an inscription in blade line with a third letter, possibly the name of the deceased. Dimensions: 11 x 28 cm. Dated to the 3rd to 1st century BCE. Condition: good."
478,0-آثارنا المنهوبة_19_p032_93ced4b7,0-آثارنا المنهوبة_19.pdf,32,32,لوحة جدارية,جز من لوحة جدارية عليها ثالثة عناصر زخرفية، نباتي وحيوانية، وهندسية. نافذتين وهميتين مكونة من ثلاث مستطيالت متداخلة ت علوعهما من الجهة اليمنى نحت بارز لثور يوجد على راسة ورقة الذرة، وفي الجهة اليسرى كتابة بخط المسند تتكوم من حرفين (و د) ونحت بارز لثور ذو قرون طويلة تمتد الى الجانبين.,مرمر,حوالي ما بين القرن5-3 قبل الميلاد,x16.5 17 سم,Bidspirit,جيدة,,"2 .  . 5-3 x16.5 17 Bidspirit A mural. A mural with the third decorative, vegetative, animal, and engineering elements. Two imaginary windows of three overlapping rectangles rising from the right side are a prominent sculpture of a bull on the head of the corn leaf, and on the left side is a two-letter pile of an accelerator (and d) and a prominent sculpture of a long-horned bull stretching to both sides. Marble. Around 5:00 B.C. 17 cm x16.5",412.0,"Mural, marble, with decorative relief elements including vegetative, animal, and architectural motifs. The composition features two imaginary windows formed by three overlapping rectangles rising from the right side, a sculpted bull on the head of a corn leaf, and on the left side a two-letter pile of an accelerator (and d) with a prominent long-horned bull extending to both sides. Around 500 B.C. Dimensions: 17 cm x 16.5 cm."
479,0-آثارنا المنهوبة_19_p033_5f3b7707,0-آثارنا المنهوبة_19.pdf,33,33,شاهد قبر,شاهد قبر بشكل وجه آدمي واضح الملامح، الأنف مشطوف، العيون مغمضة، والفم بخط مقوس إلى الأعلى.,حجر جيري,حوالي الألفية 2 قبل الميلاد,ارتفاع 22.5 سم,Bidspirit,جيدة,,"3 . 2 22.5 Bidspirit A tombstone. He saw a tomb with a clear human face, the nose, the eyes closed, and the mouth with a curved line up. Jerry's Stone. About a millennium of 2 BC. 22.5 cm high",413.0,"Tombstone, stone. Tombstone with a human face in relief, showing a nose, closed eyes, and a mouth indicated by a curved upward line. Height 22.5 cm. Dated to about the 2nd millennium BC."
480,0-آثارنا المنهوبة_19_p034_24273a1d,0-آثارنا المنهوبة_19.pdf,34,34,تمثال لحيوان الخيل، يمتطيه راكب,تمثال لحصان مع فارسه واضح الشكل والملامح يمتطي ظهر الحصان، أدمى على خصره السيف، وإحدى يديه مكسورة ومفقودة، يغطي جسمه الملابس. تمثال الفرس واضح الملامح، أحد أرجله مرفوعة وفي حالة استعراضية.,برونز,حوالي ما بين القرن2 قبل الميالد – القرن2 الميالدي,ارتفاع 31 سم، طوله 25 سم,Bidspirit,جيدة,,"4 . 2 – 2 31 25 Bidspirit 31 25 Bidspirit A horse's statue, riding a passenger. A statue of a horse with a clear-shaped knight riding on the back of a horse, blooded on the waist of a sword, and one of his hands broken and missing, covered his body with clothes. The statue of a horse with clear features, one of his legs raised and in a state of parade.",414.0,"Statue, material not specified, depicting a horse with a rider seated on its back. The horse is shown with clear features, one foreleg raised in a parade stance. The rider is represented wearing clothes, with a sword at the waist; one hand is broken and missing."
481,0-آثارنا المنهوبة_19_p035_bf482bed,0-آثارنا المنهوبة_19.pdf,35,35,قالدة بشكل رأس ثور,قالدة بشكل رأس ثور له قرون مقوسة وفي الجبة زخارف بشكل خطوط مستقيمة، العينين مرصعان بحجار كريمة باللون الأزرق، كما يوجد زخرفة دائرية على العينين.,ذهب,حوالي ما بين القرن3 قبل الميالد – القرن الأول الميلادي,12.14 غرام,Bidspirit,جيدة,توجد قطعه تشبهها في المتحف البريطاني، انظر J. Simpson (ed.)، 2002، ملكة سبأ: كنوز من اليمن القديم، ص122، قطة137.,5 . 3 – 12.14 Bidspirit J. Simpson (ed.) 2002 : 122 137. J. Simpson (ed.) 2002 : 122 137. A bull-shaped necklace.,415.0,"Necklace, material not specified, in bull shape."
482,0-آثارنا المنهوبة_19_p036_988bc432,0-آثارنا المنهوبة_19.pdf,36,36,عملة يمنية قديمة,عملة يمنية قديمة عليها مظاهر تلف متمثلة بتكلسات و صدأ، يظهر على احد وجهيها مجموعة من أحرف المسند (أ، ل، ...)، وكذلك ما يبدو أنه رمز ال معبود ذ سماوي، أما الوجه الآخر فيظهر فيه تجسيد لوجه آدمي محاط بإطار زخرفي.,فضة,القرن الأول قبل الميلاد - القرن الأول الميلادي,18 مم، 2.53 جم,Ebay,سيئة,,"6 ( ...)  18 2.53 Ebay 18 2.53 Ebay An old Yemeni coin. An old Yemeni coin with rusty and rusty antiquities on one face shows a bunch of ana, l... as well as what appears to be the symbol of a celestial idol, while the other appears to have a human face surrounded by a decorative frame.",416.0,
483,0-آثارنا المنهوبة_19_p037_69095412,0-آثارنا المنهوبة_19.pdf,37,37,عملة يمنية قديمة,عملة يمنية قديمة غير واضحة المالمح حيث تعاني من طمس وتشويه بكل الوجهين لذا لم يتم التمكن من معرفة محتوياتهما.,فضة,القرن الأول قبل الميالد- القرن الأول الميالدي,18 مم، 1.95 جم,Ebay,سيئة جدا,,"7  18 1.95 Ebay An old Yemeni coin. An unclearly old Yemeni coin, where she suffers from obliteration and mutilation with both faces, has not been able to find out what their contents are. Silver. The first century before the miles - the first century. 18 mm, 1.95 g Ebay Too bad.",417.0,
484,0-آثارنا المنهوبة_19_p038_693823ed,0-آثارنا المنهوبة_19.pdf,38,38,عملة يمنية قديمة,عملة يمنية قديمة ، على احد وجهيها ما يبدو أنه تجسيد لطائر البومة غير واضحة الملامح، أما الوجه الآخر فيرجح أنه كان يحوي تجسيد لوجه آدمي,معدنية,القرن الأول الميلادي,14 ملم، 0.99 جم,Ebay,سيئة جداً,,"8 14 0.99 Ebay An old Yemeni coin. An old Yemeni coin, on one face, which seems to be the manifestation of the owl's indiscretion, while the other is likely to have a human face. Metal. First century AD 14 mm, 0.99 g",418.0,
485,0-آثارنا المنهوبة_19_p039_6d43cebc,0-آثارنا المنهوبة_19.pdf,39,39,عملة يمنية قديمة,عملة يمنية قديمة مقعرة، على احد وجهيها تجسيد لوجه آدمي وبجانبه مجموعة من حروف المسند [...،ر، ي، د، ن، ...] أما الوجه الآخر فيظهر فيه أيضا تجسيد لوجه آدمي وبجواره طغراء بحروف المسند يحيط بهما إطار.,فضة,حوالي القرن الأول- الثاني الميلادي,16 ملم؛ 1.66 جرام,Ebay,جيدة,,"9 [... ...]  16 1.66 Ebay - 16 1.66 Ebay An old Yemeni coin. An old Yemeni coin, congregated, with one face as an expression of a human face and with a bunch of letters of the phalange [... r, y, d, n,] the other face also shows a reflection of a human face and with a glue in the",419.0,
486,0-آثارنا المنهوبة_19_p040_beb81773,0-آثارنا المنهوبة_19.pdf,40,40,عملة يمنية قديمة,عملة يمنية قديمة ، على احد وجهيها تجسيد لطائر البومة وبجانبه بعض األحرف الالتينية غير واضحة المالمح، أما الوجه اآلخر فيظهر فيه تجسيد لوجه آدمي,فضة,أواخر القرن الرابع- منتصف القرن الثاني قبل الميالد,12 مم ، 2.47 جم,Ebay,سيئة جدا,,"0 - 12 2.47 Ebay An old Yemeni coin. An old Yemeni coin, on one face, is a reflection of the owl bird, with some inexplicable insignia, while the other face is a reflection of a human face. Silver. Late 4th century, mid-second century, before the miles. 12 mm, 2.47 g",420.0,
487,0-آثارنا المنهوبة_19_p041_da78d310,0-آثارنا المنهوبة_19.pdf,41,41,عملة يمنية قديمة,عملة يمنية قديمة مقعرة، على احد وجهيها تجسيد لوجه آدمي وبجانبه مجموعة من حروف المسند [...،ر، ي، د، ن، ...] أما الوجه الآخر فيظهر فيه أيضاً تجسيد لوجه آدمي وبجواره طغراء بحروف المسند يحيط بهما إطار.,معدنية,حوالي القرن الأول- الثاني الميلادي,14 ملم، 1.30 جرام,Ebay,جيدة,,1 [... ...]  14 1.30 Ebay - 14 1.30 Ebay An old Yemeni coin.,421.0,
488,0-آثارنا المنهوبة_19_p042_99ed724d,0-آثارنا المنهوبة_19.pdf,42,42,عملة يمنية قديمة,عملة يمنية قديمة مقعرة، على احد وجهيها تجسيد لوجه آدمي وبجانبه مجموعة من حروف المسند [...،ر، ي، د، ن، ...] أما الوجه الآخر فيظهر فيه أيضاً تجسيد لوجه آدمي وبجواره طغرة بحروف المسند يحيط بهما إطار.,معدنية,175 م,15.4 ملم / 1.84 جم,ebay,جيدة جداً,,"2 [... ...] . 175 15.4 / 1.84 ebay 175 15.4 / 1.84 ebay An old Yemeni coin. An old Yemeni coin, congregated, with one face as an expression of a human face and a bunch of letters of the citadel [... r, y, d, n,] and the other face as a reflection of a human face, with a plethora of letters surrounded by a frame.",422.0,
489,0-آثارنا المنهوبة_19_p043_0cdc9c57,0-آثارنا المنهوبة_19.pdf,43,43,عملة يمنية قديمة,عملة يمنية قديمة ، على احد وجهيها ما يبدو أنه تجسيد لطائر البومة وبجانبه بعض األحرف الالتينية غير واضحة المالمح، أما الوجه اآلخر فيبدو أنه يحوي تجسيد لوجه آدمي.,معدنية,أواخر القرن الرابع- منتصف القرن الثاني قبل الميالد,8 مم، 0.61 جم,Ebay,سيئة جدا,,"3  8 0.61 Ebay An old Yemeni coin. An old Yemeni coin, on one face, which appears to be a reflection of the owl bird and with some indiscretionary insignia, while the other face appears to contain an expression of a human face. Metal. Late 4th century, mid-second century, before the miles. 8 mm, 0.61 g",423.0,
490,0-آثارنا المنهوبة_19_p044_3b8ce08e,0-آثارنا المنهوبة_19.pdf,44,44,عملة يمنية قديمة,عملة يمنية قديمة ، على احد وجهيها تجسيد لطائر البومة وبجانبه بعض األحرف الالتينية غير واضحة المالمح، أما الوجه اآلخر فيحوي تجسيد لوجه آدمي وعلى خده حرف النون بالمسند,معدنية,أواخر القرن الرابع- منتصف القرن الثاني قبل الميالد,8 مم ، 0.54 جم,Ebay,سيئة,,"4 - 8 0.54 Ebay An old Yemeni coin. An old Yemeni coin, on one face, is an expression of the owl bird, and by the side are some indiscretions, but the other face contains an expression of a human face, and on the cheek is a noon with a pad. Metal. Late 4th century, mid-second century, before the miles. 8 mm, 0.54 g",424.0,
