artifact_id;looted_text;wb_txt_shrt;wb_txt_lg;wb_txt_shrt_dist;wb_txt_lgidst
29-آثارنا المنهوبة_29_p043_255b10d7;Human statue, marble. Human statue in marble, dated to the first century BC. Height 20.9 cm. Condition: good.;Head, carved striped alabaster, with a slender neck, rounded chin, compact mouth, small moustache, ridge nose, almond-shaped eyes, and a sweeping incised brow, raised on a bespoke mount. Height 20.9 cm excluding stand.;Head, carved striped alabaster, with the facial features reduced to a simplified form: a slender neck rising to a rounded chin, a compact mouth with a small moustache above the upper lip, a ridge nose, almond-shaped eyes, and a sweeping incised brow. The top of the head is flattened. The object is raised on a bespoke mount and measures 20.9 cm high excluding the stand. The source text identifies it as an Ancient Sabaean Arabian male head from Southern Arabia, dated to around the turn of the first millennium B.C., and notes that it was intended to fit within a small rectangular niche within a ritual site, serving as a votive object.;0,344738722;0,336077392
0-آثارنا المنهوبة_25_p086_d1991843;"Human statues, marble stone, lot of human statues carved in marble, similar in design, pose, and size, with one larger central statue distinguished by a pigeon held in the hand; the base bears a single-line inscription reading [A/T/R/R]. Dimensions: 10 × 5.5 × 3 × 7.25 × 3.25 × 1.5.";Group of five South Arabian alabaster figures, ranging in height from 10 in., from the Dr Mohammed Said Farsi Collection.;Group of five alabaster figures, South Arabian, from the Dr Mohammed Said Farsi Collection. The figures range in height from 10 in. Provenance given as the private collection of Dr. Mohammed Said Farsi (1936-2019), acquired between 1960 and 1990 at Christie’s, Sotheby’s, and Mayfair Galleries, London.;0,344792485;0,360809088
0-آثارنا المنهوبة_14_p029_f769888f;"Human statue head, marble stone, carved in the round with a blindfolded treatment; likely from a statue. The head has two horizontal eyebrows with incised lines, a nose that is largely broken, a small visible horizontal upper lip, and a shallow horizontal line indicating the mouth opening. Ears are visible on both sides.";Head, alabaster, South Arabian, of a man, 3rd century B.C./1st century A.D. Drilled underneath and mounted on a black marble base. The head has large eyes recessed for inlay and grooved, drilled eyebrows.;"Head, alabaster, South Arabian, of a man, 3rd century B.C./1st century A.D. The object is drilled underneath and mounted on a black marble base. It has large eyes recessed for inlay and grooved, drilled eyebrows. Condition noted in the source includes damage to the chin and nose, slight abrasions to the ear rims, and a large shallow chip on the back. The reverse bears the inscription or mark ""CB 10"" in black ink.";0,345337331;0,327578902
31-آثارنا المنهوبة_31_p004_c8d52ea6;Statue, marble, human figure represented as a woman’s bust with jealous eyes retaining traces of black fixing material, a straight nose, a small mouth, and curly hair falling behind the shoulders.;Figure of a woman, alabaster, Qataban, 3rd century B.C./1st century A.D. South Arabian sculpture carved from translucent calcite-alabaster, with a frontal pose, simplified bodily forms, and recessed eyes.;Figure of a woman, alabaster, Qataban, 3rd century B.C./1st century A.D. South Arabian sculpture carved from translucent calcite-alabaster. The figure is described as displaying the stylized aesthetic characteristic of South Arabian figurative art, with a frontal pose, simplified bodily forms, and an emphasis on facial presence and symmetry. The recessed eyes are noted as extant, and the text states that such figures may originally have featured painted details or inlaid facial detailing. The object is identified as a South Arabian alabaster figure of a woman from Qataban.;0,34643805;0,297074437
31-آثارنا المنهوبة_31_p018_b1646d5e;Animal statue, marble, depicting a standing sheep with a clearly stylized form. The animal has large curved horns with spiral or snail-like terminals, a marked head, eyes not clearly represented, and a mouth indicated by a curved line. The body is cylindrical, and the statue stands on four legs. Dated to the second half of the 1st millennium BCE.;Statuette, material not specified, of a ram. L. 13.5 cm.;Statuette, material not specified, in the form of a ram. The object is recorded with a length of 13.5 cm. No further technical, chronological, or condition information is provided in the source text.;0,350241661;0,317845941
0-آثارنا المنهوبة 30_p016_52fdfd6f;"Seal, material not specified, stamp seal of irregular form, measuring 1.8 cm in height, 1.2 cm in width, and 0.5 cm in thickness; dated to the 5th–6th century.";Seal with inscription, chalcedony, South Arabian, 6th-5th century BCE. Pierced lengthwise, it may have been mounted on a finger ring or strung on a necklace as an amulet. Only the middle section of the seal is readable.;"Seal with inscription, chalcedony, South Arabian, 6th-5th century BCE. The seal is pierced lengthwise and could have been mounted on a finger ring or strung on a necklace as an amulet. The inscription is transliterated as l-B'n and translated as ""Belonging to Ba'an."" Only the middle section of the seal is readable. Dimensions: 1.8 x 1.2 x 0.5 cm.";0,351505518;0,394387603
0-آثارنا المنهوبة_5_p008_3ad06fef;Tombstone, marble. Rectangular tombstone carved from a marble stone, from the Horn of the Arabian Peninsula (old Yemen). Length 38.2 cm.;Stela, alabaster. South Arabian rectangular icon stela with a stylised frontal face carved at the top. The face has a long, thin, triangular nose flanked by engraved eyes with indicated pupils.;Stela, alabaster. South Arabian rectangular icon stela, sculpted at the top with a stylised frontal face. The facial features are rendered in a simplified manner, with a long, thin, triangular nose flanked by engraved eyes and indicated pupils. The object is described as a rectangular stela carved at the summit with a stylised face seen from the front. Comparative bibliography cited in the source: Yémen, au pays de la reine de Saba, exhibition catalogue, Paris, 1997.;0,351594925;0,346212447
0-آثارنا المنهوبة_28_p008_fefb8c59;"Altar, limestone. Rectangular altar with a bull’s head carved on the front; a long central incision extends from the body of the altar up to the head of the bull, described as a maze.";Dachrinne, Kalkstein, südarabisch, aus Südarabien. Maße: H 6 cm, B 22,5 cm, T 47,2 cm. Zeit: 1.–3. Jahrhundert.;Dachrinne, Kalkstein, südarabisch, aus Südarabien. Die Regenrinne ist mit einem Stierkopf versehen. Maße: H 6 cm, B 22,5 cm, T 47,2 cm. Datierung: 1.–3. Jahrhundert. Provenienz: 1894 aus der Sammlung Glaser übernommen.;0,353247583;0,34659797
0-آثارنا المنهوبة 30_p018_880a3521;"Object, material not specified, with recorded dimensions of 27.7 x 23.7 x 23.2 x 14.8 x 16.6; associated with the Metropolitan Museum and dated 1949; noted as vaporized.";Incense burner, bronze, from southwestern Arabia, ca. mid-1st millennium BCE. It has a cylindrical cup on a conical base, with a rectangular architectural facade rising from the front, decorated in low relief with two serpents flanking a round disk within a crescent. A separately cast ibex on a plinth projects from the front and may have served as a handle.;Incense burner, bronze, from southwestern Arabia, dated to ca. mid-1st millennium BCE. The vessel consists of a cylindrical cup set on a conical base, with a rectangular architectural form rising from the front of the cup and suggesting a facade. The facade is decorated in low relief with two serpents flanking a round disk set within a crescent. A separately cast ibex standing on a plinth projects from the front of the burner and may have functioned as a handle. The object is associated with the importance of incense in the religion of southwestern Arabia.;0,353365898;0,39194566
29-آثارنا المنهوبة_29_p019_5186eca2;Animal statue, bronze, described as old and “Before Alsalam.”;Bull protome, bronze, Qataban Kingdom, Yemen, 700-100 BC. Height 18 cm. The object is formed as the powerful forequarters of a bull, with a massive head, round muzzle, grooved nostrils, ribbed bulging brows, engraved symbolic motifs, a crescent moon on the forehead, and a lozenge-decorated diadem between the horns.;Bull protome, bronze, Qataban Kingdom, Yemen, 700-100 BC. Height 18 cm. The object is shaped as the powerful forequarters of a bull, with a massive head, round muzzle, grooved nostrils, and ribbed bulging brows. The forehead is engraved with symbolic motifs and a crescent moon, and a lozenge-decorated diadem is placed between the horns. The source text identifies it as a rare Sabean inscription dedicated to the moon god and referring to the people of Qataban, the most prominent Yemeni kingdom in the second half of the 1st millennium BC.;0,354776502;0,336314559
0-آثارنا المنهوبة 30_p008_6098ac5e;Human statue, stone, 19.5 cm high. Dated to the 3rd century B.M.I. Provenance note: recorded as the property of an altar and primitive art dealer at Christie's House, London, sold 25 February 1975, lot 172. Condition noted as good.;Statuette, limestone, seated female figure, from the southern Arabian Peninsula, ca. [date not stated].;Statuette, limestone, depicting a seated female figure. The object is identified as coming from the southern Arabian Peninsula and is dated ca. [date not stated in the source]. No further technical, dimensional, or contextual information is provided in the source text.;0,355542421;0,351383448
0-آثارنا المنهوبة_5_p006_818e1ef4;"Tombstone, marble, cylindrical in shape, with a clear-cut surface, two perforations, and a small incised mouth; described as having a distinctive character in the making of gravestones. Origin: southern Arabian Peninsula (old Yemen). Height 18 cm. Missing.";Figure iconique, material not specified, cylindrical form with a sculpted stylized face at the top and a mouth marked by an incision.;Figure iconique, material not specified, of cylindrical form, with the upper part sculpted as a stylized face. The mouth is indicated by an incision. The source text notes that such figurines were generally fixed onto inscribed bases.;0,356101036;0,346411109
0-آثارنا المنهوبة_19_p026_c8fa5e2c;"Bust, bronze, of a man wearing a helmet, with a clearly modeled face, straight mouth, and shoulders indicated by a maple-like ligament; the lower part is missing. Height 14 cm. Dated to about the 1st century BCE.";Auction platform reference for jewelry, art, antiques, and other items.;Auction platform reference for jewelry, art, antiques, and other items. The source text identifies BidSpirit Israel as an auction sales platform and lists general categories including jewelry, art, and antiques, but provides no specific object, material, typology, dimensions, period, or other archaeological or museum object data.;0,358200192;0,38659972
0-آثارنا المنهوبة_10_p071_9aa6662e;Earring, gold, with an open knot of the same material, semi-circular in shape, decorated with mannequin-shaped elements and a crater carved with adjacent lines. 5th century BC. 2.5 × 2.2 cm.;Object type and material are not specified in the source text. The text notes that some objects were accidentally lost in baths or toilets, or due to the vicissitudes of nature and war. Provenance: private East Coast, USA collection.;Object type and material are not specified in the source text. The available information states that others were accidentally lost in baths or toilets, or due to the vicissitudes of nature and war. The only provenance given is a private East Coast, USA collection.;0,358319461;0,362261534
0-آثارنا المنهوبة_10_p060_a08b7ee7;Bronze engraved plate, bronze, rectangular in shape, with an inscription arranged in ten lines within a prominent framed border. The object measures 35.8 cm by 33.3 cm. Condition noted as good.;Plaque, leaded bronze, South Arabian. Bronze votive plaque with inscription dedicating the object to the god Hawkum, one of the chief gods of Qataban. The surface has developed a green patina.;Plaque, leaded bronze, South Arabian. Bronze votive plaque with inscription recording a dedication by Il-sharah of the clan Ma'sum to his god and lord Hawkum Nabat and the gods from Shim'an, made in accordance with an oracle. The text refers to the return of the men of Hawkum and to a promise made by Hawkum by oracle, and states that the plaque was offered as a token of gratitude. The object is described as a bronze dedication plaque and is noted as having developed a green patina.;0,359153152;0,330744147
0-آثارنا المنهوبة_14_p037_d8eb0074;"Scorpion, bronze. Bronze scorpion with six legs, three on each side, and a back appendage on the side. Dated to the 3rd–2nd century BC. Dimensions: 10 MS; 118.9 GG.";Scorpion, bronze, South Arabian, Hellenistic Period, 3rd–2nd century BCE.;Scorpion, bronze, South Arabian, Hellenistic Period, 3rd–2nd century BCE. The object is identified as a South Arabian bronze scorpion and is dated to the Hellenistic Period.;0,359971821;0,2629987
31-آثارنا المنهوبة_31_p039_a2395d3d;"Altar, marble. Cube-shaped altar flattened from the top of a bull’s head, with a clearly stylized form and carved inscription on the edge reading HBL/ML/SL/CTFR. Dated to the 5th–4th centuries BCE. Height: 28.2 cm; width: 8.2 cm.";Altar, stone, quadrangular, sculpted on the front with a bucranium with rounded muzzle surmounted by a pouring channel.;Altar, stone, quadrangular form, sculpted on the front with a bucranium with rounded muzzle surmounted by a pouring channel. The object is described as an altar au taureau and belongs to the archaeology sale lot 172. No dimensions, date, or further technical details are provided in the source text.;0,360870004;0,304844677
0-آثارنا المنهوبة 30_p021_65971c7e;"Animal statue, bronze, 5th century B.C.E. The object is an animal statue in bronze. Dimensions: height 12.8 cm, width 3.8 cm, depth 7.4 cm; base dimensions: width 3.3 cm, depth 5.8 cm.";Figure of ibex, bronze, ca. 5th century BCE. A bronze ibex stands on a base, with long horns curving back to touch the upright ears.;"Figure of ibex, bronze, ca. 5th century BCE. This small bronze sculpture depicts an ibex standing on a base, with distinctive long horns turning back to touch the upright ears. It is from Southwestern Arabia and measures H. 5 1/16 × W. 1 1/2 × D. 2 15/16 in. (12.8 × 3.8 × 7.4 cm); base: W. 1 5/16 in. × D. 2 5/16 in. (3.3 × 5.8 cm). The object may have served as a handle for an incense burner.";0,364714742;0,282419324
0-آثارنا المنهوبة 30_p014_9bc22dd3;Object, bronze, with an inscription. Dimensions: height 27.6 cm, width 15.2 cm, thickness 1.3 cm. The name of the piece is not given in the source text. At the end of the first millennium.;Votive plaque, copper alloy, with a raised border and a Sabaean dedicatory inscription, from southwestern Arabia, ca. late 1st millennium BCE.;"Votive plaque, copper alloy, with a raised border around the edges and a Sabaean dedicatory inscription, from southwestern Arabia, ca. late 1st millennium BCE. The plaque measures 10 7/8 × 6 × 1/2 in. (27.6 × 15.2 × 1.3 cm). The inscription is described as a dedicatory text, and the object is identified as a votive plaque; the precise significance of the inscription as a cult object is uncertain. The record notes that the practice of dedicating the inscription itself, rather than placing the inscription on an object intended for dedication, differs from contemporary customs in greater Mesopotamia and Iran.";0,365982056;0,295883536
0-آثارنا المنهوبة_21_p026_e8ab5e07;Necklace, iron, in the form of a human head wearing a turban, with a master maker above the necklace and a hole in the upper part. 1st to 5th century AD. Dimensions: 2 11/16 x 1 9/16 x 1 in. (6.8 x 4 x 2.5 cm).;Pendant with human face, iron, South Arabian, 1st-5th century CE. The oval plaque features a male head wearing an elaborate headdress resembling the Macedonian kausia.;Pendant with human face, iron, South Arabian, 1st-5th century CE. The object is an oval plaque depicting a male head with an elaborate headdress resembling the Macedonian kausia, a flat hat. The pendant is dated broadly to the 1st-5th century CE and is attributed to South Arabia. Similar pendants were made in the Roman Empire, but it is not possible to determine from the source whether this example reached South Arabia as an import or was made locally after a foreign model. The recorded dimensions are 6.8 x 4 x 2.5 cm.;0,368094027;0,344176531
31-آثارنا المنهوبة_31_p002_86aafcec;Human statue, limestone, depicting two interconnected human figures in a similar salt-like material. The figures have prominent eyes and noses, heads joined by a small cylindrical bridge, and short hands held against the chest.;Double statuette, material not specified.;Double statuette, material not specified. The catalogue entry identifies the object as a double statuette and provides no further technical description, dimensions, chronology, or provenance in the source text. The lot was offered in an archaeological sale and is recorded with an estimate of 3000–3500 EUR and a result of 5,800 EUR.;0,370313942;0,31727308
0-آثارنا المنهوبة_10_p076_234f216d;Vase, copper. Bowl with a wide nozzle and a condensed base, with the outer body decorated with a book-tape motif and vegetal ornament. Dated to the 14th–15th century, Qatar. Height 27 cm. Very good condition.;"Basin, brass, Yemen, 14th/15th century. Rounded form with tapering sides, decorated with an engraved band of inscription-filled cartouches overlaid with rosettes, roundels containing flowerheads and foliate interlace, and lozenge motifs in the interstices; the well has a rosette. Diameter 27 cm.";Basin, brass, Yemen, 14th/15th century. The vessel is of rounded form with tapering sides and is decorated on the body with an engraved band containing inscription-filled cartouches overlaid with rosettes. These are interspersed by roundels containing flowerheads and foliate interlace, while the interstices are filled with lozenge motifs. The well is decorated with a rosette. The basin measures 27 cm in diameter.;0,371559143;0,397525191
31-آثارنا المنهوبة_31_p016_f4871bc9;Human statue, marble. Statue of a man carved in white marble, with a clearly shaped and sharply cut head. The face is described as gloomy, with semi-oval carved eyes, eyebrows above the eyes, a pierced nose, full and relaxed lips, and ears clearly indicated on both sides of the head and pierced. The hairstyle consists of short locks arranged in square and rectangular forms, and the neck is broad.;Portrait of a dignitary, height 23 cm.;Portrait of a dignitary, height 23 cm. The source text identifies the object as a rare portrait of a dignitary and gives its height as 23 cm. No further information is provided in the source text regarding material, technique, date, provenance, or condition.;0,371597767;0,327728331
0-آثارنا المنهوبة 30_p017_6c61750c;Tombstone, stone, dated to around the 2nd century B.C.E., with a height of 32.4 cm.;Stele, limestone, South Arabian, rectangular in form and sculpted at the upper end with the head of a bearded man in high relief, circa 2nd century B.C.-2nd century A.D.;Stele, limestone, South Arabian, rectangular in form and sculpted at the upper end with the head of a bearded man in high relief. The beard and hair are rendered by echeloned curls, and the face has a sharp brow, long triangular nose, thin closed lips, raised eyes with deeply recessed pupils. An inscription below identifies the deceased. Dated circa 2nd century B.C.-2nd century A.D. Height 12¾ in. (32.4 cm.).;0,374336839;0,396761894
0-آثارنا المنهوبة_25_p081_07788e5d;"Inscription, bronze, 18 × 13 cm, framed; a bronze engraved inscription with a rusted surface, recorded as al-Silwi 3 and associated with the public confession engravings studied by Ibrahim Al-Silwi 3 (Salawi 3), based on an image shown by the late Khalil Al-Zubairi and published without a photograph in the Daci blog.";Plaque, bronze, Sabean, with text in seven lines, four mounting holes, and a border line.;Plaque, bronze, Sabean, inscribed with text arranged in seven lines. The plaque has four holes for mounting and a border line.;0,374377489;0,39154458
0-آثارنا المنهوبة_28_p004_558dd6e7;Object type not specified, material not specified. Inventory/reference information: SEM 694.34. Dimensions recorded as 25.5 x 11. Dated VIa: 1900 and 1898–1899. Marked “Sacrificed.”;Lamp, bronze, South Arabian, probably 1st-3rd century. The lamp has an elongated oil reservoir and a curved handle rising from the back wall, decorated with the forepart of a leaping ibex.;Lamp, bronze, South Arabian, probably 1st-3rd century. The object consists of an elongated oil reservoir and a curved handle projecting from the back wall of the reservoir. The handle is decorated with the forepart of a leaping ibex. The ibex is a significant motif in ancient South Arabian iconography, where it was associated with the moon god. Dimensions: H. 34 cm, L. 25.5 cm, W. 11 cm. Findspot: Shabwa, Yemen. Provenance: acquired in 1900 from the South Arabia expedition of 1898-1899.;0,376312494;0,392387807
0-آثارنا المنهوبة_14_p022_e7ef2ce4;"Stone plate, marble, rectangular in form, with an inscribed line reading “Albister's pass.” Dated to the first century AD. Dimensions: 12 cm (4 3/4 in.); weight: 1.3 kg.";Tablet, alabaster, with inscription. South Arabian script, written sinistrograde. Dated to the 3rd century B.C.-1st century A.D.;Tablet, alabaster, with inscription. The object is described as a South Arabian alabaster tablet and is associated with a limestone block in the collection of the British Museum under accession number not specified in the source text. The inscription is in South Arabian script, an abjad written sinistrograde. The object is dated to the 3rd century B.C.-1st century A.D.;0,377440035;0,41176194
0-آثارنا المنهوبة_14_p043_1add3b82;Rectangular tablet, bronze, with an engraved inscription in 12 lines. Metal: bronze. Dimensions: 23.5 × 15.7 cm. First century AD. The tablet has holes in the four corners and is described as in very good condition.;"Plaque, bronze. South Arabian bronze inscriptional plaque with twelve lines of inscription in raised relief, recording a dedication by Yin'am, his brother, and their sons the Banu Rasham to their god LBNH, bull of M'RBN, in his sanctuary at Sim'ân. Circa 1st century A.D.; 23.5 cm high, 15.7 cm wide.";Plaque, bronze. South Arabian bronze inscriptional plaque preserving twelve lines of inscription in raised relief. The text records that Yin'am, his brother, and their sons the Banu Rasham dedicated the plaque to their god LBNH, bull of M'RBN, in his sanctuary at Sim'ân, as an inscription of divine ordinance ordered for them in his property, for their wellbeing and the wellbeing of all that he has acquired and will acquire, and for the removal of evil, wrong, ill-will, injustice, WTRKS, and 'W/'F of an enemy both far and near. Circa 1st century A.D. Dimensions: 23.5 cm high, 15.7 cm wide.;0,380227864;0,440324426
0-آثارنا المنهوبة_10_p064_849e91cc;Head-shaped tombstone, stone: carved in Albister stone, depicting a human head in relief with hair falling from below the ears to the back of the head, triangular eyes, a straight nose, and a small closed mouth.;Head, alabaster, South Arabian, circa 1st century B.C. Female head.;Head, alabaster, South Arabian, circa 1st century B.C. The object is a female head carved in alabaster. No further technical, dimensional, or contextual information is provided in the source text.;0,381275952;0,349800885
0-آثارنا المنهوبة_25_p094_3329b4f9;Tombstone, marble, with a human face carved in relief or incised on the stone, showing a long nose, eyebrows connected to the beard, two pierced and closed eyes, and a very small mouth.;Cup, faience, Middle Bronze Age (17th-16th century B.C.).;Cup, faience, Middle Bronze Age (17th-16th century B.C.). The source text identifies a feline-headed cup from the Middle Bronze Age and specifies the material as faience. No further technical, dimensional, or contextual information is provided.;0,383573532;0,38897121
0-آثارنا المنهوبة_10_p059_d03964ed;"Cup, bronze. Cylindrical cup with an inverted hole, decorated around the body with a four-line engraved inscription. Dated to the 4th–3rd centuries BC. Height 13.1 cm; diameter 7.5 cm.";Beaker, bronze, South Arabian, 4th–3rd century BCE. The vessel is 13.1 cm high with a base diameter of 7.5 cm and is covered with a South Arabian inscription.;Beaker, bronze, South Arabian, 4th–3rd century BCE. The vessel measures 13.1 cm in height and 7.5 cm in base diameter. It is covered with a South Arabian inscription. The object is described as being in very good condition. Provenance noted as ex Shlomo Moussaieff collection, Herzliyah.;0,383962035;0,392179132
31-آثارنا المنهوبة_31_p033_b5dd6f23;Architectural component, bronze: round disk mediated by an eight-pointed star enclosed in a circle, surrounded by a frame of twelve bulls with snail motifs. End of the first millennium BC. Diameter 15 cm.;Object, material not specified, with a diameter of 15 cm. European collection, before 1980.;Object, material not specified, with a diameter of 15 cm. The source identifies it as from a European collection and dated before 1980. No further typological, technical, or condition information is provided in the source text.;0,384259462;0,387018621
0-آثارنا المنهوبة_25_p063_c1d108c1;"Figurine, limestone, depicting a seated human figure with broken legs, holding an animal-shaped object in both hands above a hole in the base and inserting a fuse into it; described as a sacrificed piece, probably from the 3rd century BC.";Oil lamp, limestone, South Arabian, circa 1st century B.C. Formed as a bearded man seated with bent legs, with a round fill hole at the top of the head, a loop at the nape of the neck, and arms wrapped around a turtle projecting from the lap, the turtle's head forming the nozzle.;Oil lamp, limestone, South Arabian, circa 1st century B.C. The lamp is modelled in the form of a bearded man seated with his legs bent at the knees. A round fill hole is placed at the top of the head, and a loop is present at the nape of the neck. The figure's arms are wrapped around a turtle projecting outward from the lap, with the turtle's head forming the nozzle. Height: 4 7/8 in. (4 cm.). Provenance: Christie's New York, 4 June 2008, lot 92.;0,385025084;0,353215218
0-آثارنا المنهوبة_28_p012_b3929ea9;Inscription, stone: rectangular stone inscription with three lines of carved text.;"No object is described in the source text; the text concerns Anubis, a proof-of-work protection system for websites.";No archaeological object, material, typology, dimensions, period, or manufacturing technique is described in the source text. The text instead explains that Anubis is used as a placeholder solution to protect a server against aggressive scraping, employing a proof-of-work scheme in the vein of Hashcash. It also notes that the system relies on modern JavaScript features and may be affected by plugins such as JShelter, which can cause downtime and restrict access to website resources.;0,385694981;0,413091779
0-آثارنا المنهوبة_25_p045_eaae26b1;"Pavilion, bronze, with a nine-line inscription and a composition featuring the stylized forms of a recumbent animal mediated by a palm tree; two holes are present in the upper corners.";Plaque, bronze. Rectangular Western Asiatic South Arabian plaque in fragments, with a raised border, rows of raised Nabatean text, and two fixing holes. Dated to the 2nd century BC-2nd century AD.;Plaque, bronze. Rectangular Western Asiatic South Arabian plaque preserved in fragments, with a raised border and rows of raised Nabatean text. The object has two fixing holes. It is dated to the 2nd century BC-2nd century AD.;0,385791242;0,39636153
0-آثارنا المنهوبة_21_p016_7c432e20;"Mural, marble stone, irregular plaque form, depicting a seated figure on a chair with the left hand raised and the right hand extended backward; beneath the figure is an inscription in a single line on the baseline reading “hj and t/t mr n.” Dimensions: 22.5 × 14.5 × 4 cm (8 7/8 × 5 11/16 × 1 9/16 in.). Dated to the second century BC.";Stela, calcite-alabaster, South Arabian, 2nd-1st century BCE. The stela depicts a seated woman on a folding stool with a cushioned seat.;Stela, calcite-alabaster, South Arabian, 2nd-1st century BCE. The object depicts a woman seated on a folding stool with a cushioned seat. An inscription is present, transliterated as Hywt /Dmrn. The material is identified as calcite-alabaster from South Arabia.;0,386609137;0,412698746
0-آثارنا المنهوبة_5_p001_9cc546a5;"Tombstone, marble, fragmentary, with incised inscription and relief decoration; described as a man’s tombstone, preserving part of the deceased’s name with the letter “N” visible in the final line, and featuring a human face motif with prominent eyes, a small mouth, and a strand or line beneath the mouth. Provenance is given as the southern Arabian Peninsula (old Yemen). Length 27.5 cm.";Stela, alabaster. Fragment of a South Arabian sculpted stela with a stylized frontal face, a long straight nose, and hollow eyes originally inlaid. A fragment of a South Arabian inscription is preserved at the base.;Stela, alabaster. Fragment of a sculpted stela depicting a stylized frontal face with a long straight nose and hollow eyes originally intended for inlay. The base preserves part of a South Arabian inscription, identified in the source as the owner's name. South Arabian Peninsula, late 1st millennium BC. Height: 27.5 cm.;0,388023555;0,381290555
0-آثارنا المنهوبة_10_p080_6756332a;"Cylinder box, wood, cylindrical in shape, with cover, decorated with plant and geometric decorative elements executed in prominent carved relief. 14th century. Height 16.2 cm; diameter 20.3 cm. Very good condition.";Box, wood, cylindrical, with flat base and slightly sloping sides, 14th century, Egypt or Yemen. The exterior is overlaid with black, red, yellow, and green lacquers and carved through to form a polychrome decorative design with scrolling arabesques, quatrefoil roundels, lobed rectangular panels, and stylized thuluth calligraphy.;Box, wood, cylindrical, with flat base and slightly sloping sides and a slight recess at the upper edge to receive a lid, 14th century, Egypt or Yemen. The exterior wooden surface is overlaid in successive layers of black, red, yellow, and green lacquer and carved through to reveal a polychrome decoration. The broad central band is composed of lobed rectangular panels containing scrolling arabesques around quatrefoil roundels, with panel borders that entwine and continue into lobed concentric quatrefoils dividing each panel. Below is a band of stylized thuluth calligraphy interrupted by roundels containing quatrefoil panels. The base and interior are plain, with remains of monochrome lacquer. The object measures 16.2 cm in diameter.;0,388996422;0,439904869
0-آثارنا المنهوبة_14_p027_ec708607;Animal statues, marblestone. Four animal statues of different sizes and shapes, depicting a dog, a bull, and a horse, all standing on rectangular bases except the bull. First century BC. Largest 12 cm.;Animal figures, South Arabian, largest 12 cm.;Animal figures, South Arabian, four in total, with the largest example measuring 12 cm. No further details on material, technique, date, or condition are provided in the source text.;0,389137745;0,367827237
0-آثارنا المنهوبة_25_p020_e27076bd;Earrings, gold. Pair of identical gold earrings with rings on both sides, small pieces attached to the rings by a small fragrance belt, and four small rings at the ends, with hanging elements shaped like bells.;Ancient Egyptian antiquities, including shabti, amulets, pottery, scarabs, and terracotta objects.;Ancient Egyptian antiquities, including shabti, amulets, pottery, scarabs, and terracotta objects. The source text describes a selection of antiquities from ancient Egypt, the Greek world, and Near Eastern civilizations, with an emphasis on Ancient Egyptian material. It refers generally to shabtis, amulets, pottery, scarabs, and terracotta statues, but provides no individual object details, dimensions, date, or technique beyond the typological categories named.;0,389639497;0,378056228
0-آثارنا المنهوبة_25_p038_a303509a;Jar, burned clay, with a slightly wide outward-flaring nozzle, puffed body, side handles, and decoration of geometric crawling triangles and by-lines painted in black and red.;Ceramic jar, South Arabian, 2nd century BC-2nd century AD. Jar with slightly flared rim and loop handles to the shoulders, decorated with bands of geometric painted ornament in black and red on a cream field.;Ceramic jar, South Arabian, 2nd century BC-2nd century AD. The vessel has a slightly flared rim and loop handles attached to the shoulders. It is decorated with bands of geometric painted ornament in black and red on a cream field. Provenance: private collection, South West London.;0,392097235;0,413956106
31-آثارنا المنهوبة_31_p028_dd1df250;"Rectangular plate of limestone, carved in low relief, depicting men wearing robes with carefully rendered folds; one figure is shown holding a saddle while another sits behind, both with head coverings framing a partial view of the face. The scene is arranged above a pin line and includes two lines of inscription. The source text also mentions marble and refers to the beginning of the Elephants of the Miles.";Auction notice for an archaeology sale, with information on VAT, bidding, public viewing, experts, and sale conditions.;Auction notice, printed text on paper, relating to an archaeology sale held at Drouot Richelieu in salles 8 and 9, with lots 1 to 104 sold at 11:00 and lots 105 to 482 sold at 14:00. The text gives public viewing times for Friday 16 January 2009 and Saturday 17 January 2009, names the archaeological expert Christophe Kunicki, and sets out bidding, pre-emption, payment, delivery, and guarantee conditions. It also notes that lots marked with a black square indicate a non-resident seller and are subject to 5.5% VAT in addition to the hammer price and legal fees, refundable on proof of export outside the EEC within one month.;0,39230752;0,370055914
0-آثارنا المنهوبة_22_p030_cb31daf3;Bust, marble. Third century–first century BC. Height 7 1/4 inches (18.4 cm). Good condition.;Marble head and torso of a youth, Sabaean, South Arabia, 3rd-1st century BC. The figure has large eyes and nose, with elbows at the sides and fists clenched forward.;Marble head and torso of a youth, Sabaean, South Arabia, 3rd-1st century BC. The figure is described as possessing large eyes and a prominent nose, with the elbows held at the sides and the fists clenched forward. Nice mineral deposits are present within the recesses. No further condition details are provided in the source text.;0,392557979;0,399917006
0-آثارنا المنهوبة_4_p001_27d081fd;Ring, gold. Relatively large ring with a silver slice bearing an owl polish. Barkat House missing. A show in a pool house.;Coin, silver/gold, Sabean silver drachma, dated 300 BCE–200 CE.;Coin, silver/gold, Sabean silver drachma, dated 300 BCE–200 CE. The object is identified as a Sabean silver drachma and is described as made of silver/gold. The Sabeans were a Semitic people who lived in the southwest corner of the Arabian Peninsula in Saba (modern Yemen). Inventory number FJ.5730 is given in the source text.;0,392785966;0,428669095
