artifact_id,pdf_name,page_num,image_name,image_path,centroid_x,centroid_y
0-آثارنا المنهوبة_24_p012_388bee28,0-آثارنا المنهوبة_24.pdf,12,0-آثارنا المنهوبة_24_p012_img005.png,,302.5,266.65
0-آثارنا المنهوبة_24_p013_bd7f4318,0-آثارنا المنهوبة_24.pdf,13,0-آثارنا المنهوبة_24_p013_img005.png,,301.67,276.65
0-آثارنا المنهوبة_24_p014_22603630,0-آثارنا المنهوبة_24.pdf,14,0-آثارنا المنهوبة_24_p014_img005.png,,311.87,288.85
0-آثارنا المنهوبة_24_p015_9446b713,0-آثارنا المنهوبة_24.pdf,15,0-آثارنا المنهوبة_24_p015_img005.png,,287.72,294.4
0-آثارنا المنهوبة_24_p016_669911fd,0-آثارنا المنهوبة_24.pdf,16,0-آثارنا المنهوبة_24_p016_img005.png,,314.42,290.95
0-آثارنا المنهوبة_24_p017_10fd8e92,0-آثارنا المنهوبة_24.pdf,17,0-آثارنا المنهوبة_24_p017_img005.png,,296.07,286.87
0-آثارنا المنهوبة_24_p018_aa9959df,0-آثارنا المنهوبة_24.pdf,18,0-آثارنا المنهوبة_24_p018_img005.png,,313.27,300.2
0-آثارنا المنهوبة_24_p019_d9486936,0-آثارنا المنهوبة_24.pdf,19,0-آثارنا المنهوبة_24_p019_img005.png,,288.32,269.8
0-آثارنا المنهوبة_24_p020_61bd4d40,0-آثارنا المنهوبة_24.pdf,20,0-آثارنا المنهوبة_24_p020_img005.png,,277.05,254.66
0-آثارنا المنهوبة_24_p021_cace8ee4,0-آثارنا المنهوبة_24.pdf,21,0-آثارنا المنهوبة_24_p021_img005.png,,313.05,295.42
0-آثارنا المنهوبة_24_p022_c1bd03c0,0-آثارنا المنهوبة_24.pdf,22,0-آثارنا المنهوبة_24_p022_img005.png,,304.87,258.55
0-آثارنا المنهوبة_24_p023_680e3156,0-آثارنا المنهوبة_24.pdf,23,0-آثارنا المنهوبة_24_p023_img005.png,,300.72,295.9
0-آثارنا المنهوبة_24_p024_8f908839,0-آثارنا المنهوبة_24.pdf,24,0-آثارنا المنهوبة_24_p024_img005.png,,304.8,298.37
0-آثارنا المنهوبة_24_p025_eae3fb86,0-آثارنا المنهوبة_24.pdf,25,0-آثارنا المنهوبة_24_p025_img005.png,,299.69,299.95
0-آثارنا المنهوبة_24_p026_7242eabd,0-آثارنا المنهوبة_24.pdf,26,0-آثارنا المنهوبة_24_p026_img005.png,,300.82,294.9
0-آثارنا المنهوبة_24_p027_62569c7f,0-آثارنا المنهوبة_24.pdf,27,0-آثارنا المنهوبة_24_p027_img005.png,,311.27,304.74
0-آثارنا المنهوبة_24_p028_7045447e,0-آثارنا المنهوبة_24.pdf,28,0-آثارنا المنهوبة_24_p028_img005.png,,311.89,285.35
0-آثارنا المنهوبة_24_p029_3b9d2e88,0-آثارنا المنهوبة_24.pdf,29,0-آثارنا المنهوبة_24_p029_img005.png,,309.82,271.9
0-آثارنا المنهوبة_24_p030_5553a59c,0-آثارنا المنهوبة_24.pdf,30,0-آثارنا المنهوبة_24_p030_img005.png,,309.72,297.17
0-آثارنا المنهوبة_24_p031_10d339c9,0-آثارنا المنهوبة_24.pdf,31,0-آثارنا المنهوبة_24_p031_img005.png,,297.42,309.24
0-آثارنا المنهوبة_24_p032_e1528142,0-آثارنا المنهوبة_24.pdf,32,0-آثارنا المنهوبة_24_p032_img005.png,,296.87,308.4
0-آثارنا المنهوبة_24_p033_3b265ec0,0-آثارنا المنهوبة_24.pdf,33,0-آثارنا المنهوبة_24_p033_img005.png,,309.07,306.05
0-آثارنا المنهوبة_24_p034_c0c24b0b,0-آثارنا المنهوبة_24.pdf,34,0-آثارنا المنهوبة_24_p034_img005.png,,306.92,275.95
0-آثارنا المنهوبة_24_p035_b42dbc7c,0-آثارنا المنهوبة_24.pdf,35,0-آثارنا المنهوبة_24_p035_img005.png,,303.37,313.77
0-آثارنا المنهوبة_24_p036_509ee257,0-آثارنا المنهوبة_24.pdf,36,0-آثارنا المنهوبة_24_p036_img005.png,,297.29,294.57
0-آثارنا المنهوبة_24_p037_de0dadd7,0-آثارنا المنهوبة_24.pdf,37,0-آثارنا المنهوبة_24_p037_img005.png,,310.05,294.12
0-آثارنا المنهوبة_24_p038_b3605768,0-آثارنا المنهوبة_24.pdf,38,0-آثارنا المنهوبة_24_p038_img005.png,,306.02,280.0
0-آثارنا المنهوبة_24_p039_04cd5044,0-آثارنا المنهوبة_24.pdf,39,0-آثارنا المنهوبة_24_p039_img005.png,,274.1,298.3
0-آثارنا المنهوبة_24_p040_612db9c5,0-آثارنا المنهوبة_24.pdf,40,0-آثارنا المنهوبة_24_p040_img005.png,,313.82,284.57
0-آثارنا المنهوبة_24_p041_f1e72e01,0-آثارنا المنهوبة_24.pdf,41,0-آثارنا المنهوبة_24_p041_img005.png,,307.62,277.07
0-آثارنا المنهوبة_24_p042_56933adc,0-آثارنا المنهوبة_24.pdf,42,0-آثارنا المنهوبة_24_p042_img005.png,,301.65,303.75
0-آثارنا المنهوبة_24_p043_2b40ba8b,0-آثارنا المنهوبة_24.pdf,43,0-آثارنا المنهوبة_24_p043_img005.png,,317.52,261.1
0-آثارنا المنهوبة_24_p044_5b2e3b39,0-آثارنا المنهوبة_24.pdf,44,0-آثارنا المنهوبة_24_p044_img005.png,,297.3,286.6
0-آثارنا المنهوبة_24_p045_18fb45e7,0-آثارنا المنهوبة_24.pdf,45,0-آثارنا المنهوبة_24_p045_img005.png,,306.0,292.3
0-آثارنا المنهوبة_24_p046_d4d12b18,0-آثارنا المنهوبة_24.pdf,46,0-آثارنا المنهوبة_24_p046_img005.png,,322.1,278.47
0-آثارنا المنهوبة_24_p047_e085b1e0,0-آثارنا المنهوبة_24.pdf,47,0-آثارنا المنهوبة_24_p047_img005.png,,299.69,292.12
0-آثارنا المنهوبة_24_p048_b92e64df,0-آثارنا المنهوبة_24.pdf,48,0-آثارنا المنهوبة_24_p048_img005.png,,302.44,278.7
0-آثارنا المنهوبة_24_p049_9baf51f2,0-آثارنا المنهوبة_24.pdf,49,0-آثارنا المنهوبة_24_p049_img005.png,,312.04,281.15
0-آثارنا المنهوبة_24_p050_b9e7a5eb,0-آثارنا المنهوبة_24.pdf,50,0-آثارنا المنهوبة_24_p050_img005.png,,312.35,271.52
0-آثارنا المنهوبة_24_p051_b885c4d2,0-آثارنا المنهوبة_24.pdf,51,0-آثارنا المنهوبة_24_p051_img005.png,,313.1,286.05
0-آثارنا المنهوبة_24_p052_84a39fff,0-آثارنا المنهوبة_24.pdf,52,0-آثارنا المنهوبة_24_p052_img005.png,,303.65,293.2
0-آثارنا المنهوبة_24_p053_b4c6b803,0-آثارنا المنهوبة_24.pdf,53,0-آثارنا المنهوبة_24_p053_img005.png,,309.27,273.17
0-آثارنا المنهوبة_24_p054_ea9d626c,0-آثارنا المنهوبة_24.pdf,54,0-آثارنا المنهوبة_24_p054_img005.png,,309.95,273.62
0-آثارنا المنهوبة_24_p055_6dae8273,0-آثارنا المنهوبة_24.pdf,55,0-آثارنا المنهوبة_24_p055_img005.png,,291.6,301.8
0-آثارنا المنهوبة_24_p056_a956c2c3,0-آثارنا المنهوبة_24.pdf,56,0-آثارنا المنهوبة_24_p056_img005.png,,296.72,287.3
0-آثارنا المنهوبة_24_p057_18ea6ebe,0-آثارنا المنهوبة_24.pdf,57,0-آثارنا المنهوبة_24_p057_img005.png,,307.62,255.97
0-آثارنا المنهوبة_24_p058_dd47286f,0-آثارنا المنهوبة_24.pdf,58,0-آثارنا المنهوبة_24_p058_img005.png,,286.14,265.97
0-آثارنا المنهوبة_24_p059_55febfe8,0-آثارنا المنهوبة_24.pdf,59,0-آثارنا المنهوبة_24_p059_img005.png,,297.4,268.27
0-آثارنا المنهوبة_24_p060_9e2334b5,0-آثارنا المنهوبة_24.pdf,60,0-آثارنا المنهوبة_24_p060_img005.png,,297.82,290.6
0-آثارنا المنهوبة_24_p061_2dcf7596,0-آثارنا المنهوبة_24.pdf,61,0-آثارنا المنهوبة_24_p061_img005.png,,299.2,292.47
0-آثارنا المنهوبة_24_p062_cdc80fe5,0-آثارنا المنهوبة_24.pdf,62,0-آثارنا المنهوبة_24_p062_img005.png,,306.15,260.1
0-آثارنا المنهوبة_24_p063_2586e3fe,0-آثارنا المنهوبة_24.pdf,63,0-آثارنا المنهوبة_24_p063_img005.png,,296.47,273.5
0-آثارنا المنهوبة_24_p064_c1e512dc,0-آثارنا المنهوبة_24.pdf,64,0-آثارنا المنهوبة_24_p064_img005.png,,325.47,285.37
0-آثارنا المنهوبة_24_p065_54b9f21c,0-آثارنا المنهوبة_24.pdf,65,0-آثارنا المنهوبة_24_p065_img005.png,,321.65,269.4
0-آثارنا المنهوبة_24_p066_e688f654,0-آثارنا المنهوبة_24.pdf,66,0-آثارنا المنهوبة_24_p066_img005.png,,296.65,281.05
0-آثارنا المنهوبة_24_p067_4d99a9e2,0-آثارنا المنهوبة_24.pdf,67,0-آثارنا المنهوبة_24_p067_img005.png,,302.82,278.87
0-آثارنا المنهوبة_24_p068_66e568c8,0-آثارنا المنهوبة_24.pdf,68,0-آثارنا المنهوبة_24_p068_img005.png,,314.3,274.72
0-آثارنا المنهوبة_24_p069_74273256,0-آثارنا المنهوبة_24.pdf,69,0-آثارنا المنهوبة_24_p069_img005.png,,301.32,297.77
0-آثارنا المنهوبة_24_p070_f55335e3,0-آثارنا المنهوبة_24.pdf,70,0-آثارنا المنهوبة_24_p070_img005.png,,303.5,292.75
0-آثارنا المنهوبة_24_p071_7101345d,0-آثارنا المنهوبة_24.pdf,71,0-آثارنا المنهوبة_24_p071_img005.png,,300.57,268.9
0-آثارنا المنهوبة_24_p072_aeb18ab2,0-آثارنا المنهوبة_24.pdf,72,0-آثارنا المنهوبة_24_p072_img005.png,,300.79,286.47
0-آثارنا المنهوبة_24_p073_928811d0,0-آثارنا المنهوبة_24.pdf,73,0-آثارنا المنهوبة_24_p073_img005.png,,311.69,303.15
0-آثارنا المنهوبة_24_p074_f73ad6df,0-آثارنا المنهوبة_24.pdf,74,0-آثارنا المنهوبة_24_p074_img005.png,,314.2,289.82
0-آثارنا المنهوبة_24_p075_ea657aa4,0-آثارنا المنهوبة_24.pdf,75,0-آثارنا المنهوبة_24_p075_img005.png,,325.32,296.15
0-آثارنا المنهوبة_24_p076_60540fde,0-آثارنا المنهوبة_24.pdf,76,0-آثارنا المنهوبة_24_p076_img005.png,,307.9,297.62
0-آثارنا المنهوبة_24_p077_cb7bc278,0-آثارنا المنهوبة_24.pdf,77,0-آثارنا المنهوبة_24_p077_img005.png,,308.04,261.07
0-آثارنا المنهوبة_24_p078_7f7d3734,0-آثارنا المنهوبة_24.pdf,78,0-آثارنا المنهوبة_24_p078_img005.png,,295.5,275.22
0-آثارنا المنهوبة_24_p079_bae3b2f2,0-آثارنا المنهوبة_24.pdf,79,0-آثارنا المنهوبة_24_p079_img005.png,,293.77,296.45
0-آثارنا المنهوبة_24_p080_3f6ea7cc,0-آثارنا المنهوبة_24.pdf,80,0-آثارنا المنهوبة_24_p080_img005.png,,319.0,306.25
0-آثارنا المنهوبة_24_p081_95a54da8,0-آثارنا المنهوبة_24.pdf,81,0-آثارنا المنهوبة_24_p081_img005.png,,311.25,271.72
0-آثارنا المنهوبة_24_p082_f4514b05,0-آثارنا المنهوبة_24.pdf,82,0-آثارنا المنهوبة_24_p082_img005.png,,296.99,307.22
0-آثارنا المنهوبة_24_p083_3170d05f,0-آثارنا المنهوبة_24.pdf,83,0-آثارنا المنهوبة_24_p083_img005.png,,305.44,252.27
0-آثارنا المنهوبة_24_p084_59d6578f,0-آثارنا المنهوبة_24.pdf,84,0-آثارنا المنهوبة_24_p084_img005.png,,328.69,267.35
31-آثارنا المنهوبة_31_p002_86aafcec,31-آثارنا المنهوبة_31.pdf,2,31-آثارنا المنهوبة_31_p002_img002.png,,290.59,292.9
31-آثارنا المنهوبة_31_p003_29c5ae2a,31-آثارنا المنهوبة_31.pdf,3,31-آثارنا المنهوبة_31_p003_img002.png,,290.61,292.92
31-آثارنا المنهوبة_31_p004_c8d52ea6,31-آثارنا المنهوبة_31.pdf,4,31-آثارنا المنهوبة_31_p004_img002.png,,290.61,292.92
31-آثارنا المنهوبة_31_p005_2d74b8be,31-آثارنا المنهوبة_31.pdf,5,31-آثارنا المنهوبة_31_p005_img002.png,,290.65,292.94
31-آثارنا المنهوبة_31_p006_56cb6e06,31-آثارنا المنهوبة_31.pdf,6,31-آثارنا المنهوبة_31_p006_img002.png,,290.72,292.85
31-آثارنا المنهوبة_31_p007_518f511e,31-آثارنا المنهوبة_31.pdf,7,31-آثارنا المنهوبة_31_p007_img002.png,,290.65,292.9
31-آثارنا المنهوبة_31_p008_d07d17df,31-آثارنا المنهوبة_31.pdf,8,31-آثارنا المنهوبة_31_p008_img002.png,,290.67,292.9
31-آثارنا المنهوبة_31_p009_5d598bbd,31-آثارنا المنهوبة_31.pdf,9,31-آثارنا المنهوبة_31_p009_img002.png,,290.66,292.87
31-آثارنا المنهوبة_31_p010_26086da7,31-آثارنا المنهوبة_31.pdf,10,31-آثارنا المنهوبة_31_p010_img002.png,,290.7,292.82
31-آثارنا المنهوبة_31_p011_4c06705e,31-آثارنا المنهوبة_31.pdf,11,31-آثارنا المنهوبة_31_p011_img002.png,,290.66,292.86
31-آثارنا المنهوبة_31_p012_36e90747,31-آثارنا المنهوبة_31.pdf,12,31-آثارنا المنهوبة_31_p012_img002.png,,290.69,292.83
31-آثارنا المنهوبة_31_p013_2f2416a9,31-آثارنا المنهوبة_31.pdf,13,31-آثارنا المنهوبة_31_p013_img002.png,,290.67,292.83
31-آثارنا المنهوبة_31_p014_e0f6de98,31-آثارنا المنهوبة_31.pdf,14,31-آثارنا المنهوبة_31_p014_img003.png,,290.63,292.9
31-آثارنا المنهوبة_31_p015_c0b28629,31-آثارنا المنهوبة_31.pdf,15,31-آثارنا المنهوبة_31_p015_img003.png,,290.65,292.84
31-آثارنا المنهوبة_31_p016_f4871bc9,31-آثارنا المنهوبة_31.pdf,16,31-آثارنا المنهوبة_31_p016_img003.png,,290.62,292.83
31-آثارنا المنهوبة_31_p017_aa106c3f,31-آثارنا المنهوبة_31.pdf,17,31-آثارنا المنهوبة_31_p017_img003.png,,290.62,292.85
31-آثارنا المنهوبة_31_p018_b1646d5e,31-آثارنا المنهوبة_31.pdf,18,31-آثارنا المنهوبة_31_p018_img003.png,,290.69,292.83
31-آثارنا المنهوبة_31_p019_92190aac,31-آثارنا المنهوبة_31.pdf,19,31-آثارنا المنهوبة_31_p019_img003.png,,290.66,292.85
31-آثارنا المنهوبة_31_p020_7366c680,31-آثارنا المنهوبة_31.pdf,20,31-آثارنا المنهوبة_31_p020_img003.png,,290.65,292.91
31-آثارنا المنهوبة_31_p021_4561609d,31-آثارنا المنهوبة_31.pdf,21,31-آثارنا المنهوبة_31_p021_img003.png,,290.66,292.85
31-آثارنا المنهوبة_31_p022_02bfec92,31-آثارنا المنهوبة_31.pdf,22,31-آثارنا المنهوبة_31_p022_img003.png,,290.6,292.83
31-آثارنا المنهوبة_31_p023_42ffe533,31-آثارنا المنهوبة_31.pdf,23,31-آثارنا المنهوبة_31_p023_img003.png,,290.67,292.88
31-آثارنا المنهوبة_31_p024_3c4c4c31,31-آثارنا المنهوبة_31.pdf,24,31-آثارنا المنهوبة_31_p024_img003.png,,290.7,292.88
31-آثارنا المنهوبة_31_p025_a27af77d,31-آثارنا المنهوبة_31.pdf,25,31-آثارنا المنهوبة_31_p025_img003.png,,290.64,292.87
31-آثارنا المنهوبة_31_p026_d235d123,31-آثارنا المنهوبة_31.pdf,26,31-آثارنا المنهوبة_31_p026_img002.png,,290.62,292.85
31-آثارنا المنهوبة_31_p027_10b82af4,31-آثارنا المنهوبة_31.pdf,27,31-آثارنا المنهوبة_31_p027_img003.png,,290.65,292.88
31-آثارنا المنهوبة_31_p028_dd1df250,31-آثارنا المنهوبة_31.pdf,28,31-آثارنا المنهوبة_31_p028_img001.png,,290.65,292.83
31-آثارنا المنهوبة_31_p029_46c1dbc3,31-آثارنا المنهوبة_31.pdf,29,31-آثارنا المنهوبة_31_p029_img001.png,,290.65,292.88
31-آثارنا المنهوبة_31_p030_267a9cea,31-آثارنا المنهوبة_31.pdf,30,31-آثارنا المنهوبة_31_p030_img001.png,,290.66,292.88
31-آثارنا المنهوبة_31_p031_28432a4b,31-آثارنا المنهوبة_31.pdf,31,31-آثارنا المنهوبة_31_p031_img001.png,,290.68,292.86
31-آثارنا المنهوبة_31_p032_371c7b9e,31-آثارنا المنهوبة_31.pdf,32,31-آثارنا المنهوبة_31_p032_img001.png,,290.68,292.9
31-آثارنا المنهوبة_31_p033_b5dd6f23,31-آثارنا المنهوبة_31.pdf,33,31-آثارنا المنهوبة_31_p033_img001.png,,290.62,292.86
31-آثارنا المنهوبة_31_p034_3181947f,31-آثارنا المنهوبة_31.pdf,34,31-آثارنا المنهوبة_31_p034_img001.png,,290.65,292.87
31-آثارنا المنهوبة_31_p035_52be4054,31-آثارنا المنهوبة_31.pdf,35,31-آثارنا المنهوبة_31_p035_img001.png,,290.65,292.9
31-آثارنا المنهوبة_31_p036_224b2bc3,31-آثارنا المنهوبة_31.pdf,36,31-آثارنا المنهوبة_31_p036_img001.png,,290.66,292.85
31-آثارنا المنهوبة_31_p037_20e4ce58,31-آثارنا المنهوبة_31.pdf,37,31-آثارنا المنهوبة_31_p037_img002.png,,290.77,292.8
31-آثارنا المنهوبة_31_p038_c209f0d6,31-آثارنا المنهوبة_31.pdf,38,31-آثارنا المنهوبة_31_p038_img002.png,,290.65,292.92
31-آثارنا المنهوبة_31_p039_a2395d3d,31-آثارنا المنهوبة_31.pdf,39,31-آثارنا المنهوبة_31_p039_img002.png,,290.65,292.86
0-آثارنا المنهوبة_19_p001_294d6b2d,0-آثارنا المنهوبة_19.pdf,1,0-آثارنا المنهوبة_19_p001_img005.png,,283.95,355.09
0-آثارنا المنهوبة_19_p002_ccd82731,0-آثارنا المنهوبة_19.pdf,2,0-آثارنا المنهوبة_19_p002_img005.png,,283.95,303.45
0-آثارنا المنهوبة_19_p003_68d33d52,0-آثارنا المنهوبة_19.pdf,3,0-آثارنا المنهوبة_19_p003_img005.png,,297.28,308.72
0-آثارنا المنهوبة_19_p004_5e2dc892,0-آثارنا المنهوبة_19.pdf,4,0-آثارنا المنهوبة_19_p004_img005.png,,297.28,334.95
0-آثارنا المنهوبة_19_p005_bc5c1fc3,0-آثارنا المنهوبة_19.pdf,5,0-آثارنا المنهوبة_19_p005_img005.png,,297.09,288.55
0-آثارنا المنهوبة_19_p006_55714451,0-آثارنا المنهوبة_19.pdf,6,0-آثارنا المنهوبة_19_p006_img005.png,,296.97,358.64
0-آثارنا المنهوبة_19_p007_67eaeef1,0-آثارنا المنهوبة_19.pdf,7,0-آثارنا المنهوبة_19_p007_img005.png,,297.28,322.6
0-آثارنا المنهوبة_19_p008_3f1052df,0-آثارنا المنهوبة_19.pdf,8,0-آثارنا المنهوبة_19_p008_img005.png,,297.28,328.65
0-آثارنا المنهوبة_19_p009_7128eb36,0-آثارنا المنهوبة_19.pdf,9,0-آثارنا المنهوبة_19_p009_img005.png,,297.27,348.38
0-آثارنا المنهوبة_19_p010_da2683d3,0-آثارنا المنهوبة_19.pdf,10,0-آثارنا المنهوبة_19_p010_img005.png,,297.27,335.32
0-آثارنا المنهوبة_19_p011_4163a650,0-آثارنا المنهوبة_19.pdf,11,0-آثارنا المنهوبة_19_p011_img005.png,,297.27,351.6
0-آثارنا المنهوبة_19_p012_b1c2d8a1,0-آثارنا المنهوبة_19.pdf,12,0-آثارنا المنهوبة_19_p012_img005.png,,297.27,301.45
0-آثارنا المنهوبة_19_p013_9c466c62,0-آثارنا المنهوبة_19.pdf,13,0-آثارنا المنهوبة_19_p013_img005.png,,297.27,346.77
0-آثارنا المنهوبة_19_p014_2fe35087,0-آثارنا المنهوبة_19.pdf,14,0-آثارنا المنهوبة_19_p014_img005.png,,297.27,360.27
0-آثارنا المنهوبة_19_p015_b99ecd9b,0-آثارنا المنهوبة_19.pdf,15,0-آثارنا المنهوبة_19_p015_img005.png,,297.27,301.45
0-آثارنا المنهوبة_19_p016_f1c14395,0-آثارنا المنهوبة_19.pdf,16,0-آثارنا المنهوبة_19_p016_img005.png,,297.28,330.38
0-آثارنا المنهوبة_19_p017_05fc108b,0-آثارنا المنهوبة_19.pdf,17,0-آثارنا المنهوبة_19_p017_img005.png,,297.27,291.75
0-آثارنا المنهوبة_19_p018_67d766c0,0-آثارنا المنهوبة_19.pdf,18,0-آثارنا المنهوبة_19_p018_img005.png,,297.28,300.5
0-آثارنا المنهوبة_19_p019_233280a4,0-آثارنا المنهوبة_19.pdf,19,0-آثارنا المنهوبة_19_p019_img005.png,,297.27,343.17
0-آثارنا المنهوبة_19_p020_651730f0,0-آثارنا المنهوبة_19.pdf,20,0-آثارنا المنهوبة_19_p020_img005.png,,297.27,337.3
0-آثارنا المنهوبة_19_p021_e390ce45,0-آثارنا المنهوبة_19.pdf,21,0-آثارنا المنهوبة_19_p021_img005.png,,297.28,270.4
0-آثارنا المنهوبة_19_p022_326f8fc1,0-آثارنا المنهوبة_19.pdf,22,0-آثارنا المنهوبة_19_p022_img005.png,,297.27,379.86
0-آثارنا المنهوبة_19_p023_faae9bc7,0-آثارنا المنهوبة_19.pdf,23,0-آثارنا المنهوبة_19_p023_img005.png,,297.27,339.16
0-آثارنا المنهوبة_19_p024_b2b6dbc2,0-آثارنا المنهوبة_19.pdf,24,0-آثارنا المنهوبة_19_p024_img005.png,,297.27,324.15
0-آثارنا المنهوبة_19_p025_1f5cf1a6,0-آثارنا المنهوبة_19.pdf,25,0-آثارنا المنهوبة_19_p025_img005.png,,297.28,349.96
0-آثارنا المنهوبة_19_p026_c8fa5e2c,0-آثارنا المنهوبة_19.pdf,26,0-آثارنا المنهوبة_19_p026_img005.png,,297.28,346.6
0-آثارنا المنهوبة_19_p027_9cd828cf,0-آثارنا المنهوبة_19.pdf,27,0-آثارنا المنهوبة_19_p027_img005.png,,297.27,343.57
0-آثارنا المنهوبة_19_p028_9666997a,0-آثارنا المنهوبة_19.pdf,28,0-آثارنا المنهوبة_19_p028_img005.png,,297.02,304.64
0-آثارنا المنهوبة_19_p029_495dd84b,0-آثارنا المنهوبة_19.pdf,29,0-آثارنا المنهوبة_19_p029_img005.png,,297.27,365.71
0-آثارنا المنهوبة_19_p030_6c5f64eb,0-آثارنا المنهوبة_19.pdf,30,0-آثارنا المنهوبة_19_p030_img005.png,,297.27,364.28
0-آثارنا المنهوبة_19_p031_730dfa3d,0-آثارنا المنهوبة_19.pdf,31,0-آثارنا المنهوبة_19_p031_img005.png,,297.35,367.08
0-آثارنا المنهوبة_19_p032_93ced4b7,0-آثارنا المنهوبة_19.pdf,32,0-آثارنا المنهوبة_19_p032_img005.png,,297.27,343.17
0-آثارنا المنهوبة_19_p033_5f3b7707,0-آثارنا المنهوبة_19.pdf,33,0-آثارنا المنهوبة_19_p033_img005.png,,297.28,351.4
0-آثارنا المنهوبة_19_p034_24273a1d,0-آثارنا المنهوبة_19.pdf,34,0-آثارنا المنهوبة_19_p034_img005.png,,297.45,322.15
0-آثارنا المنهوبة_19_p035_bf482bed,0-آثارنا المنهوبة_19.pdf,35,0-آثارنا المنهوبة_19_p035_img005.png,,297.27,341.57
0-آثارنا المنهوبة_19_p036_988bc432,0-آثارنا المنهوبة_19.pdf,36,0-آثارنا المنهوبة_19_p036_img005.png,,297.28,295.48
0-آثارنا المنهوبة_19_p037_69095412,0-آثارنا المنهوبة_19.pdf,37,0-آثارنا المنهوبة_19_p037_img005.png,,297.28,302.1
0-آثارنا المنهوبة_19_p038_693823ed,0-آثارنا المنهوبة_19.pdf,38,0-آثارنا المنهوبة_19_p038_img005.png,,297.27,313.85
0-آثارنا المنهوبة_19_p039_6d43cebc,0-آثارنا المنهوبة_19.pdf,39,0-آثارنا المنهوبة_19_p039_img005.png,,284.08,302.88
0-آثارنا المنهوبة_19_p040_beb81773,0-آثارنا المنهوبة_19.pdf,40,0-آثارنا المنهوبة_19_p040_img005.png,,297.28,334.99
0-آثارنا المنهوبة_19_p041_da78d310,0-آثارنا المنهوبة_19.pdf,41,0-آثارنا المنهوبة_19_p041_img005.png,,283.98,295.76
0-آثارنا المنهوبة_19_p042_99ed724d,0-آثارنا المنهوبة_19.pdf,42,0-آثارنا المنهوبة_19_p042_img005.png,,297.28,307.25
0-آثارنا المنهوبة_19_p043_0cdc9c57,0-آثارنا المنهوبة_19.pdf,43,0-آثارنا المنهوبة_19_p043_img005.png,,297.27,330.61
0-آثارنا المنهوبة_19_p044_3b8ce08e,0-آثارنا المنهوبة_19.pdf,44,0-آثارنا المنهوبة_19_p044_img005.png,,284.08,338.96
0-آثارنا المنهوبة_19_p045_95cc1d3d,0-آثارنا المنهوبة_19.pdf,45,0-آثارنا المنهوبة_19_p045_img005.png,,297.27,335.76
0-آثارنا المنهوبة_19_p046_943d9d71,0-آثارنا المنهوبة_19.pdf,46,0-آثارنا المنهوبة_19_p046_img005.png,,297.27,302.3
0-آثارنا المنهوبة_19_p047_44ef61e8,0-آثارنا المنهوبة_19.pdf,47,0-آثارنا المنهوبة_19_p047_img005.png,,297.27,297.15
0-آثارنا المنهوبة_19_p048_b5246a2e,0-آثارنا المنهوبة_19.pdf,48,0-آثارنا المنهوبة_19_p048_img005.png,,297.28,307.95
0-آثارنا المنهوبة_19_p049_bf549fbd,0-آثارنا المنهوبة_19.pdf,49,0-آثارنا المنهوبة_19_p049_img005.png,,284.08,300.75
0-آثارنا المنهوبة_19_p050_7c5f056c,0-آثارنا المنهوبة_19.pdf,50,0-آثارنا المنهوبة_19_p050_img005.png,,297.28,333.89
0-آثارنا المنهوبة_3_p001_42fde02a,0-آثارنا المنهوبة_3.pdf,1,0-آثارنا المنهوبة_3_p001_img005.png,,141.03,227.06
0-آثارنا المنهوبة_3_p001_a0a4574c,0-آثارنا المنهوبة_3.pdf,1,0-آثارنا المنهوبة_3_p001_img004.png,,153.75,675.22
0-آثارنا المنهوبة_3_p001_618d8aa0,0-آثارنا المنهوبة_3.pdf,1,0-آثارنا المنهوبة_3_p001_img003.png,,140.3,470.12
0-آثارنا المنهوبة_3_p002_d12a04b2,0-آثارنا المنهوبة_3.pdf,2,0-آثارنا المنهوبة_3_p002_img003.png,,170.62,234.58
0-آثارنا المنهوبة_3_p002_1a5f1c12,0-آثارنا المنهوبة_3.pdf,2,0-آثارنا المنهوبة_3_p002_img005.png,,165.52,459.6
0-آثارنا المنهوبة_3_p002_915f506a,0-آثارنا المنهوبة_3.pdf,2,0-آثارنا المنهوبة_3_p002_img006.png,,143.5,627.57
0-آثارنا المنهوبة_3_p003_38bfbdc5,0-آثارنا المنهوبة_3.pdf,3,0-آثارنا المنهوبة_3_p003_img005.png,,168.64,253.57
0-آثارنا المنهوبة_3_p003_848be7f7,0-آثارنا المنهوبة_3.pdf,3,0-آثارنا المنهوبة_3_p003_img003.png,,160.2,485.62
0-آثارنا المنهوبة_3_p003_cf5bca02,0-آثارنا المنهوبة_3.pdf,3,0-آثارنا المنهوبة_3_p003_img004.png,,189.23,687.6
0-آثارنا المنهوبة_3_p004_5ef6ffd7,0-آثارنا المنهوبة_3.pdf,4,0-آثارنا المنهوبة_3_p004_img003.png,,177.4,233.05
0-آثارنا المنهوبة_3_p004_6795d5f6,0-آثارنا المنهوبة_3.pdf,4,0-آثارنا المنهوبة_3_p004_img004.png,,178.43,673.97
0-آثارنا المنهوبة_3_p004_5116fbcb,0-آثارنا المنهوبة_3.pdf,4,0-آثارنا المنهوبة_3_p004_img005.png,,173.38,449.57
