artifact_id;lien_ok;text_for_matching;text_for_matching_web;web_text_len
0-آثارنا المنهوبة_19_p037_69095412;https://n9.cl/45z74;7  18 1.95 Ebay An old Yemeni coin. An unclearly old Yemeni coin, where she suffers from obliteration and mutilation with both faces, has not been able to find out what their contents are. Silver. The first century before the miles - the first century. 18 mm, 1.95 g Ebay Too bad.;Whether you're sharing links on social media, in marketing campaigns, or elsewhere, these tools can help you manage and track your links more effectively while maintaining the trust of your users. Benefits of Using a URL Shortener with HTTPS Security: With HTTPS, any data transmitted through the shortened URL is encrypted, providing an additional layer of security for your users. How to Use n9.cl for URL Shortening To shorten a URL with n9.cl , simply paste your long URL into the input box on their website, and the tool will generate a shorter version for you. A URL (Uniform Resource Locator) is the address of a specific webpage or resource on the internet, while a link is a reference to that URL embedded in text, images, or other content. Analytics: Both n9.cl offer detailed analytics, allowing you to track clicks, geographical data, and other important metrics to optimize your marketing strategies. Conclusion Using a URL shortener with HTTPS, such as n9.cl , provides numerous benefits, including enhanced security, detailed analytics, and improved SEO. Branding: Customize your shortened URLs to reflect your brand, making them more memorable and reinforcing your brand identity across platforms. It encrypts data between your browser and the server, ensuring that sensitive information cannot be intercepted or tampered with by attackers.;1356
0-آثارنا المنهوبة_19_p038_693823ed;https://n9.cl/45z74;8 14 0.99 Ebay An old Yemeni coin. An old Yemeni coin, on one face, which seems to be the manifestation of the owl's indiscretion, while the other is likely to have a human face. Metal. First century AD 14 mm, 0.99 g;Whether you're sharing links on social media, in marketing campaigns, or elsewhere, these tools can help you manage and track your links more effectively while maintaining the trust of your users. Benefits of Using a URL Shortener with HTTPS Security: With HTTPS, any data transmitted through the shortened URL is encrypted, providing an additional layer of security for your users. How to Use n9.cl for URL Shortening To shorten a URL with n9.cl , simply paste your long URL into the input box on their website, and the tool will generate a shorter version for you. A URL (Uniform Resource Locator) is the address of a specific webpage or resource on the internet, while a link is a reference to that URL embedded in text, images, or other content. Analytics: Both n9.cl offer detailed analytics, allowing you to track clicks, geographical data, and other important metrics to optimize your marketing strategies. Conclusion Using a URL shortener with HTTPS, such as n9.cl , provides numerous benefits, including enhanced security, detailed analytics, and improved SEO. Branding: Customize your shortened URLs to reflect your brand, making them more memorable and reinforcing your brand identity across platforms. It encrypts data between your browser and the server, ensuring that sensitive information cannot be intercepted or tampered with by attackers.;1356
0-آثارنا المنهوبة_19_p039_6d43cebc;https://n9.cl/45z74;9 [... ...]  16 1.66 Ebay - 16 1.66 Ebay An old Yemeni coin. An old Yemeni coin, congregated, with one face as an expression of a human face and with a bunch of letters of the phalange [... r, y, d, n,] the other face also shows a reflection of a human face and with a glue in the;Whether you're sharing links on social media, in marketing campaigns, or elsewhere, these tools can help you manage and track your links more effectively while maintaining the trust of your users. Benefits of Using a URL Shortener with HTTPS Security: With HTTPS, any data transmitted through the shortened URL is encrypted, providing an additional layer of security for your users. How to Use n9.cl for URL Shortening To shorten a URL with n9.cl , simply paste your long URL into the input box on their website, and the tool will generate a shorter version for you. A URL (Uniform Resource Locator) is the address of a specific webpage or resource on the internet, while a link is a reference to that URL embedded in text, images, or other content. Analytics: Both n9.cl offer detailed analytics, allowing you to track clicks, geographical data, and other important metrics to optimize your marketing strategies. Conclusion Using a URL shortener with HTTPS, such as n9.cl , provides numerous benefits, including enhanced security, detailed analytics, and improved SEO. Branding: Customize your shortened URLs to reflect your brand, making them more memorable and reinforcing your brand identity across platforms. It encrypts data between your browser and the server, ensuring that sensitive information cannot be intercepted or tampered with by attackers.;1356
0-آثارنا المنهوبة_19_p040_beb81773;https://n9.cl/45z74;0 - 12 2.47 Ebay An old Yemeni coin. An old Yemeni coin, on one face, is a reflection of the owl bird, with some inexplicable insignia, while the other face is a reflection of a human face. Silver. Late 4th century, mid-second century, before the miles. 12 mm, 2.47 g;Whether you're sharing links on social media, in marketing campaigns, or elsewhere, these tools can help you manage and track your links more effectively while maintaining the trust of your users. Benefits of Using a URL Shortener with HTTPS Security: With HTTPS, any data transmitted through the shortened URL is encrypted, providing an additional layer of security for your users. How to Use n9.cl for URL Shortening To shorten a URL with n9.cl , simply paste your long URL into the input box on their website, and the tool will generate a shorter version for you. A URL (Uniform Resource Locator) is the address of a specific webpage or resource on the internet, while a link is a reference to that URL embedded in text, images, or other content. Analytics: Both n9.cl offer detailed analytics, allowing you to track clicks, geographical data, and other important metrics to optimize your marketing strategies. Conclusion Using a URL shortener with HTTPS, such as n9.cl , provides numerous benefits, including enhanced security, detailed analytics, and improved SEO. Branding: Customize your shortened URLs to reflect your brand, making them more memorable and reinforcing your brand identity across platforms. It encrypts data between your browser and the server, ensuring that sensitive information cannot be intercepted or tampered with by attackers.;1356
0-آثارنا المنهوبة_19_p041_da78d310;https://n9.cl/45z74;1 [... ...]  14 1.30 Ebay - 14 1.30 Ebay An old Yemeni coin.;Whether you're sharing links on social media, in marketing campaigns, or elsewhere, these tools can help you manage and track your links more effectively while maintaining the trust of your users. Benefits of Using a URL Shortener with HTTPS Security: With HTTPS, any data transmitted through the shortened URL is encrypted, providing an additional layer of security for your users. How to Use n9.cl for URL Shortening To shorten a URL with n9.cl , simply paste your long URL into the input box on their website, and the tool will generate a shorter version for you. A URL (Uniform Resource Locator) is the address of a specific webpage or resource on the internet, while a link is a reference to that URL embedded in text, images, or other content. Analytics: Both n9.cl offer detailed analytics, allowing you to track clicks, geographical data, and other important metrics to optimize your marketing strategies. Conclusion Using a URL shortener with HTTPS, such as n9.cl , provides numerous benefits, including enhanced security, detailed analytics, and improved SEO. Branding: Customize your shortened URLs to reflect your brand, making them more memorable and reinforcing your brand identity across platforms. It encrypts data between your browser and the server, ensuring that sensitive information cannot be intercepted or tampered with by attackers.;1356
0-آثارنا المنهوبة_19_p042_99ed724d;https://n9.cl/45z74;2 [... ...] . 175 15.4 / 1.84 ebay 175 15.4 / 1.84 ebay An old Yemeni coin. An old Yemeni coin, congregated, with one face as an expression of a human face and a bunch of letters of the citadel [... r, y, d, n,] and the other face as a reflection of a human face, with a plethora of letters surrounded by a frame.;Whether you're sharing links on social media, in marketing campaigns, or elsewhere, these tools can help you manage and track your links more effectively while maintaining the trust of your users. Benefits of Using a URL Shortener with HTTPS Security: With HTTPS, any data transmitted through the shortened URL is encrypted, providing an additional layer of security for your users. How to Use n9.cl for URL Shortening To shorten a URL with n9.cl , simply paste your long URL into the input box on their website, and the tool will generate a shorter version for you. A URL (Uniform Resource Locator) is the address of a specific webpage or resource on the internet, while a link is a reference to that URL embedded in text, images, or other content. Analytics: Both n9.cl offer detailed analytics, allowing you to track clicks, geographical data, and other important metrics to optimize your marketing strategies. Conclusion Using a URL shortener with HTTPS, such as n9.cl , provides numerous benefits, including enhanced security, detailed analytics, and improved SEO. Branding: Customize your shortened URLs to reflect your brand, making them more memorable and reinforcing your brand identity across platforms. It encrypts data between your browser and the server, ensuring that sensitive information cannot be intercepted or tampered with by attackers.;1356
0-آثارنا المنهوبة_19_p043_0cdc9c57;https://n9.cl/45z74;3  8 0.61 Ebay An old Yemeni coin. An old Yemeni coin, on one face, which appears to be a reflection of the owl bird and with some indiscretionary insignia, while the other face appears to contain an expression of a human face. Metal. Late 4th century, mid-second century, before the miles. 8 mm, 0.61 g;Whether you're sharing links on social media, in marketing campaigns, or elsewhere, these tools can help you manage and track your links more effectively while maintaining the trust of your users. Benefits of Using a URL Shortener with HTTPS Security: With HTTPS, any data transmitted through the shortened URL is encrypted, providing an additional layer of security for your users. How to Use n9.cl for URL Shortening To shorten a URL with n9.cl , simply paste your long URL into the input box on their website, and the tool will generate a shorter version for you. A URL (Uniform Resource Locator) is the address of a specific webpage or resource on the internet, while a link is a reference to that URL embedded in text, images, or other content. Analytics: Both n9.cl offer detailed analytics, allowing you to track clicks, geographical data, and other important metrics to optimize your marketing strategies. Conclusion Using a URL shortener with HTTPS, such as n9.cl , provides numerous benefits, including enhanced security, detailed analytics, and improved SEO. Branding: Customize your shortened URLs to reflect your brand, making them more memorable and reinforcing your brand identity across platforms. It encrypts data between your browser and the server, ensuring that sensitive information cannot be intercepted or tampered with by attackers.;1356
0-آثارنا المنهوبة_19_p044_3b8ce08e;https://n9.cl/45z74;4 - 8 0.54 Ebay An old Yemeni coin. An old Yemeni coin, on one face, is an expression of the owl bird, and by the side are some indiscretions, but the other face contains an expression of a human face, and on the cheek is a noon with a pad. Metal. Late 4th century, mid-second century, before the miles. 8 mm, 0.54 g;Whether you're sharing links on social media, in marketing campaigns, or elsewhere, these tools can help you manage and track your links more effectively while maintaining the trust of your users. Benefits of Using a URL Shortener with HTTPS Security: With HTTPS, any data transmitted through the shortened URL is encrypted, providing an additional layer of security for your users. How to Use n9.cl for URL Shortening To shorten a URL with n9.cl , simply paste your long URL into the input box on their website, and the tool will generate a shorter version for you. A URL (Uniform Resource Locator) is the address of a specific webpage or resource on the internet, while a link is a reference to that URL embedded in text, images, or other content. Analytics: Both n9.cl offer detailed analytics, allowing you to track clicks, geographical data, and other important metrics to optimize your marketing strategies. Conclusion Using a URL shortener with HTTPS, such as n9.cl , provides numerous benefits, including enhanced security, detailed analytics, and improved SEO. Branding: Customize your shortened URLs to reflect your brand, making them more memorable and reinforcing your brand identity across platforms. It encrypts data between your browser and the server, ensuring that sensitive information cannot be intercepted or tampered with by attackers.;1356
0-آثارنا المنهوبة_19_p045_95cc1d3d;https://n9.cl/45z74;5 - 7 0.48 Ebay An old Yemeni coin. An old Yemeni coin showing Greek influence, on one face, which appears to be an expression of the owl bird, along with some indiscretionary insignia, while the other appears to contain an expression of a human face. Metal. Late 4th century, mid-second century, before the miles. 7 mm, 0.48 g;Whether you're sharing links on social media, in marketing campaigns, or elsewhere, these tools can help you manage and track your links more effectively while maintaining the trust of your users. Benefits of Using a URL Shortener with HTTPS Security: With HTTPS, any data transmitted through the shortened URL is encrypted, providing an additional layer of security for your users. How to Use n9.cl for URL Shortening To shorten a URL with n9.cl , simply paste your long URL into the input box on their website, and the tool will generate a shorter version for you. A URL (Uniform Resource Locator) is the address of a specific webpage or resource on the internet, while a link is a reference to that URL embedded in text, images, or other content. Analytics: Both n9.cl offer detailed analytics, allowing you to track clicks, geographical data, and other important metrics to optimize your marketing strategies. Conclusion Using a URL shortener with HTTPS, such as n9.cl , provides numerous benefits, including enhanced security, detailed analytics, and improved SEO. Branding: Customize your shortened URLs to reflect your brand, making them more memorable and reinforcing your brand identity across platforms. It encrypts data between your browser and the server, ensuring that sensitive information cannot be intercepted or tampered with by attackers.;1356
0-آثارنا المنهوبة_19_p046_943d9d71;https://n9.cl/45z74;6 - 7 0.35 Ebay An old Yemeni coin. An old Yemeni coin, on one face, appears to be an expression of the owl bird, and the other has an expression of a human face on the nose cheek with a pad. Metal. Late 4th century, mid-second century, before the miles. 7 mm, 0.35 g;Whether you're sharing links on social media, in marketing campaigns, or elsewhere, these tools can help you manage and track your links more effectively while maintaining the trust of your users. Benefits of Using a URL Shortener with HTTPS Security: With HTTPS, any data transmitted through the shortened URL is encrypted, providing an additional layer of security for your users. How to Use n9.cl for URL Shortening To shorten a URL with n9.cl , simply paste your long URL into the input box on their website, and the tool will generate a shorter version for you. A URL (Uniform Resource Locator) is the address of a specific webpage or resource on the internet, while a link is a reference to that URL embedded in text, images, or other content. Analytics: Both n9.cl offer detailed analytics, allowing you to track clicks, geographical data, and other important metrics to optimize your marketing strategies. Conclusion Using a URL shortener with HTTPS, such as n9.cl , provides numerous benefits, including enhanced security, detailed analytics, and improved SEO. Branding: Customize your shortened URLs to reflect your brand, making them more memorable and reinforcing your brand identity across platforms. It encrypts data between your browser and the server, ensuring that sensitive information cannot be intercepted or tampered with by attackers.;1356
0-آثارنا المنهوبة_19_p047_44ef61e8;https://n9.cl/45z74;7  8 0.54 Ebay An old Yemeni coin. An old Yemeni coin, on one face, which appears to be a reflection of the owl bird and with some indiscretionary insignia, while the other face appears to contain an expression of a human face. Metal. Late 4th century, mid-second century, before the miles. 8 mm, 0.54 g;Whether you're sharing links on social media, in marketing campaigns, or elsewhere, these tools can help you manage and track your links more effectively while maintaining the trust of your users. Benefits of Using a URL Shortener with HTTPS Security: With HTTPS, any data transmitted through the shortened URL is encrypted, providing an additional layer of security for your users. How to Use n9.cl for URL Shortening To shorten a URL with n9.cl , simply paste your long URL into the input box on their website, and the tool will generate a shorter version for you. A URL (Uniform Resource Locator) is the address of a specific webpage or resource on the internet, while a link is a reference to that URL embedded in text, images, or other content. Analytics: Both n9.cl offer detailed analytics, allowing you to track clicks, geographical data, and other important metrics to optimize your marketing strategies. Conclusion Using a URL shortener with HTTPS, such as n9.cl , provides numerous benefits, including enhanced security, detailed analytics, and improved SEO. Branding: Customize your shortened URLs to reflect your brand, making them more memorable and reinforcing your brand identity across platforms. It encrypts data between your browser and the server, ensuring that sensitive information cannot be intercepted or tampered with by attackers.;1356
0-آثارنا المنهوبة_19_p048_b5246a2e;https://n9.cl/45z74;8  6 0.43 Ebay An old Yemeni coin. An old Yemeni coin, on one face, which appears to be an expression of the owl bird and with some inexplicable insignia, and the other face is likely to contain an expression of a human face. Metal. Late 4th century, mid-second century, before the miles. 6 millimeters;Whether you're sharing links on social media, in marketing campaigns, or elsewhere, these tools can help you manage and track your links more effectively while maintaining the trust of your users. Benefits of Using a URL Shortener with HTTPS Security: With HTTPS, any data transmitted through the shortened URL is encrypted, providing an additional layer of security for your users. How to Use n9.cl for URL Shortening To shorten a URL with n9.cl , simply paste your long URL into the input box on their website, and the tool will generate a shorter version for you. A URL (Uniform Resource Locator) is the address of a specific webpage or resource on the internet, while a link is a reference to that URL embedded in text, images, or other content. Analytics: Both n9.cl offer detailed analytics, allowing you to track clicks, geographical data, and other important metrics to optimize your marketing strategies. Conclusion Using a URL shortener with HTTPS, such as n9.cl , provides numerous benefits, including enhanced security, detailed analytics, and improved SEO. Branding: Customize your shortened URLs to reflect your brand, making them more memorable and reinforcing your brand identity across platforms. It encrypts data between your browser and the server, ensuring that sensitive information cannot be intercepted or tampered with by attackers.;1356
0-آثارنا المنهوبة_19_p049_bf549fbd;https://n9.cl/45z74;9 - 12 1.09 Ebay An old Yemeni coin. An old Yemeni coin, on one face, is an expression of the owl bird, on the other, it seems to have an expression of a human face. Metal. Late 4th century, mid-second century, before the miles. 12 mm, 1.09 g;Whether you're sharing links on social media, in marketing campaigns, or elsewhere, these tools can help you manage and track your links more effectively while maintaining the trust of your users. Benefits of Using a URL Shortener with HTTPS Security: With HTTPS, any data transmitted through the shortened URL is encrypted, providing an additional layer of security for your users. How to Use n9.cl for URL Shortening To shorten a URL with n9.cl , simply paste your long URL into the input box on their website, and the tool will generate a shorter version for you. A URL (Uniform Resource Locator) is the address of a specific webpage or resource on the internet, while a link is a reference to that URL embedded in text, images, or other content. Analytics: Both n9.cl offer detailed analytics, allowing you to track clicks, geographical data, and other important metrics to optimize your marketing strategies. Conclusion Using a URL shortener with HTTPS, such as n9.cl , provides numerous benefits, including enhanced security, detailed analytics, and improved SEO. Branding: Customize your shortened URLs to reflect your brand, making them more memorable and reinforcing your brand identity across platforms. It encrypts data between your browser and the server, ensuring that sensitive information cannot be intercepted or tampered with by attackers.;1356
0-آثارنا المنهوبة_19_p050_7c5f056c;https://n9.cl/45z74;0 - 8 0.52 ebay An old Yemeni coin. An old Yemeni coin, on one face, is an expression of the owl bird, and the other face seems to contain an expression of a human face. Metal. Late 4th century, mid-second century, before the miles. 8 mm, 0.52 g;Whether you're sharing links on social media, in marketing campaigns, or elsewhere, these tools can help you manage and track your links more effectively while maintaining the trust of your users. Benefits of Using a URL Shortener with HTTPS Security: With HTTPS, any data transmitted through the shortened URL is encrypted, providing an additional layer of security for your users. How to Use n9.cl for URL Shortening To shorten a URL with n9.cl , simply paste your long URL into the input box on their website, and the tool will generate a shorter version for you. A URL (Uniform Resource Locator) is the address of a specific webpage or resource on the internet, while a link is a reference to that URL embedded in text, images, or other content. Analytics: Both n9.cl offer detailed analytics, allowing you to track clicks, geographical data, and other important metrics to optimize your marketing strategies. Conclusion Using a URL shortener with HTTPS, such as n9.cl , provides numerous benefits, including enhanced security, detailed analytics, and improved SEO. Branding: Customize your shortened URLs to reflect your brand, making them more memorable and reinforcing your brand identity across platforms. It encrypts data between your browser and the server, ensuring that sensitive information cannot be intercepted or tampered with by attackers.;1356
0-آثارنا المنهوبة_23_p001_3b177a57;https://www.liveauctioneers.com/item/128168002_a-rabian-south-cm-14-inches-38-5-height-ibex-alabaster; 5 3/8 (14 ) LiveAuctioneers A statue of an oak. Marble. Around the first century AD. Altitude 5-3/8 &quot;;0
0-آثارنا المنهوبة_23_p002_1bd278fb;https://www.liveauctioneers.com/item/71610757_fine-male-bearded-head-arabian-south-alabaster; : . 5.6 × 9.375 ( 14.2 × 23.8 ) 10 (25.4 ) LiveAuctioneers A tombstone. Watch a man's tomb, with a clear face: eyes in the shape of almonds staring under high eyebrows, a thin nose above his lips, and rectangular ears, all over a full neck. There are holes in the spot along the upper lip, above the chin and along the jaw line that crosses the facial hair. Marble. First century BC to first century CD;;0
0-آثارنا المنهوبة_23_p003_a6f1b4cd;https://www.liveauctioneers.com/item/61645057_ancient-head-alabaster-arabian-south; . 23 × 14 LiveAuctioneers A tombstone. He saw a human tomb with a man's head from a marble stone, from which the face appeared with clear glimpses of a smashing straight nose, and two blind eyes, with two blind eyebrows above them, and a long neck stretching from the bottom. Marble. The first millennium before the Miles. 23 x 14 cm;;0
0-آثارنا المنهوبة_23_p004_09a953a0;https://www.liveauctioneers.com/item/68450711_south-arabian-1st-2nd-c-man-a-of-head-alabaster; MH 1990. 6.8 - 2 11/16 LiveAuctioneers A tombstone. He saw a human grave from Albister Stone, what was a simple glimpse of the face with a piercing nose, and two eye-browed eyes engraved with a luze shape. The lips of the mouth were sculpted in a clear line to the outside and the face bearded. The ears were carved on a distinct side from the second or first century before the Miled found within the Swiss special group of Mr. MH, obtained prior to 1990. Marble. The second to the first century before the Miles. 6.8 cm high - 2 11/16 inches;;0
0-آثارنا المنهوبة_23_p005_f55e2a83;https://www.liveauctioneers.com/item/48996987_south-sabaean-arabian-goat-kid-a-figure-of-bronze; . 7.9 - 3 1/8 LiveAuctioneers The statue of the goat horn. A punctured bronze statue of a small goat with a clear face, eyes, mouth and ears showing prominently, also short spiral horns, short tail, very long legs returning to the first millennium before the Miled. Bronze. The first millennium before the Miles.;;0
0-آثارنا المنهوبة_23_p006_4e7522f7;https://www.liveauctioneers.com/item/46777615_western-south-asiatic-stele-inscribed-arabian; . 2000  11.2 40.5 (16 ) LiveAuctioneers A tombstone. A human tomb from Albister's stone, with a simple glimpse of the face with a bold nose, and two eyebrows engraved with a razor-shaped face, was carved out in a clear line. The second century goes back to the miles ahead. Buster. The second century before the miles. The second century. The miles. 11.2 kg, 40.5 cm (16 inches);;0
0-آثارنا المنهوبة_23_p007_885d7bea;https://www.liveauctioneers.com/item/47335605_western-south-asiatic-arabian-stele-figural;  26.5 3.6 (10 1/2 ) LiveAuctioneers A tombstone. He saw a human tomb from the marble stone, what a simple glimpse of the face with a piercing nose, and two eye-browed, blue-shaped eyes, and the lips of the mouth were carved into a clear line outside. Marble. The second century before the miles. The second century. The miles.;;0
0-آثارنا المنهوبة_23_p008_05b6255b;https://www.liveauctioneers.com/item/16311613_prehistoric-bust-alabaster-arabian;" . 7"" × 6"" LiveAuctioneers A bust. Part of a missing-head statue made of a marble stone from the south of the Arabian Peninsula was discovered without a head. It was found during archaeological excavations in the 1960s. Marble. Time 7"" × 6"" LiveAuctioneers No head.";;0
0-آثارنا المنهوبة_23_p009_b6a13d39;https://www.liveauctioneers.com/item/44222029_south-mortar-alabaster; . 6 × 6 LiveAuctioneers Avery's. A wall-walled empres is made up of twelve heads of acupuncture, with small spherical eyes and long horns curved back, and a long mouth stretching down. Marble. The 1st and 2nd centuries, the Miles. 6 times 6 centimeters. LiveAuctioneers;;0
0-آثارنا المنهوبة_23_p011_9d516878;https://www.liveauctioneers.com/item/13884378_near-south-eastern-figurine-bull-bronze-arabian;1   309 95 (3/4 ) LiveAuctioneers . A bull's statue of the Burns. The statue of the bull's animal is clearly salty of the bronze, whose head is raised up, standing on four legs on a rectangular base. It dates back to the eighth century before the Miled-Third Century. Bronze. 8th century before Miled - 3rd century 309 grams;;0
0-آثارنا المنهوبة_23_p012_328b6ba2;https://www.liveauctioneers.com/item/12454605_near-arabian-south-eastern-torc-silver;2 1985 18 7  LiveAuctioneers A bracelet. A silver bracelet, painted in the form of a connected swim beam, dating back to the 8th and 2nd century before the Miles, the British Art Market acquisitions purchased before 1985. Silver. 8th and 2nd century before the Miles. 18 grams, 7 cm (inch) LiveAuctioneers;;0
0-آثارنا المنهوبة_23_p013_6877be73;https://www.liveauctioneers.com/item/47394871_ancient-arabian-south-ad-cent-c1st-vase-pottery-yemen;3 Ex Herick Family Collection USA 1968. 9 1/8 × 6 1/2 LiveAuctioneers Ex Herick Family Collection USA 1968. A pottery vessel. A cavalry cone belonging to about the first century Mela Di is among the acquisitions of Ex Herick Family Collection USA in 1968. Crowd. About the first century, Mila Di. Size 9 1/8 &quot;;0
0-آثارنا المنهوبة_23_p014_242c6ad9;https://www.liveauctioneers.com/item/72824493_south-marble-arabian-inscription-translated-w-stele;4 . 18.5 × 18 ( 47 × 45.7 ) 18.25 ( 46.4 ) LiveAuctioneers . A inscription. A rectangular stone shaft, written in a regular drifter, consisting of eight lines carved in a prominent line. Marble. The first millennium before the Miles. 18.5 x 18 inches (high 47 x 45.7 cm);;0
0-آثارنا المنهوبة_23_p015_7d122071;https://www.liveauctioneers.com/item/88318862_translated-south-inscription-greek-stele-stone-arabian;5 . 1.9 × 7.1 × 10.35 (4.8 × 18 × 26.3 ) 10.9 (27.7 ) . 7.2 × 10.375 (18.3 × 26.4 ) 10.8 (27.4 ) LiveAuctioneers A tombstone. A grave of marble to the face of the human eyes of Luzitin and a small mouth carved in the shape of a thin line that bounds the bleached lips and the long nose in the form of a simple triangle, dating back to the end of the first millennium before the miles in the ruins of the southern Arabian island and is among the acquisitions of the California group. Jerry's Stone. The first millennium before the Miles. 1.9 m x 7.1 in length x 10.35 in width (4.8 in height x 18 cm x 26.3 cm);;0
0-آثارنا المنهوبة_23_p016_d34f10b0;https://www.liveauctioneers.com/item/71758428_huge-arabian-south-table-libation-alabaster;6 . 27.35 × 42.4 × 16.3 ( : 16.7 × 6.4 × 6.9 ) LiveAuctioneers Crabs table. A round table made of a huge plate of thick marble, carved on a slightly high rim table, in smooth and flat, square edges, and on one short side, a short bump of a prominent bull's head surrounded by four heads and onions. The bull's head contains a carving between its horns. Marble. First millennium BC;;0
0-آثارنا المنهوبة_23_p017_5355a7e9;https://www.liveauctioneers.com/item/47394586_ancient-south-sabean-c1st-cent-limestone-arabian-stele;7 . 7 1/4 × 3 7/4 LiveAuctioneers A tombstone. A limestone gravestone, which represents a human face with a long nose and the eyes of Lustin, saw one of its diners, while the other's vaccination lost the expression of an ancient limestone painting from the south of the Arabian peninsula, which dates back almost to the first century, in the holdings of the former Thomas Sidderlind farm, Portland Oregon, United States of America. Jerry's Stone. Around the first century AD. Height of 7 1/4 inches x 3 7/4 m;;0
0-آثارنا المنهوبة_23_p018_828f18b7;https://www.liveauctioneers.com/item/87920652_south-stamp-arabian-seal;8 , . 8.14 25 (1 ) LiveAuctioneers Stamp. A round-shaped bronze ring, on its surface, carved a side-face of a man in motion... returning to the first millennium before the Miles... and the ring was in the property of a London man, whose father had it in the '70s. Bronze. Late first millennium before the Miles. 8.14 grams, 25 mm (1 inch) LiveAuctioneers;;0
0-آثارنا المنهوبة_23_p019_6d3115bc;https://www.liveauctioneers.com/item/113639008_south-arabian-stele-head-alabaster;9 24 1/2 × 10 7/8 × 4 1/8  62.2 × 27.7 × 10.5 LiveAuctioneers A tombstone. He saw a grave of marble and marble to the face of the human eyes of Luzitin and the mouth of a small, bald lips and long nose in the form of a simple triangle dating back historically to the third oven before the Miles, within the tracks of the southern Arabian island. Marble. About the third century before the miles. 24 1/2 x 10 7/8 x 4 1/8 (inch) 62.2 x 27.7 x 10.5 cm LiveAuctioneers;;0
0-آثارنا المنهوبة_23_p020_7fb70004;https://www.liveauctioneers.com/item/121073520_south-arabian-yemen-from-head-alabaster;0 5 1/2 (14 ) LiveAuctioneers A tombstone. Watched a finely made and polished marble for the face of the eyes of the humans of Loztin and the mouth of a small lip of the boiled lips and a long nose belonging to the third oven before the Mild within the tracks of the south of the Arabian island. Marble. About the third century before the miles. 5 1/2 inches high (14 cm) LiveAuctioneers;;0
0-آثارنا المنهوبة_23_p021_2ef78b19;https://www.liveauctioneers.com/item/124710891_south-arabian-inscription-w-stele-funerary-limestone;1 . 3.25 × 7. LiveAuctioneers . 3.25 × 7. LiveAuctioneers . A tombstone. He saw a piercing of limestone, a line in the line of the damn line bearing the name of the witness, a prominent and polished face to the face of Adami, the eyes of Luzetin whose vaccination was removed, a small mouth and a long nose, belonging to the third oven of the BC in the southern part of the Arabian island, which may be octopus, dating back to the second century BC and which is among the acquisitions of the California group.;;0
0-آثارنا المنهوبة_23_p022_fd8a0a14;https://www.liveauctioneers.com/item/57693372_rare-arabian-south-sabaean-seal-scaraboid-gilded;2 0.8 × 0.4 ( 2 × 1 ) LiveAuctioneers A ring. A beer-shaped ring covers its surface with gold on both sides of the ring, written in the line, and returns to the first millennium before the Miles, which is among the acquisitions of the Caligornia Group. Gold. Late first millennium before the Miles. 0.8 x in 0.4 (inch height 2 x cm1) LiveAuctioneers;;0
0-آثارنا المنهوبة_23_p023_c1627aa0;https://www.liveauctioneers.com/item/15762183_a-stone-arabian-south-head-stele;3 . 14 × 7 LiveAuctioneers A tombstone. He saw a grave from the limestone to the face of a man, his eyes are two restaurants whose vaccination and face have been removed polished. Underneath the face is written with the name of the witness, the writing is sealed, and only the remains of the letters are left by time. Back to the late 2nd century B.C., a carving of a man, the face is placed next to the long neck and hair. Jerry's Stone. Late 2nd to 1st of the millennium before the Miles.;;0
0-آثارنا المنهوبة_23_p024_ffe01bb2;https://www.liveauctioneers.com/item/73258428_translatedsouth-funerary-stele-limestone-arabian;4 4.75 × 8.7 ( 12.1 × 22.1 ) 9.75 (24.8 ) LiveAuctioneers A tombstone. He saw a grave of limestone representing the face of the man of the eyes of Luzitin, Alaf Kani, and rectangled, and the face of him polished in the line of the trigger, representing the name of the witness returning to the third or second centuries before the miles, which is among the possessions of California. Jerry's Stone. The third century before the miles to the first century. Volume 4.75 &quot;;0
0-آثارنا المنهوبة_23_p025_0a657650;https://www.liveauctioneers.com/item/68726542_south-stone-arabian-stele;5 6.9 × 8.75 ( 17.5 × 22.2 ) 11.25 ( 28.6 ) LiveAuctioneers A tombstone. A limestone tomb witness representing the face of the eyeman Loztin in a certain way placed in the middle of the eyes a point representing the pupils, the nose, the straight, the face, the polished, the bottom of it, missing, returning to the first millennium before the miles. Jerry's Stone. The first millennium before the miles. 6.9 x 8.75 inches (17.5 x 22.2 cm);;0
0-آثارنا المنهوبة_23_p026_748c8649;https://www.liveauctioneers.com/item/62432104_large-arabian-south-jar-lidded-alabaster-qatabanian;6 . 5.25 × 7 ( 13.3 × 17.8 ) LiveAuctioneers Piece of marble stone. A funeral pot made of marble has a punctured cap and the handles on its side, and it has been used to preserve the aromatic material and the milk provided to the boat, probably from around the third century to the first before the miles, and it's part of California's collection. Marble. The 3rd century before the miles into the 1st century. 5.25 inches x 7 inches (13.3 cm x 17.8 cm) LiveAuctioneers;;0
