artifact_id,text_for_matching,text_for_matching_web,price,currency,description_short,description_long,description_col2
0-آثارنا المنهوبة_19_p014_2fe35087,"4 . 3 – 1 5 12 ANCIENT & ORIENTAL LOT – ART 16 LOT – ART 16 A camel statue. A statue of a camel of a clearly salted marble, with a prominent sleeve and an unclear head of salt standing on a rectangular base. Marble. Around the 3rd century, the first one before the miles.","Additional information Culture Ancient Greek Greek hellenistic rulers Alexander the Great Greek mythology Herakles, Zeus Metal Silver Region Near East (Western Asiatic), Southern Europe Related products Pouring Vessels Luristan Spouted Jar with Quadruped Handle £ 825.00 Hu Han Green-Glazed Vase with Relief Decoration £ 3,500.00 Ancient Appliqués & Protomes Medieval Gold Leaf Horse Appliqué Pair £ 650.00 Ancient Appliqués & Protomes Scythian Gold Mount £ 1,350.00 Customers also bought Drachm Selection of Alexander The Great Silver Drachms £ 195.00 Tetradrachm Ancient Greek Alexander the Great Silver Tetradrachm £ 750.00 Drachm Selection of Alexander the Great Silver Drachm Pendants £ 325.00 You may also like ..... Ancient Roman Coins Selection of City Commemorative Urbs Roma £ 55.00 Ancient Coins Silver Penny of King Henry III Selection £ 125.00 Ancient Coins Selection of Romano-Celtic Bronze Barbarous Radiates £ 25.00 Alexander the Great Silver Tetradrachm £ 1,570.00 Ancient Greek Alexander the Great Silver Tetradrachm £ 750.00 Rare Ancient Greek Alexander the Great Silver Tetradrachm £ 500.00 A very rare, posthumous Alexander the Great silver tetradrachm featuring the name and types of Alexander. Home » All Antiquities » Ancient Coins » Ancient Greek Coins » Tetradrachm » Rare Ancient Greek Alexander the Great Silver Tetradrachm Alexander the Great Silver Tetradrachm £ 1,570.00 Ancient Greek Alexander the Great Silver Tetradrachm £ 750.00 Rare Ancient Greek Alexander the Great Silver Tetradrachm £ 500.00 A very rare, posthumous Alexander the Great silver tetradrachm featuring the name and types of Alexander. Ancient Roman Coins Selection of City Commemorative Urbs Roma £ 55.00 Ancient Coins Silver Penny of King Henry III Selection £ 125.00 Ancient Coins Selection of Romano-Celtic Bronze Barbarous Radiates £ 25.00 The tetradrachm was Alexander’s silver stater, or standard denomination, with more of them minted than any other Alexander denomination. He wears the Nemean lion-skin headdress, one of Herakles typical attributes, which imbues the Greek ruler with divine qualities. The Greek inscription ΑΛΕΞΑΝ∆ΡΟΥ is written vertically to the right of the figure of Zeus. Unlike Alexander’s bronze coinage, which was largely used in local marketplaces, tetradrachm were international, imperial coins that were used in state transactions. The reverse of the coin depicts the Greek god Zeus, seated to the left on a throne, holding an eagle in his right hand and sceptre in his left.",500.00,£,"Coin, silver. Ancient Greek posthumous tetradrachm of Alexander the Great, featuring the name and types of Alexander. The obverse shows Alexander wearing the Nemean lion-skin headdress associated with Herakles; the reverse depicts Zeus seated left on a throne, holding an eagle and sceptre, with the inscription ΑΛΕΞΑΝΔΡΟΥ.","Coin, silver. Ancient Greek posthumous tetradrachm of Alexander the Great, attributed to the Hellenistic period and associated with the Near East (Western Asiatic) and Southern Europe. The tetradrachm was Alexander’s silver stater, or standard denomination, and was minted in greater numbers than any other Alexander denomination. The obverse depicts Alexander wearing the Nemean lion-skin headdress, one of Herakles’ typical attributes, and the reverse shows the Greek god Zeus seated to the left on a throne, holding an eagle in his right hand and a sceptre in his left. The Greek inscription ΑΛΕΞΑΝ∆ΡΟΥ is written vertically to the right of the figure of Zeus. The text describes the coin as a very rare, posthumous Alexander the Great silver tetradrachm featuring the name and types of Alexander.","Coin, silver, Ancient Greek, posthumous tetradrachm of Alexander the Great, from the Hellenistic period, attributed to the Near East or Southern Europe. The obverse shows Alexander wearing the Nemean lion-skin headdress, an attribute of Herakles, and the reverse depicts Zeus seated left on a throne, holding an eagle in his right hand and a sceptre in his left; the Greek inscription ΑΛΕΞΑΝΔΡΟΥ is placed vertically to the right of the figure of Zeus. The tetradrachm was Alexander’s standard silver denomination and was used as an international imperial coin in state transactions."
0-آثارنا المنهوبة_19_p020_651730f0,"0 120 ArtandAntiquities A human mud doll. A human mud doll, small with a clear head and an unclear body. Mud. Prehistorics. 120 millimeters high. ArtandAntiquities Very good.","Ancient Egyptian Shabti- Ancient Egyptian Amulets - Ancient Egyptian Pottery - Ancient Egyptian Scarabs - Ancient Egyptian Terracotta Within our Near Eastern Antiquities and Classical Antiquities sections the aim is to showcase mainly Ancient Pottery and Ancient Statuary . Ancient Egyptian Shabti- Ancient Egyptian Amulets - Ancient Egyptian Pottery - Ancient Egyptian Scarabs - Ancient Egyptian Terracotta Authentic antiquities that have carefully been vetted by us with over 30 years experience. Scroll through our galleries section and you find some Egyptian Shabtis, ancient Egyptian amulets and terracotta statues as well as Classical arts and Near Eastern antiquities. No parts of this website including text, photos may be reproduced or copied without prior consent and permission from artandantiquities.co.uk Art and Antiquities Welcome Welcome to Art and Antiquities, the home of genuine and provenanced Art and Antiquities. No parts of this website including text, photos may be reproduced or copied without prior consent and permission from artandantiquities.co.uk Art and Antiquities Previous Next Our latest additions We aim to showcase a variety of Artworks both for new collectors and rarer pieces as well! Within our galleries you will find primarily Ancient Egyptian Antiquities as this is our main passion and the private collectors that we partner with. You will find a selection of Antiquities from ancient Egypt, the Greek world and Near Eastern civilizations. Welcome Welcome to Art and Antiquities, the home of genuine and provenanced Art and Antiquities.",,,"Ancient Egyptian antiquities, including shabti, amulets, pottery, scarabs, and terracotta.","Ancient Egyptian antiquities in a range of object types, including shabti, amulets, pottery, scarabs, and terracotta. The source text describes these as part of a wider selection of authentic antiquities from ancient Egypt, the Greek world, and Near Eastern civilizations, with an emphasis on ancient pottery and ancient statuary. No individual object, material composition beyond the named categories, dimensions, date, or condition is provided.","Ancient Egyptian antiquities, including shabti, amulets, pottery, scarabs, and terracotta objects, described as authentic and provenanced, with the collection focused mainly on Ancient Egyptian, Classical, and Near Eastern antiquities."
0-آثارنا المنهوبة_19_p023_faae9bc7,"3 . 4 - 5 . 7.5 Bidspirit Animal hooves. A bouncer's pair of clear-cut bulls from the bronze, they have a prominent sculpture of rings in circular form. Bronze. Around the 4th - 5th century B.C.E. 7.5 centimeters high. Bidspirit Good.",Bidspirit - منصة إسرائيلية للمزادات عبر الإنترنت | المشاركة مجانية,,,,,No object type or material is provided in the source text; it only identifies Bidspirit as an Israeli online auction platform and states that participation is free.
0-آثارنا المنهوبة_19_p024_b2b6dbc2,"4 . 7 – 3 . 26.5 Bidspirit The statue of Lu'l. The front part has clear horns clinging to the back and the eyes are small, and it connects to the head a mass of the stone itself cubed, the back penalty of the statue is missing. Jerry's Stone. Around the 7th century 3 B.C.E. 26.5 cm high Bidspirit Good.",Bidspirit - منصة إسرائيلية للمزادات عبر الإنترنت | المشاركة مجانية,,,,,No object described; source text is a commercial auction platform notice and does not provide archaeological object information.
0-آثارنا المنهوبة_19_p025_1f5cf1a6,"5 3 - 2 10.5 Bidspirit A glass of metal. A bronze suffocating glass that covers the fat, a prominent sculpture written in the skeleton line that consists of four lines. Bronze. Around the 3rd - 2nd century. 10.5 centimeters high. Bidspirit Good.","בידספיריט ישראל - מכירות פומביות: תכשיטים, אמנות, עתיקות ועוד",,,"Auction platform listing for jewelry, art, antiques, and other items.","Auction platform listing for jewelry, art, antiques, and other items. The source text identifies the platform as BidSpirit Israel and indicates that it offers auctions in these categories, but provides no specific object description, material, typology, dimensions, period, or other technical details.",No object is described in the source text; it only contains a commercial heading for an auction site.
0-آثارنا المنهوبة_19_p026_c8fa5e2c,"6 1 14 Bidspirit A bust of a man. A bust of a guy from the bronze, clearly a hint, wearing a helmet on his head, what a clear-eyed face of Lozitan and a straight-eyed mouth to the side, with a shoulder-shaped probe like a maple ligament, the bottom of which is missing. Bronze. About the 1st century before the miles. 14 cm high. Bidspirit Bad.","בידספיריט ישראל - מכירות פומביות: תכשיטים, אמנות, עתיקות ועוד",,,"Auction platform reference for jewelry, art, antiques, and other items.","Auction platform reference for jewelry, art, antiques, and other items. The source text identifies BidSpirit Israel as an auction sales platform and lists general categories including jewelry, art, and antiques, but provides no specific object, material, typology, dimensions, period, or other archaeological or museum object data.","No object is described in the source text; it only contains a commercial heading for an auction site in Hebrew mentioning jewelry, art, antiques, and more."
0-آثارنا المنهوبة_19_p027_9cd828cf,"7 . 3 - 2 . 10 . 118.9 Bidspirit LOT – ART 15. LOT – ART 15. Scorpion. A clearly salty scorpion made of bronze has four legs, the fourth one is broken, and the statue's body ends with the tail up. Bronze. Around the 3rd - 2nd century B.C.E. It's 10 cm long. It's 118.9 grams.","בידספיריט ישראל - מכירות פומביות: תכשיטים, אמנות, עתיקות ועוד",,,"Auction platform reference, not an archaeological object.","Auction platform reference, not an archaeological object. The source text identifies ""BidsSpirit Israel"" and mentions auctions of jewelry, art, antiques, and more, but provides no object type, material, dimensions, period, technique, or other descriptive archaeological information.",No object is described in the source text; it only contains a commercial heading for an auction site in Israel.
0-آثارنا المنهوبة_19_p028_9666997a,"8 . 3-2 18.5 Bidspirit A tombstone. He saw a tomb of a white marble man, with a clear-eyed mug of Lussitan, perhaps two stoned eyebrows above them, two eyebrows with a straight line, a puffed nose, a puffed mouth, upper lips with holes representing mustache and chin. Marble. Around the 3-2th century before the miles.","בידספיריט ישראל - מכירות פומביות: תכשיטים, אמנות, עתיקות ועוד",,,"Auction house listing for jewelry, art, antiques, and other items.","Auction house listing for jewelry, art, antiques, and other items. No specific object, material, typology, dimensions, or period is provided in the source text.",No object is described in the source text; it only contains a commercial heading for an auction house in Israel.
0-آثارنا المنهوبة_19_p029_495dd84b,"9 ( . 1 - 1 18.5 17.7 Bidspirit The painting of his sculpture. He was given from the marble stone with a rectangular replica, with a prominent sculpture of the head of a clearly salted bull's animal, short horns and a bloated front to the front, eyes of Lozitan, above them with two curved eyebrows. The bottom of the painting is broken and missing. A marble stone. 1st century before Miled - 1st century 18.5 cm high",Bidspirit - منصة إسرائيلية للمزادات عبر الإنترنت | المشاركة مجانية,,,,,No object type or material is provided in the source text; it only identifies Bidspirit as an Israeli online auction platform with free participation.
0-آثارنا المنهوبة_19_p030_6c5f64eb,0 . 1 - 2 9.2 Bidspirit LOT – ART 16. . 1 - 2 9.2 Bidspirit LOT – ART 16.,"בידספיריט ישראל - מכירות פומביות: תכשיטים, אמנות, עתיקות ועוד",,,,,No object is described in the source text; it only contains a reference to an Israeli auction house and categories of sale.
0-آثارنا المنهوبة_19_p031_730dfa3d,"1  3 - 1 11 x 28 Bidspirit A tombstone. A rectangular tomb observed a prominent sculpture of the face of a human being with a clear glimpse of the eyes of Luzetin, the nose, and the mouth in a straight line, the bottom of the blood sculpture is written in the blade line with a third letter (Fd) that might be the name of the deceased. Jerry's Stone. About 3rd to 1st century before the miles. 11 x 28 cm Bidspirit Good.","בידספיריט ישראל - מכירות פומביות: תכשיטים, אמנות, עתיקות ועוד",,,"Auction platform listing for jewelry, art, antiques, and related items.","Auction platform listing for jewelry, art, antiques, and related items. No specific object, material, typology, dimensions, period, or technical description is provided in the source text.","No object description can be produced from the source text, as it contains only a commercial auction listing reference and no factual information about an archaeological object."
0-آثارنا المنهوبة_19_p032_93ced4b7,"2 .  . 5-3 x16.5 17 Bidspirit A mural. A mural with the third decorative, vegetative, animal, and engineering elements. Two imaginary windows of three overlapping rectangles rising from the right side are a prominent sculpture of a bull on the head of the corn leaf, and on the left side is a two-letter pile of an accelerator (and d) and a prominent sculpture of a long-horned bull stretching to both sides. Marble. Around 5:00 B.C. 17 cm x16.5","בידספיריט ישראל - מכירות פומביות: תכשיטים, אמנות, עתיקות ועוד",,,"Auction platform text, not an archaeological object record.","The source text identifies a commercial auction platform in Israel offering jewelry, art, antiques, and other items. It does not describe a specific object, material, typology, dimensions, period, or technique, and therefore does not provide sufficient information for an archaeological object record.",No object is described in the source text; it only contains a commercial heading for an auction house.
0-آثارنا المنهوبة_19_p033_5f3b7707,"3 . 2 22.5 Bidspirit A tombstone. He saw a tomb with a clear human face, the nose, the eyes closed, and the mouth with a curved line up. Jerry's Stone. About a millennium of 2 BC. 22.5 cm high",Bidspirit - منصة إسرائيلية للمزادات عبر الإنترنت | المشاركة مجانية,,,,,No object type or material is provided in the source text; it only identifies Bidspirit as an Israeli online auction platform and states that participation is free.
0-آثارنا المنهوبة_19_p034_24273a1d,"4 . 2 – 2 31 25 Bidspirit 31 25 Bidspirit A horse's statue, riding a passenger. A statue of a horse with a clear-shaped knight riding on the back of a horse, blooded on the waist of a sword, and one of his hands broken and missing, covered his body with clothes. The statue of a horse with clear features, one of his legs raised and in a state of parade.","בידספיריט ישראל - מכירות פומביות: תכשיטים, אמנות, עתיקות ועוד",,,"Auction platform, not an archaeological object; no material, typology, or dimensions are provided.","Auction platform, not an archaeological object. The source text identifies BidSpirit Israel as an auction service for jewellery, art, antiquities, and other items. No object type, material, technique, period, dimensions, or other descriptive archaeological information is provided.",No object is described in the source text; it only contains a reference to an auction house and categories of sale.
0-آثارنا المنهوبة_19_p035_bf482bed,5 . 3 – 12.14 Bidspirit J. Simpson (ed.) 2002 : 122 137. J. Simpson (ed.) 2002 : 122 137. A bull-shaped necklace.,"בידספיריט ישראל - מכירות פומביות: תכשיטים, אמנות, עתיקות ועוד",,,"Auction platform listing for jewelry, art, antiques, and other items.","Auction platform listing for jewelry, art, antiques, and other items. No specific object, material, typology, dimensions, or period is provided in the source text.",No object is described in the source text; it only contains a commercial heading for an auction site.
0-آثارنا المنهوبة_21_p001_6adec507," Werner Daum A necklace. A necklace in the form of a statue of a naked, winged woman made of gold of a unique kind, dominated by the art style in terms of complex composition. Gold. Fever period Werner Daum Group Excellent.","Werner Daum MaÃ-/Formatangaben Format/MaÃe/Umfang/Dauer avers Auflage/Druckzustand Werktitel/Werkverzeichnis Herstellung/Entstehung Epoche/Periode/Phase Himyarite Material/Technik metal: gold Auftrag Publikation Fund/Ausgrabung Provenienz Restaurierung Sammlung Eingang Ausstellung Bearbeitung/Umgestaltung Thema/Bildinhalt Literaturangabe Rechte am Objekt Aufnahmen/Reproduktionen Rechtsstatus CC BY-SA 4.0 Creditline Yule Himyar 2007, 136 Fig 97 right Dr Paul Yule, Heidelberg Datensatz in heidICON aufrufen Werk/Gegenstand/Objekt : winged genius r kopie.jpg Pool: SKVO ""Zafar / Yemen"" Titel Titel/Objekt jewellery Weitere Titel/Paralleltitel Titelzusatz pendant Lokale Systematik winged genius r kopie Inschrift/Wasserzeichen Aufbewahrung/Standort Inv. Nr./Signatur none Objektbeschreibung Objektbeschreibung winged genius Kommentar ansetzen art market (Standort)",,,"Pendant, gold, in the form of a winged genius. The object is attributed to the Himyarite period.","Pendant, gold. Jewellery in the form of a winged genius, described as a pendant. The object is attributed to the Himyarite period. No inventory number is given. The source text also notes a reference to Yule, Himyar 2007, 136, Fig. 97 right.","Pendant, gold, Himyarite period: jewellery in the form of a winged genius, described as a pendant. The object is made of metal, specifically gold. No inventory number or signature is given. The source also notes an art market context and cites Yule, Himyar 2007, 136, fig. 97 right."
0-آثارنا المنهوبة_21_p002_6e218938," . 945 / 1539 47.5 sothebys . Ah, ah. ==History==A large candlestick of copper of sect, commissioned by a man of the legal tiles of Solomon, Turkey, Osmani. Copper's a cult. Month of Al-Hajjay 945 h/ May 1539 m/ 47.5 cm sothebys","You May Also Like An impressive illuminated Qur'an volume, attributable to Ya'qut al-Musta'simi, probably Baghdad, Iraq, late 13th century Estimate: 100,000 - 150,000 GBP Abu 'Abdullah al-Quda'i (d.1062 AD), Kitab shihab al-akhbar (on Prophetic traditions), copied by 'Ali ibn Sharwan ibn 'Ali al-Qazwini, probably Iraq, late Ilkhanid or early Jalayirid, dated 10 Shawal 741 AH/5 April 1341 AD Estimate: 70,000 - 90,000 GBP A Timurid set of silver-gilt horse trappings, Persia, 15th century Estimate: 60,000 - 80,000 GBP A large Mamluk brass candlestick, made for Sayf al-Din Hatim Dawadar, Egypt, circa 1500 Estimate: 50,000 - 80,000 GBP A gold and silver-inlaid brass bowl, Mosul, Jazira, 13th century Estimate: 40,000 - 60,000 GBP A large nielloed silver ewer, Persia or Central Asia, 12th/13th century Estimate: 250,000 - 350,000 GBP An Ottoman gem-set aventurine cup, Turkey, 18th century Estimate: 40,000 - 60,000 GBP ‘Ala’-al-Din Abu’l-Hasan ‘Ali Ibn Abi al-Hazm al-Qarshi, known as Ibn al-Nafis (d.1288-89), Sharh tashrih Qanun Ibn Sina (A commentary on the anatomy in Al-Qanun of Ibn Sina), probably Iraq, Ilkhanid, dated 20 Sha'ban 734 AH/3 May 1334 AD Estimate: 200,000 - 300,000 GBP A large Nishapur calligraphic pottery dish, Eastern Persia or Samarqand, Central Asia, 10th century Estimate: 30,000 - 50,000 GBP A fragment of a door panel with cup-bearer blazon, Syria, Mamluk, 15th century, or later Estimate: 10,000 - 15,000 GBP Lot Details Description the large truncated conical body surmounted by a flat drip tray, with tall ridged cylindrical neck and tapered ridged candle holder, the base of the body with finely engraved inscription in thuluth 47.5cm. A large gilt-copper (tombak) candlestick, commissioned by a courtier of Suleyman the Magnificent, Turkey, Ottoman, dated Dhu'l-Hijja 945 AH/May 1539 AD Arts of the Islamic World and India Arts of the Islamic World and India A large gilt-copper (tombak) candlestick, commissioned by a courtier of Suleyman the Magnificent, Turkey, Ottoman, dated Dhu'l-Hijja 945 AH/May 1539 AD VAT reduced rate Auction Closed April 24, 03:45 PM GMT Estimate 80,000 - 120,000 GBP Lot Details Description the large truncated conical body surmounted by a flat drip tray, with tall ridged cylindrical neck and tapered ridged candle holder, the base of the body with finely engraved inscription in thuluth 47.5cm. Please log in Ex-private collection, Bulgaria, acquired in Aden, circa 1960s Ex-private collection, Poland, 1997 Acquired from the above by the present owner in 2007 inscriptions waqf-e rawzeh-ye hazrat-e sultan al-anbiya 'ala sakinuha afzal al-thanaya waqafahu al-'abd al-muhtaj usta ibrahim sar-i [sic] qazghaniyan bandheh-ye Sultan Suleyman Khan tarikh-e sana 945 fi awasit dhu'l hijja dha'lhajj (sic) [Dhi'l-hajjah] ghafara allah lahu ‘Endowment to the tomb of His Holiness the Sultan of Prophets, may there be the best of praises upon its resident. inscriptions waqf-e rawzeh-ye hazrat-e sultan al-anbiya 'ala sakinuha afzal al-thanaya waqafahu al-'abd al-muhtaj usta ibrahim sar-i [sic] qazghaniyan bandheh-ye Sultan Suleyman Khan tarikh-e sana 945 fi awasit dhu'l hijja dha'lhajj (sic) [Dhi'l-hajjah] ghafara allah lahu ‘Endowment to the tomb of His Holiness the Sultan of Prophets, may there be the best of praises upon its resident. The needy servant (of God) Usta Ibrahim the head cauldron maker, the servant of Sultan Suleyman Khan endowed it in the year 945 in the middle of Dhu’l-Hijja (May 1539), may God have mercy on him.’ This impressive tombak candlestick is a pair to a candlestick in the David Collection, Copenhagen (inv. The inscription states that the candlestick was endowed by Usta Ibrahim, the head cauldron maker in the service of Suleyman the Magnificent, donated to the ""tomb of the sultan of all prophets"" in Dhu’l-Hijjah 945 AH/May 1539 AD. The elegant, thuluth inscription bears the name of Suleyman the Magnificent, endowed by a certain Usta Ibrahim in his service to the “tomb of His Holiness the Sultan of Prophets.” This most likely refers to the Prophet Muhammad and thus its donation to the Prophet’s Mosque, Medina. Selim I consolidated the Ottoman expansion, incorporating Syria, Palestine, Egypt and the Hijaz into his empire and becoming guardian of the holy sites of Mecca, Medina and Jerusalem.",,,"Candlestick, gilt-copper (tombak), Ottoman, Turkey, dated Dhu'l-Hijja 945 AH/May 1539 AD. The large truncated conical body is surmounted by a flat drip tray, with a tall ridged cylindrical neck and tapered ridged candle holder; the base of the body bears a finely engraved thuluth inscription.","Candlestick, gilt-copper (tombak), Ottoman, Turkey, dated Dhu'l-Hijja 945 AH/May 1539 AD. The object has a large truncated conical body surmounted by a flat drip tray, a tall ridged cylindrical neck, and a tapered ridged candle holder. The base of the body is engraved with a thuluth inscription recording the endowment of the candlestick by Usta Ibrahim, described as the head cauldron maker and servant of Sultan Suleyman Khan, to the ""tomb of His Holiness the Sultan of Prophets."" The inscription gives the date as the middle of Dhu'l-Hijja 945 AH, corresponding to May 1539 AD. The text identifies the object as an Ottoman courtly metalwork piece associated with Suleyman the Magnificent.","Candlestick, gilt-copper (tombak), large truncated conical body surmounted by a flat drip tray, with tall ridged cylindrical neck and tapered ridged candle holder; the base of the body is finely engraved with an inscription in thuluth. Ottoman, Turkey, dated Dhu’l-Hijja 945 AH/May 1539 AD. Height 47.5 cm. The inscription records the object as a waqf endowed by Usta Ibrahim, the head cauldron maker in the service of Sultan Suleyman Khan, for the “tomb of the Sultan of Prophets.”"
0-آثارنا المنهوبة_21_p012_cb36e5e4,"2 . 13 3/8 × 4 3/4 × 4 5/16 (34 × 12 × 11 ) The walters art museum The walters art museum A human statue. A human statue of the marble stone, small, standing on a thin rectangle base, with his hands stretched forward and broken, with two empty eyes fed with the cream stone. A marble stone. The second century before the Miles. The first century. The Miles.","Skip to main content Creative Commons License Creative Commons Zero Image Zoom Creative Commons License Creative Commons Zero Image Zoom arrow_forward_ios arrow_forward_ios Figure of a Female Worshiper Thumbnail Figure of a Female Worshiper Thumbnail Figure of a Female Worshiper South Arabian (Sculptor) 2nd century BCE-1st century CE calcite-alabaster (South Arabia) The variety of statuettes within the body of South Arabian sculpture is relatively small ,  Giraud and Carolyn Foster, Baltimore, between 1963 and 1971, by purchase",,,"Figure of a female worshiper, calcite-alabaster, South Arabian, dated to the 2nd century BCE–1st century CE.","Figure of a female worshiper, calcite-alabaster, South Arabian sculpture, dated to the 2nd century BCE–1st century CE. The object is identified as a statuette within the corpus of South Arabian sculpture, which is described as relatively small in variety. The source text provides no further technical or contextual details beyond the material, cultural attribution, and date.","Figure of a female worshiper, calcite-alabaster, South Arabian sculpture, dated to the 2nd century BCE–1st century CE."
0-آثارنا المنهوبة_21_p013_5466316d,"3 ( / ) 5 7/8 × 3 15/16 × 3 5/16 (15 × 10 × 8.4 ) The walters art museum A tombstone. See a tomb of polished marble with a rectangular base written by a single-line engraving engraving. A marble stone. Mid-Second Century, Miledie. The height 5-7/8 times the width 3 15/16 times the depth 3 5/16 in 15 times 10 times 8.4 centimeters) The walters art museum Good.","Skip to main content Creative Commons License Creative Commons Zero Image Zoom arrow_forward_ios arrow_forward_ios Trapezoidal Stela with a Concave Top Thumbnail Trapezoidal Stela with a Concave Top South Arabian (Sculptor) mid 2nd century CE calcite-alabaster (South Arabia) The stela is inserted into a separate base. Notify the curator Creative Commons License Creative Commons Zero Image Zoom arrow_forward_ios arrow_forward_ios Trapezoidal Stela with a Concave Top Thumbnail Trapezoidal Stela with a Concave Top South Arabian (Sculptor) mid 2nd century CE calcite-alabaster (South Arabia) The stela is inserted into a separate base. Inscription [Transliteration] Qsdm / grbm [Translation] Qesdem of the Gherbem clan Provenance Provenance (from the French provenir , 'to come from/forth') is the chronology of the ownership, custody, or location of a historical object. Notify the curator Trapezoidal Stela with a Concave Top South Arabian (Sculptor) mid 2nd century CE calcite-alabaster (South Arabia) The stela is inserted into a separate base. (15 x 10 x 8.4 cm) Credit Line Gift of Giraud and Carolyn Foster, 2007 Location in Museum Not on view Accession Number In libraries, galleries, museums, and archives, an accession number is a unique identifier assigned to each object in the collection. Conservation Date Description Narrative 5/4/2008 Treatment cleaned social-item social-item social-item Geographies Arabian Peninsula (Place of Origin) Measurements H: 5 7/8 x W: 3 15/16 x D: 3 5/16 in. Sotheby's, London, between 1963 and 1971",,,"Stela, calcite-alabaster, South Arabian, mid 2nd century CE. Trapezoidal stela with a concave top, inserted into a separate base, inscribed with the transliteration Qsdm / grbm.","Stela, calcite-alabaster, South Arabian, mid 2nd century CE. Trapezoidal stela with a concave top, inserted into a separate base. The object is made of calcite-alabaster from South Arabia and measures 15 x 10 x 8.4 cm (H: 5 7/8 x W: 3 15/16 x D: 3 5/16 in.). It bears an inscription transliterated as Qsdm / grbm, translated as Qesdem of the Gherbem clan. The recorded provenance notes Sotheby's, London, between 1963 and 1971. The object was cleaned on 5/4/2008.","Trapezoidal stela with a concave top, calcite-alabaster, South Arabian, mid 2nd century CE. The stela is inserted into a separate base. It bears an inscription transliterated as “Qsdm / grbm,” translated as “Qesdem of the Gherbem clan.” Dimensions: H. 5 7/8 x W. 3 15/16 x D. 3 5/16 in. (15 x 10 x 8.4 cm). Place of origin: Arabian Peninsula."
