artifact_id;pdf_name;page_num;numero_inventaire;type;description_texte_long;materiel;periode;dimensions;nom_musee_auction;etat;note;lien_ok
0-آثارنا المنهوبة_19_p041_da78d310;0-آثارنا المنهوبة_19.pdf;41;41;عملة يمنية قديمة;عملة يمنية قديمة مقعرة، على احد وجهيها تجسيد لوجه آدمي وبجانبه مجموعة من حروف المسند [...،ر، ي، د، ن، ...] أما الوجه الآخر فيظهر فيه أيضاً تجسيد لوجه آدمي وبجواره طغراء بحروف المسند يحيط بهما إطار.;معدنية;حوالي القرن الأول- الثاني الميلادي;14 ملم، 1.30 جرام;Ebay;جيدة;;https://n9.cl/45z74
0-آثارنا المنهوبة_19_p042_99ed724d;0-آثارنا المنهوبة_19.pdf;42;42;عملة يمنية قديمة;عملة يمنية قديمة مقعرة، على احد وجهيها تجسيد لوجه آدمي وبجانبه مجموعة من حروف المسند [...،ر، ي، د، ن، ...] أما الوجه الآخر فيظهر فيه أيضاً تجسيد لوجه آدمي وبجواره طغرة بحروف المسند يحيط بهما إطار.;معدنية;175 م;15.4 ملم / 1.84 جم;ebay;جيدة جداً;;https://n9.cl/45z74
0-آثارنا المنهوبة_19_p043_0cdc9c57;0-آثارنا المنهوبة_19.pdf;43;43;عملة يمنية قديمة;عملة يمنية قديمة ، على احد وجهيها ما يبدو أنه تجسيد لطائر البومة وبجانبه بعض األحرف الالتينية غير واضحة المالمح، أما الوجه اآلخر فيبدو أنه يحوي تجسيد لوجه آدمي.;معدنية;أواخر القرن الرابع- منتصف القرن الثاني قبل الميالد;8 مم، 0.61 جم;Ebay;سيئة جدا;;https://n9.cl/45z74
0-آثارنا المنهوبة_19_p044_3b8ce08e;0-آثارنا المنهوبة_19.pdf;44;44;عملة يمنية قديمة;عملة يمنية قديمة ، على احد وجهيها تجسيد لطائر البومة وبجانبه بعض األحرف الالتينية غير واضحة المالمح، أما الوجه اآلخر فيحوي تجسيد لوجه آدمي وعلى خده حرف النون بالمسند;معدنية;أواخر القرن الرابع- منتصف القرن الثاني قبل الميالد;8 مم ، 0.54 جم;Ebay;سيئة;;https://n9.cl/45z74
0-آثارنا المنهوبة_19_p045_95cc1d3d;0-آثارنا المنهوبة_19.pdf;45;45;عملة يمنية قديمة;عملة يمنية قديمة يظهر عليها التأثير اليوناني، على احد وجهيها ما يبدو أنه تجسيد لطائر البومة وبجانبه بعض الأحرف الالتينية غير واضحة المالمح، أما الوجه الآخر فيبدو أنه يحوي تجسيد لوجه آدمي;معدنية;أواخر القرن الرابع- منتصف القرن الثاني قبل الميالد;7 مم، 0.48 جم;Ebay;سيئة جداً;;https://n9.cl/45z74
0-آثارنا المنهوبة_19_p046_943d9d71;0-آثارنا المنهوبة_19.pdf;46;46;عملة يمنية قديمة;عملة يمنية قديمة ، على احد وجهيها ما يبدو أنه تجسيد لطائر البومة، أما الوجه الآخر فيحوي تجسيد لوجه آدمي على خدة حرف النون بالمسند;معدنية;أواخر القرن الرابع- منتصف القرن الثاني قبل الميالد;7 مم ، 0.35 جم;Ebay;سيئة جدا;;https://n9.cl/45z74
0-آثارنا المنهوبة_19_p047_44ef61e8;0-آثارنا المنهوبة_19.pdf;47;47;عملة يمنية قديمة;عملة يمنية قديمة ، على احد وجهيها ما يبدو أنه تجسيد لطائر البومة وبجانبه بعض األحرف الالتينية غير واضحة المالمح، أما الوجه اآلخر فيبدو أنه يحوي تجسيد لوجه آدمي.;معدنية;أواخر القرن الرابع- منتصف القرن الثاني قبل الميالد;8 مم، 0.54 جم;Ebay;جيدة;;https://n9.cl/45z74
0-آثارنا المنهوبة_19_p048_b5246a2e;0-آثارنا المنهوبة_19.pdf;48;48;عملة يمنية قديمة;عملة يمنية قديمة، على احد وجهيها ما يبدو أنه تجسيد لطائر البومة وبجانبه بعض الأحرف الالتينية غير واضحة المالمح، أما الوجه الآخر فيرجح أنه كان يحوي تجسيد لوجه آدمي.;معدنية;أواخر القرن الرابع- منتصف القرن الثاني قبل الميالد;"6 مللي متر؛ 0.43 جرام";Ebay;سيئة جدا;;https://n9.cl/45z74
0-آثارنا المنهوبة_19_p049_bf549fbd;0-آثارنا المنهوبة_19.pdf;49;49;عملة يمنية قديمة;عملة يمنية قديمة ، على احد وجهيها تجسيد لطائر البومة، أما الوجه الآخر فيبدو أنه يحوي تجسيد لوجه آدمي;معدنية;أواخر القرن الرابع- منتصف القرن الثاني قبل الميالد;12 مم، 1.09 جم;Ebay;سيئة جدا;;https://n9.cl/45z74
0-آثارنا المنهوبة_19_p050_7c5f056c;0-آثارنا المنهوبة_19.pdf;50;50;عملة يمنية قديمة;عملة يمنية قديمة ، على احد وجهيها تجسيد لطائر البومة، أما الوجه اآلخر فيبدو أنه يحوي تجسيد لوجه آدمي;معدنية;أواخر القرن الرابع- منتصف القرن الثاني قبل الميالد;8 مم ،0.52 جم;ebay;سيئة جدا;;https://n9.cl/45z74
0-آثارنا المنهوبة_3_p001_42fde02a;0-آثارنا المنهوبة_3.pdf;1;;زنة;زنة مصنوعة مز البرونز مستطيلة الشكل تغطيها طبقة مز صدأ البرونز، عليها رأس ثور بارز واضح المالمح بقروز صغيرة تنتهي بتعليقة نصف دائرية. استرجعت عز طريق النب، مسروقة مز إحدى مدز الجوف االثرية.;برونز;;1م ارتفاع x 30سم عرض تقريبا;;سيئة;;
0-آثارنا المنهوبة_3_p001_a0a4574c;0-آثارنا المنهوبة_3.pdf;1;;مسرجة;مسرجة مز البرونز مستطيلة الشكل عليها طبقة مز البرونز، تنتهي ف االعلى بشكل المقرنصات، يغطي جسمها نتوء مكون مز ثمانية اسطر، بتب المسند والجزد اتر عند القاعدة يفصل بينهما عند الوسط تجويف مستطيل عل ك مستويات يبدأ مز اعل استترجت عز طريق النب، مسروقة مز احدى مدز الجوف االثرية.;برونز;;1م إرتفاع x 20سم عرض تقريبا;;جيدة;;
0-آثارنا المنهوبة_3_p001_618d8aa0;0-آثارنا المنهوبة_3.pdf;1;;قاعدة معداز;قاعدة معداز مصنوعة مز البرنز وتغطيها طبقة مز صدأ البرونز، ترتكز عل ثالث ارج لها فوهة دائرية محدبة الحافة ال التار بها ثالثة تماثي ادميه معلقة واضحة المالمح. استترجت عز طريق الحفر نير قانون، مسروقة مز احد مواقع مدز الجوف االثرية.;برونز;;;;جيدة;;
0-آثارنا المنهوبة_3_p002_d12a04b2;0-آثارنا المنهوبة_3.pdf;2;;قطعة دائرية مفصصه;قطعة من الذهب دائرية الشكل مجوفة لها نتوء بارز على قاعدة دائرية عليها فص صغير من حجر كريم (ياقوت)، استخرجت من إحدى المقابر عن طريق النبش، مسروقة من إحدى مقابر الجوف الملكية.;ذهب;أثاا جنائزي;;;جيدة;;
0-آثارنا المنهوبة_3_p002_1a5f1c12;0-آثارنا المنهوبة_3.pdf;2;;قالدة- قناع وجه صغير;قناع وجه صغير الحجم مصنوع من الذهب على شكل قالدة، واضح الملامح ملتحٍ، عليه حبيبات موزعة على الوجه والرأس، له قرون مدببة بارزة، استخرج عن طريق النبش العوائي، مسروق من إحدى مقابر الجوف الملكية.;ذهب;أثاا جنائزي;;;جيدة;;
0-آثارنا المنهوبة_3_p002_915f506a;0-آثارنا المنهوبة_3.pdf;2;;حلش;حلش مربع الشكل مثقوب في الوسط وقطعتان على شكل وجهين آدميين مختلفي السحنة، ربما لطفلين، مسروقة من إحدى مقابر الجوف الملكية.;ذهب;أثاا جنائزي;;;جيدة;;
0-آثارنا المنهوبة_3_p003_38bfbdc5;0-آثارنا المنهوبة_3.pdf;3;;اسورة;اسةةورة يةةد مةز الةذهب عليهةا زتةارف هندسةية دقيقةة منمنمةات وزتةارف أتةرى عبةارة عةز معينات وكتابا ت بالتط المسند لثالا كلمةات تقةرأ كةةرب عثةت– ةةرقز– كةةرب عثةت تنتهةة بمجموعةةة مز رووو اسود والطةرف ا تةر تعليقات دائرية;ذهب;;طو20 سم X عرض7سم تقريبا;;حالة القطعة جيدة;سرقت مز احدى ممالك الجوف الملكية;
0-آثارنا المنهوبة_3_p003_848be7f7;0-آثارنا المنهوبة_3.pdf;3;;لوحة استعراضية - أثاا جنائزي;لوحة مفرنةة استعراضةية واضةحة المالمةح ل ملةك يقاتة حيةواز أسد مجنح الملةك يرتةدي المالبةو ويمسك بإحدى يديةه السةيف وقةد نرسه ف صدر ا سةد واليةد ا تةرى يمسةك بهةا يةد ا سةد تحاطة بإطةار مةز نفةو المةادة مزتةرف ومثقةوب عند الزوايا للتثبيت;ذهب;;5×5 سم تقريبا;;حالة القطعة جيدة;سرقت مز احدى ممالك الجوف الملكية;
0-آثارنا المنهوبة_3_p003_cf5bca02;0-آثارنا المنهوبة_3.pdf;3;;عقد رقبة – أثاا جنائزي;عقد مز الذهب مكوز مز رأسيز لحيةواز الغزا واضح المالمةح متصةلاز بحلقة القةروز مقلوبةة الة التلةف ينتهة ك رأو بسلسلة لولبيةة;ذهب;;25 سم طو;;حالة القطعة جيدة;سرقت مز مقابر الجوف الملكية;
0-آثارنا المنهوبة_3_p004_5ef6ffd7;0-آثارنا المنهوبة_3.pdf;4;;عقد رقبة;عقد مز ا حجار الكريمة مز العقيش السليمان بن اللوز مطعم بالذهب يتتلله ثالثةة رووو لحيةواز ثةور واضةةحة المالمةح سرقت مز احد مقابر الجوف الملكية;احجار كريمة مطعمة بالذهب;;15 سم;;جيدة;صورة رقم30;
0-آثارنا المنهوبة_3_p004_6795d5f6;0-آثارنا المنهوبة_3.pdf;4;;اساور – أثاا جنائزي;ثالثة أساور دائريةة ال ةك تنته ك منهما بنقطةة التقاد عند الطرف والثالا صغير سرق ت مز مقابر الجوف الملكية;ذهب;;قطر 12 (5) سم3- (3 سم) سمك4 ملل تقريبا;;جيدة;صورة رقم31;
0-آثارنا المنهوبة_3_p004_5116fbcb;0-آثارنا المنهوبة_3.pdf;4;;سوار يد– أثاا جنائزي;سوار مز الذهب ال ةك نصف دائري مبروم ينتهةة طرفةا بكتة بارزة وسميكة لمجسمات لحيةواز التروف متقابالز واضحة المالمةح القروز ملفوفة اليداز ممدودتاز مسروقة مز احدى المقابر الملكيةة مز احدى مدز الجوف االثرية.;ذهب;;قطر 7 سم سمك 5 ملل تقريبا;;جيدة;صورة رقم32;
0-آثارنا المنهوبة_3_p005_ffacbcbf;0-آثارنا المنهوبة_3.pdf;5;;سوار يد – أثاا جنائزي;سوار مز الةذهب نصةف دائةري مبروم ينته بطرفيذ بكتة بارزة وسميكة بمجسمات سديز أر سيهما متجهاز للتلففة حالة تقابة واضحة.;ذهب;;قطر 7 سم، سمك 5 مل تقريبا;;جيدة;مسروقة مز إحدى المقابر الملكية مز احدى مدز الجوف االثرية.;
0-آثارنا المنهوبة_3_p005_7bdae03b;0-آثارنا المنهوبة_3.pdf;5;;حلق أذز- أثاا جنائزي;تا حلق ذأ ز مصنوعة مز الترز المحبب تنته كة واحدة بعمود مدبب منمحز ال قطعتاز متصلتاز بعضهما ببعض.;ذهب;;;;جيدة;مسروقة مز إحدى مقابر الجوف الملكية.;
0-آثارنا المنهوبة_3_p005_e007b801;0-آثارنا المنهوبة_3.pdf;5;;حلق أذز – أثاا جنائزي;حلق أذز مز الةذهب عدد ها تمو قطع ب شكل وتصاميم متتلفة مسروقة مز احدى مقابر الجوف الملكية.;ذهب;;;;جيدة;مسروقة مز احدى مقابر الجوف الملكية.;
0-آثارنا المنهوبة_3_p006_c0a37d7a;0-آثارنا المنهوبة_3.pdf;6;;حلش اذز– أ ثاا جنائزي;زو حلش اذز مز الذهب نصف دائري مبروم ينته بقف عند الطرف مسروقة مز إحدى مقابر الجوف الملكية;ذهب;;;;القطعة جيدة;;
0-آثارنا المنهوبة_3_p006_6776a924;0-آثارنا المنهوبة_3.pdf;6;;حلش اذز;زوجةةيزمة ز الحلةش مز الذهب نصف دائري مبروم ينته كزو بقف عند الطرف مسروقة مز إحدى مقابر الجوف الملكية;ذهب;;;;القطعة جيدة;;
0-آثارنا المنهوبة_3_p006_1e6f005d;0-آثارنا المنهوبة_3.pdf;6;;عقد رقبة – أ ثاا جنائزي;عقةةد رقبةةة مز الذهب مبروم متدات ببعض مركب مز حلش ذهبية صغيرة أ به بالزنبرك مسروقة مز إحدى مقابر الجوف الملكية;ذهب;;;;القطعة جيدة;;
0-آثارنا المنهوبة_3_p007_27e6fe0d;0-آثارنا المنهوبة_3.pdf;7;;تعليقة رقبة;تعليقة رقبة مز الةذهب علة شكل وجه ادمة واضح المالمةح، العينةاز وا نف بارزة، الفم مفتوح ينته بكتل ة مثقوبة تحمل تعلقةة مبرومة.;ذهب;جنائزي;;;جيدة;سرقت مز احد ى مقابر الجوف الملكية;
0-آثارنا المنهوبة_3_p007_90f51d13;0-آثارنا المنهوبة_3.pdf;7;;جزء مز ك و;جزء مز ك و مز العا ، أ زرق الةلوز ، يوجد علة البةدز رسوم ادمية معلقة ة بارزة واضحة المالمح.;عا;;;;سيئة;مسروق مز احد ى مواقةع مدز الجوف االثريية;
0-آثارنا المنهوبة_23_p001_3b177a57;0-آثارنا المنهوبة_23.pdf;1;1;تمثال لحيوان الوعل;;مرمر;حوالي القرن الأول الميلادي;االرتفاع 5 3/8 بوصة (14 سم);LiveAuctioneers;;;https://www.liveauctioneers.com/item/128168002_a-rabian-south-cm-14-inches-38-5-height-ibex-alabaster
0-آثارنا المنهوبة_23_p002_1bd278fb;0-آثارنا المنهوبة_23.pdf;2;2;شاهد قبر;شاهد قبر لرجل، مالمح الوجة واضحة: عيون على شكل لوز محدق تحت حواجب رفيعة، وأنف رفيع فوق شفاه، وآذان مستطيلة بارزة، كلها فوق رقبة ممتلئة. تكما يوجد ثقوب في المنقطة على طول الشفة العليا وفوق الذقن وعلى طول خط الفك ممايعبر شعر الوجه.;مرمر;القرن الأول قبل الميلاد إلى القرن الأول الميلادي;"الحجم 5.6 × 9.375 بوصة (ارتفاع 14.2 × سم 23.8 سم)؛ 10 بوصات ارتفاع (25.4 سم)";LiveAuctioneers;;;https://www.liveauctioneers.com/item/71610757_fine-male-bearded-head-arabian-south-alabaster
0-آثارنا المنهوبة_23_p003_a6f1b4cd;0-آثارنا المنهوبة_23.pdf;3;3;شاعد قبر;شاهد قبر برأس آدمي لرجل من حجر المرمر، يبرز منه الوجه بملامح واضحة بأنف مستقيم بارز مهشم، وعينان غائرتان يعلوهما حاجبان غائران، كما تمتد من أسفله رقبة طويلة.;مرمر;الألفية الأولى قبل الميالد;23 × 14 سم;LiveAuctioneers;مهشم;عثر عليها ضمن مجموعة نيويورك الخاص;https://www.liveauctioneers.com/item/61645057_ancient-head-alabaster-arabian-south
0-آثارنا المنهوبة_23_p004_09a953a0;0-آثارنا المنهوبة_23.pdf;4;4;شاعد قبر;شاهد قبر آدمي من حجر الألبستر، مالمح الوجه واضحة بشكل بسيط بأنف بارز غليظ، وعينان غائرتان محزوزه لوزية الشكل أما شفتي الفم فقد نُحتتا بشكل خط واضحة للخارج والوجه ملتحي و تم نحت الأذنين بشكل جانبي بارز يعود للقرن الثاني أو الأول قبل الميالد عثر عليه ضمن المجموعة السويسرية الخاصة لسيد MH ، تم الحصول عليه قبل عام 1990.;مرمر;القرن الثاني إلى القرن الأول قبل الميالد;6.8 سم ارتفاع- 2 11/16 بوصة;LiveAuctioneers;;;https://www.liveauctioneers.com/item/68450711_south-arabian-1st-2nd-c-man-a-of-head-alabaster
0-آثارنا المنهوبة_23_p005_f55e2a83;0-آثارنا المنهوبة_23.pdf;5;5;تمثال حبوان الماعز;تمثال مصبوب من البرونز لحيوان صغير الماعز مالمح الوجه واضحة، تظهر العينان والفم والأذنان بشكل بارز، ايضاً قرون لولبية قصيرة، ذيل قصير، أرجل طويلة جدًا يعود لاللفية الأولى قبل الميالد.;برونز;الألفية الأولى قبل الميالد;7.9 سم- 3 1/8 بوصات;LiveAuctioneers;;;https://www.liveauctioneers.com/item/48996987_south-sabaean-arabian-goat-kid-a-figure-of-bronze
0-آثارنا المنهوبة_23_p006_4e7522f7;0-آثارنا المنهوبة_23.pdf;6;6;شاهد قبر;"شاهد قبر آدمي من حجر األلبستر، مالمح الوجه واضحة بشكل بسيط بأنف بارز غليظ، وعينان غائرتان محزوزه لوزية الشكل أما شفتي الفم فقد نُحتتا بشكل خط واضحة للخارج. تعود للقرن الثاني قبل الميالد. ويوجد نقش مكتوب بخط المسند مكون من أربعة حروف تمثل اسم صاحب الشاهد. تم العثور عليها ضمن ممتلكات شخص يدعى سوفولك؛ تم الحصول عليها قبل عام 2000 م.";الباستر;القرن الثاني قبل الميالد- القرن الثاني الميالدي;11.2 كجم، 40.5 سم (16 بوصة);LiveAuctioneers;;;https://www.liveauctioneers.com/item/46777615_western-south-asiatic-stele-inscribed-arabian
0-آثارنا المنهوبة_23_p007_885d7bea;0-آثارنا المنهوبة_23.pdf;7;7;شاهد قبر;شاهد قبر آدمي من حجرالمرمر، مالمح الوجه واضحة بشكل بسيط بأنف بارز غليظ، وعينان غائرتان محزوزه لوزية الشكل، أما شفتي الفم فقد نُحتتا بشكل خط واضحة للخارج.;مرمر;القرن الثاني قبل الميالد- القرن الثاني الميالدي;26.5 كجم، 3.6 سم شاملًا الحامل (10 1/2 بوصة);LiveAuctioneers;;تعود للقرن الثاني قبل الميالد;https://www.liveauctioneers.com/item/47335605_western-south-asiatic-arabian-stele-figural
0-آثارنا المنهوبة_23_p008_05b6255b;0-آثارنا المنهوبة_23.pdf;8;8;تمثال نصفي;جزء من تمثال مفقود الرئس مصنوع من حجر المرمر من جنوب شبه الجزيرة العربية، تم اكتشافه بدون رأس. تم العثور عليه أثناء حفريات أثرية في ستينيات القرن العشرين.;مرمر;الزمنية;"7"" × 6""";LiveAuctioneers;بدون رأس;;https://www.liveauctioneers.com/item/16311613_prehistoric-bust-alabaster-arabian
0-آثارنا المنهوبة_23_p009_b6a13d39;0-آثارنا المنهوبة_23.pdf;9;9;افريز;جزء افريز جداري يتكون من اثني عشر رأساً للوعل، ذات عيون كروية صغيرة وقرون طويلة منحنية للخلف، وفم طويل يمتد نحو الأسفل.;مرمر;القرنين الأول والثاني الميالديين;6 × 6 سم;LiveAuctioneers;;;https://www.liveauctioneers.com/item/44222029_south-mortar-alabaster
0-آثارنا المنهوبة_23_p010_42068f0f;0-آثارنا المنهوبة_23.pdf;10;10;شاهد قبر;شاهد قبر لرجل مصنوعة من المرمر مالمح الوجه واضحة بشكل بسيط بأنف بارز غليظ، وعينان غائرتان محزوزه لوزية الشكل أما شفتي الفم فقد نُحتتا بشكل خط واضحة للخارج تعود لحوالي القرن، الثاني إلى الأول قبل الميالد جنوب الجزيرة العربية ضمن مقتنيات ا لمجموعة سويسرية خاصة سابقة، السيد م.ح، تم شراؤها قبل عام1990.;مرمر;القرن الثاني إلى الأول قبل الميالد;األبعاد7.6 سم ارتفاع- 3 بوصا;LiveAuctioneers;;جنوب الجزيرة العربية;
0-آثارنا المنهوبة_23_p011_9d516878;0-آثارنا المنهوبة_23.pdf;11;11;تمثال ثور من البرنز;تمثال لحيوان الثور واضح المالمح من البرنز، رأسه مرفوع لأعلى، يقف على أربعة أرجل على قاعدة مستطيلة الشكل. تعود تاريخيا لقرن الثامن قبل الميالد- القرن الثالث الميالدي. ضمن بالد مملكة سبأ.;برونز;القرن الثامن قبل الميالد- القرن الثالث الميالدي;"309 جرام؛ 95 مم (3/4 بوصة)";LiveAuctioneers;;ضمن بالد مملكة سبأ.;https://www.liveauctioneers.com/item/13884378_near-south-eastern-figurine-bull-bronze-arabian
0-آثارنا المنهوبة_23_p012_328b6ba2;0-آثارنا المنهوبة_23.pdf;12;12;اسويرة;أسورة من الفضة مصبوبة على شكل حبات سبحة متصله وتعود إلى القرن الثامن والثاني قبل الميالد وهي مقتنيات سوق الفن البريطاني تم شرؤها قبل عام1985م;فضة;القرن الثامن والثاني قبل الميالد;18 جرامًا، 7 سم (بوصة);LiveAuctioneers;;;https://www.liveauctioneers.com/item/12454605_near-arabian-south-eastern-torc-silver
0-آثارنا المنهوبة_23_p013_6877be73;0-آثارنا المنهوبة_23.pdf;13;13;انائية فخارية;أنية فخارية ذات مقابض تعود لحوالي القرن الأول الميلا دي وهي ضمن مقتنيات Ex Herick Family Collection USA على عام 1968.;فخار;حوالي القرن الأول الميلا دي;الحجم 9 1/8 بوصة × ارتفاع 6 1/2 بوصة;LiveAuctioneers;;Ex Herick Family Collection USA على عام 1968.;https://www.liveauctioneers.com/item/47394871_ancient-arabian-south-ad-cent-c1st-vase-pottery-yemen
0-آثارنا المنهوبة_23_p014_242c6ad9;0-آثارنا المنهوبة_23.pdf;14;14;نقش;نقش مسند حجري مستطيل الشكل، كُتب بخط غائر منتظم، يتكون من ثمانية اسطر نقشت بخط بارز.;رخام;الألفية الأولى قبل الميالد;"18.5 × 18 بوصة (ارتفاع 47 × 45.7 سم)؛ 18.25 بوصة (ارتفاع 46.4 سم)";LiveAuctioneers;;تعود تاريخيا للألفية الأولى قبل الميالد ضمن آثار جنوب الجزيرة العربية.;https://www.liveauctioneers.com/item/72824493_south-marble-arabian-inscription-translated-w-stele
0-آثارنا المنهوبة_23_p015_7d122071;0-آثارنا المنهوبة_23.pdf;15;15;شاهد قبر;شاهد قبر من المرمر لوجه أدمي العينين لوزيتين والفم صغير نحت على شكل خط رفيع يحد الشفتين الغليضتين والأنف طويل على شكل مثلث بسيط، يعود تاريخيا أواخر الألفية الأولى قبل الميالد ضمن آثار جنوب الجزيرة العربية وهي ضمن مقتنيات مجموعة كاليفورنيا.;حجر جيري;الألفية الأولى قبل الميالد;"1.9 م × 7.1 بوصة طول × 10.35 بوصة عرض (4.8 بوصة ارتفاع × 18 سم × 26.3 سم)؛ 10.9 بوصة ارتفاع (27.7 سم) على الحامل المخصص المرفق. الحجم 7.2 × 10.375 بوصة (18.3 × 26.4 سم)؛ 10.8 بوصات (27.4 سم)";LiveAuctioneers;;ضمن مقتنيات مجموعة كاليفورنيا;https://www.liveauctioneers.com/item/88318862_translated-south-inscription-greek-stele-stone-arabian
0-آثارنا المنهوبة_23_p016_d34f10b0;0-آثارنا المنهوبة_23.pdf;16;16;مائدة قرابين;مائدة قرابين مصنوعة من لوح ضخم من المرمر السميك، منحوت على طاولة ذات حافة مرتفعة قليلاً، وداخل أملس ومسطح، وحواف مربعة، وعلى أحد الجوانب القصيرة نتوء قصير برأس ثور بارز محاط برؤوس أربعة وعول. يحتوي رأس الثور على شق محفور بين قرونه. تحمل نقشًا بالخط المسند وتعود القطعة تاريخياً لمملكة قتبان في الألفية الأولى قبل الميالد وهي ضمن مقتنيات مجموعة كاليفورنيا.;مرمر;الألفية الأولى قبل الميلاد;27.35 سم × 42.4 سم × 16.3 سم (بوصة: طول 16.7 × عرض 6.4 × ارتفاع 6.9 تقريبًا);LiveAuctioneers;;;https://www.liveauctioneers.com/item/71758428_huge-arabian-south-table-libation-alabaster
0-آثارنا المنهوبة_23_p017_5355a7e9;0-آثارنا المنهوبة_23.pdf;17;17;شاهد قبر;شاهد قبر مصنوعة من الحجر الجيري وهي تمثل وجه أدمي بانف طويل وعينين لوزيتين مطعمه احداها في حين فقدت تطعيم الاخرى عبارة لوحة حجرية جيرية قديمة من جنوب شبه الجزيرة العربية، تعود إلى القرن الأول الميـلادي تقريبًا. ضمن مقتنيات مزرعة توماس سيدرليند سابقًا، بورتالند أوريغون، الواليات المتحدة الأمريكية.;حجر جيري;حوالي القرن الأول الميلادي;ارتفاع 7 1/4 بوصة × 3 7/4 م;LiveAuctioneers;احدى العينين مطعمه في حين فقدت تطعيم الاخرى;;https://www.liveauctioneers.com/item/47394586_ancient-south-sabean-c1st-cent-limestone-arabian-stele
0-آثارنا المنهوبة_23_p018_828f18b7;0-آثارنا المنهوبة_23.pdf;18;18;اختام;خاتم من البرونز دائري الشكل, يوجد على سطحه نحت لوجه جانبي لرجل من في وضعية حركة. وتعود للفترة الألفيه الأولى قبل الميالد والخاتم كان ضمن ممتلكات لرجل لندن ، حصل عليها والده في السبعينيات;برونز;أواخر الألفية الأولى قبل الميالد;8.14 جرام، 25 ملم (1 بوصة);LiveAuctioneers;;;https://www.liveauctioneers.com/item/87920652_south-stamp-arabian-seal
0-آثارنا المنهوبة_23_p019_6d3115bc;0-آثارنا المنهوبة_23.pdf;19;19;شاهد قبر;شاهد قبر من الرخام و المرمر لوجه أدمي العينين لوزيتين والفم صغير ن الشفتين الغليضتين واالنف طويل على شكل مثلث بسيط يعود تاريخيا للفرن الثالث قبل الميالد ضمن أثار جنوب الجزيرة العربية;مرمر;حوالي القرن الثالث قبل الميالد;24 1/2 × 10 7/8 × 4 1/8 (بوصة) 62.2 × 27.7 × 10.5 سم;LiveAuctioneers;;;https://www.liveauctioneers.com/item/113639008_south-arabian-stele-head-alabaster
0-آثارنا المنهوبة_23_p020_7fb70004;0-آثارنا المنهوبة_23.pdf;20;20;شاهد قبر;شاهد فبر من الرخام دقيق الصنع والمصقول لوجه أدمي العينين لوزيتين والفم صغير ن الشفتين الغليضتين واالنف طويل يعود للفران الثالث قبل الميالد ضمن أثار جنوب الجزيرة العربية;مرمر;حوالي القرن الثالث قبل الميالد;ارتفاع 5 1/2 بوصات (14 سم);LiveAuctioneers;;;https://www.liveauctioneers.com/item/121073520_south-arabian-yemen-from-head-alabaster
0-آثارنا المنهوبة_23_p021_2ef78b19;0-آثارنا المنهوبة_23.pdf;21;21;شاهد قبر;شاهد فبر من الحجر الجيري علية سطر بالخط المسد يحمل اسم صاحب الشاهد، نحت الوجه بارز ومصقول لوجه أدمي، العينين لوزيتين أزيلت تطعيمها، الفم صغير والانف طويل، يعود للفران الثالث قبل الميلاد ضمن آثار جنوب الجزيرة العربية، قد تكون قتبانية، تعود للقرن الثاني قبل الميلاد وهي ضمن مقتنيات مجموعة كليفورنيا.;حجر جيري;من القرن الثاني قبل الميالد إلى القرن الثاني الميالدي;3.25 × بوصة طول7.;LiveAuctioneers;مُعرَض في مزاد;"ضمن آثار جنوب الجزيرة العربية؛ قد تكون قتبانية؛ ضمن مقتنيات مجموعة كليفورنيا.";https://www.liveauctioneers.com/item/124710891_south-arabian-inscription-w-stele-funerary-limestone
0-آثارنا المنهوبة_23_p022_fd8a0a14;0-آثارنا المنهوبة_23.pdf;22;22;خاتم;خاتم على شكل حشرة الجعران غطي سطحها بالذهب على جانبي الخاتم كتابة بالخط المسند وتعود للألفية الأولى قبل الميالد وهي ضمن مقتنيات مجموعة كاليقورنيا;ذهب;أواخر الألفية الأولى قبل الميالد;0.8 × بوصة0.4 (بوصة ارتفاع2 × سم1 )سم;LiveAuctioneers;;;https://www.liveauctioneers.com/item/57693372_rare-arabian-south-sabaean-seal-scaraboid-gilded
0-آثارنا المنهوبة_23_p023_c1627aa0;0-آثارنا المنهوبة_23.pdf;23;23;شاهد قبر;شاهد قبر من الحجر الجيري لوجه رجل، عينيه مطعمتان أزيلت تطعيمها والوجه مصقول. أسفل الوجه كتابة بالخط المسند تحمل اسم صاحب الشاهد، والكتابة مطموسة ولم يتبق منها سوى بقايا حروف بفعل الزمن. يعود لأواخر القرن الثاني قبل الميلاد. نحت لرجل، يوضع الوجه بجانب العنق الطويل والشعر.;حجر جيري;أواخر الثاني إلى الأول من الألفية قبل الميالد;ارتفاع 14 بوصة × 7 بوصة عر;LiveAuctioneers;عينيه مطعمتان أزيلت تطعيمها، والكتابة مطموسة ولم يتبق منها سوى بقايا حروف بفعل الزمن;;https://www.liveauctioneers.com/item/15762183_a-stone-arabian-south-head-stele
