artifact_id;wb_txt_shrt;wb_txt_lg;looted_text
31-آثارنا المنهوبة_31_p028_dd1df250;Auction notice for an archaeology sale, with information on VAT, bidding, public viewing, experts, and sale conditions.;Auction notice, printed text on paper, relating to an archaeology sale held at Drouot Richelieu in salles 8 and 9, with lots 1 to 104 sold at 11:00 and lots 105 to 482 sold at 14:00. The text gives public viewing times for Friday 16 January 2009 and Saturday 17 January 2009, names the archaeological expert Christophe Kunicki, and sets out bidding, pre-emption, payment, delivery, and guarantee conditions. It also notes that lots marked with a black square indicate a non-resident seller and are subject to 5.5% VAT in addition to the hammer price and legal fees, refundable on proof of export outside the EEC within one month.;"Rectangular plate of limestone, carved in low relief, depicting men wearing robes with carefully rendered folds; one figure is shown holding a saddle while another sits behind, both with head coverings framing a partial view of the face. The scene is arranged above a pin line and includes two lines of inscription. The source text also mentions marble and refers to the beginning of the Elephants of the Miles."
31-آثارنا المنهوبة_31_p030_267a9cea;"No object is described in the source text; it contains only auction notices and general information about condition reports, dimensions, and sale procedures.";No archaeological object is identified in the source text. The text consists of general auction information and notices concerning the condition of lots, the non-guaranteed nature of dimensions, possible damages or restorations mentioned in catalogue descriptions or condition reports, public viewing times, and sale procedures. No material, typology, period, dimensions, or other object-specific details are provided.;Painting, limestone. A painting made of limestone.
31-آثارنا المنهوبة_31_p031_28432a4b;"Plaque votive en matériau non précisé, rectangulaire, ornée de trois têtes de taureaux de face, chacune surmontée d’un rameau végétal; la tête centrale est flanquée d’une inscription de quatre lettres en caractères sudarabiques.";Plaque votive en matériau non précisé, de forme rectangulaire, ornée de trois têtes de taureaux représentées de face. Chaque tête est surmontée d’un rameau végétal. La tête centrale est flanquée d’une inscription de quatre lettres en caractères sudarabiques. Les dimensions indiquées sont H. 19 cm et L. 50 cm.;"Plaque, bronze, rectangular plaque with a portrait composition in relief, showing three heads in frontal view, described as oak or bull heads, each with a prominent sculptural feature and a vegetal element above the head; the central head is framed by an engraved line and accompanied by an inscription of four characters reading “Bronze.”"
31-آثارنا المنهوبة_31_p032_371c7b9e;Vase votif quadrangulaire, probably stone, pierced with two cupules and engraved on the faces with two lines in South Arabian characters highlighted in red, between friezes of black hatched chevrons.;Vase votif quadrangulaire, probably stone, pierced with two cupules. The faces are engraved with two lines in South Arabian characters highlighted in red, set between friezes of black hatched chevrons. The object is described as votive and quadrangular in form.;"Marble, rectangular object with a square section, carved with two deep cavities on the upper surface with raised rims. One rectangular face bears a one-line rectangular inscription in the strand line, above which is a decorative frame of chain triangles; a distinct mass of stone remains on one side. The inscription reads: (WPB/LTN/RAAA/RAAN/W). Marble. Second half of the first millennium BC."
31-آثارنا المنهوبة_31_p033_b5dd6f23;Object, material not specified, with a diameter of 15 cm. European collection, before 1980.;Object, material not specified, with a diameter of 15 cm. The source identifies it as from a European collection and dated before 1980. No further typological, technical, or condition information is provided in the source text.;Architectural component, bronze: round disk mediated by an eight-pointed star enclosed in a circle, surrounded by a frame of twelve bulls with snail motifs. End of the first millennium BC. Diameter 15 cm.
31-آثارنا المنهوبة_31_p035_52be4054;Circular openwork seal, material not specified, decorated with a lion and an ibex on either side of a five-letter South Arabian inscription. Diameter 1.6 cm.;Circular openwork seal, material not specified, decorated with a lion and an ibex on either side of a five-letter South Arabian inscription. The object is described as rare. Diameter: 1.6 cm. The source text provides no further information on date, provenance, or manufacturing technique.;"Seal, gold. Circular seal with an empty-drilled vent; the face is mediated by an inscription in a rectangular frame, and from top to bottom a dam is carved in reverse motion position. The inscription reads: (m/pn/)."
31-آثارنا المنهوبة_31_p036_224b2bc3;Necklace, gold. Formed of a chain in two parts of braided gold wires supporting a pendant in the form of a bull’s head, flanked by two banded agate beads. Length: 51.5 cm.;Necklace, gold. Formed of a chain in two parts of braided gold wires supporting a pendant in the form of a bull’s head, flanked by two banded agate beads. The necklace has a total length of 51.5 cm. The description identifies the object as an archaeological necklace composed of gold wire elements and decorated with a central bull-head pendant and two banded agate beads.;"Necklace, gold, formed as a spiraled wire with a central pendant representing the head of a hollow bull with short horns; on either side are two beads of planned faith, separated from the pendant by gold rings. Third century BC. Length: 5.15 cm."
31-آثارنا المنهوبة_31_p039_a2395d3d;Altar, stone, quadrangular, sculpted on the front with a bucranium with rounded muzzle surmounted by a pouring channel.;Altar, stone, quadrangular form, sculpted on the front with a bucranium with rounded muzzle surmounted by a pouring channel. The object is described as an altar au taureau and belongs to the archaeology sale lot 172. No dimensions, date, or further technical details are provided in the source text.;"Altar, marble. Cube-shaped altar flattened from the top of a bull’s head, with a clearly stylized form and carved inscription on the edge reading HBL/ML/SL/CTFR. Dated to the 5th–4th centuries BCE. Height: 28.2 cm; width: 8.2 cm."
0-آثارنا المنهوبة_19_p005_bc5c1fc3;Relief, alabaster, Sabean, circa 1st century B.C.-1st century A.D. Carved in raised relief with a panel depicting two facing winged lions flanking a sprouting tree of life.;Relief, alabaster, Sabean, circa 1st century B.C.-1st century A.D. Carved in raised relief with a panel depicting two facing winged lions flanking a sprouting tree of life. Each lion has an arching wing, a leg resting on the tree, a mane rendered as a thin ridge along the top of the neck, a slightly open mouth showing rows of teeth, erect ears, and a raised tail. The scene is bordered above by a band of tongues. Width 15 7/8 in. (40.3 cm).;"Mural, marble, depicting two winged sheep separated by a prominent tree and marked by a band of semi-oval decorative forms; dated to around the 1st century B.C. to the 1st century A.D.; width 15 7/8 in. (40.3 cm)."
0-آثارنا المنهوبة_19_p011_4163a650;Carved soapstone figure, Yemen, 1st-2nd AD, carved as a standing figure with arms outstretched, raised on a block base with incised script. Height 30 cm.;Carved soapstone figure, Yemen, 1st-2nd AD, carved as a standing figure with arms outstretched and raised on a block base with incised script. The figure is made of soapstone and is described as typical of South Arabia. It measures 30 cm high. The source notes that figures of this type were often placed in temples as votive offerings.;Statue, marble. Statue of a standing man with both hands extended toward the ground, standing on a square base with an incised pavilion line. Dated to around the 2nd century. Height 30 cm.
0-آثارنا المنهوبة_19_p013_9c466c62;Statuette, bronze, South Arabian, depicting a dromedary and rider. The rider’s arms are raised and crossed while holding a long cylindrical object, possibly part of a rein.;Statuette, bronze, South Arabian, of a dromedary and its rider. The rider is shown with raised, crossed arms holding a long cylindrical object, possibly part of a rein. The object is described as a very fine South Arabian bronze statuette. South Arabia is identified as a geographical label for a region occupied by the kingdoms of Sabaʼ, Qatabān, Ma‘īn, Ḥaḍramawt, Awsan, and the Himyarite Kingdom, corresponding to an area including modern-day Yemen and extending into Oman, north to the Arabian oasis of Dedan, to Ethiopia, and along the East African coast into modern Tanzania.;"Pendant, gold. Bull-shaped pendant with a perforated hole in the middle, showing the rope coils around the neck and a prominent decorative element on the front. Dated to around the 1st century BC to the 1st century AD. Weight 9.20 g; height 3.3 cm; height 3 cm."
0-آثارنا المنهوبة_19_p014_2fe35087;"Coin, silver. Ancient Greek posthumous tetradrachm of Alexander the Great, featuring the name and types of Alexander. The obverse shows Alexander wearing the Nemean lion-skin headdress associated with Herakles; the reverse depicts Zeus seated left on a throne, holding an eagle and sceptre, with the inscription ΑΛΕΞΑΝΔΡΟΥ.";Coin, silver. Ancient Greek posthumous tetradrachm of Alexander the Great, attributed to the Hellenistic period and associated with the Near East (Western Asiatic) and Southern Europe. The tetradrachm was Alexander’s silver stater, or standard denomination, and was minted in greater numbers than any other Alexander denomination. The obverse depicts Alexander wearing the Nemean lion-skin headdress, one of Herakles’ typical attributes, and the reverse shows the Greek god Zeus seated to the left on a throne, holding an eagle in his right hand and a sceptre in his left. The Greek inscription ΑΛΕΞΑΝ∆ΡΟΥ is written vertically to the right of the figure of Zeus. The text describes the coin as a very rare, posthumous Alexander the Great silver tetradrachm featuring the name and types of Alexander.;Camel statue, marble, depicting a camel in clearly carved marble with a prominent sleeve and an indistinct head, standing on a rectangular base. Dated to around the 3rd century BCE.
0-آثارنا المنهوبة_19_p020_651730f0;Ancient Egyptian antiquities, including shabti, amulets, pottery, scarabs, and terracotta.;Ancient Egyptian antiquities in a range of object types, including shabti, amulets, pottery, scarabs, and terracotta. The source text describes these as part of a wider selection of authentic antiquities from ancient Egypt, the Greek world, and Near Eastern civilizations, with an emphasis on ancient pottery and ancient statuary. No individual object, material composition beyond the named categories, dimensions, date, or condition is provided.;Human figurine, mud, small mud doll with a clear head and an unclear body. Prehistoric. Height 120 millimeters.
0-آثارنا المنهوبة_19_p025_1f5cf1a6;Auction platform listing for jewelry, art, antiques, and other items.;Auction platform listing for jewelry, art, antiques, and other items. The source text identifies the platform as BidSpirit Israel and indicates that it offers auctions in these categories, but provides no specific object description, material, typology, dimensions, period, or other technical details.;Glass, bronze, with a suffocating form covering the fat, decorated with a prominent sculptural inscription in skeleton line composed of four lines. Height 10.5 cm. Dated to the 3rd–2nd century BCE.
0-آثارنا المنهوبة_19_p026_c8fa5e2c;Auction platform reference for jewelry, art, antiques, and other items.;Auction platform reference for jewelry, art, antiques, and other items. The source text identifies BidSpirit Israel as an auction sales platform and lists general categories including jewelry, art, and antiques, but provides no specific object, material, typology, dimensions, period, or other archaeological or museum object data.;"Bust, bronze, of a man wearing a helmet, with a clearly modeled face, straight mouth, and shoulders indicated by a maple-like ligament; the lower part is missing. Height 14 cm. Dated to about the 1st century BCE."
0-آثارنا المنهوبة_19_p027_9cd828cf;Auction platform reference, not an archaeological object.;"Auction platform reference, not an archaeological object. The source text identifies ""BidsSpirit Israel"" and mentions auctions of jewelry, art, antiques, and more, but provides no object type, material, dimensions, period, technique, or other descriptive archaeological information.";"Scorpion, bronze, clearly salty, with four legs, the fourth broken, and a body ending in an upraised tail. Around the 3rd–2nd century B.C.E. Length 10 cm; weight 118.9 g."
0-آثارنا المنهوبة_19_p028_9666997a;Auction house listing for jewelry, art, antiques, and other items.;Auction house listing for jewelry, art, antiques, and other items. No specific object, material, typology, dimensions, or period is provided in the source text.;Tombstone, marble. White marble tombstone carved with a male face in relief, showing clear eyes, possibly with two stone eyebrows above them, a straight line for the brows, a prominent nose, a protruding mouth, and upper lips with holes representing a moustache and chin. Dated to the 3rd–2nd century BCE.
0-آثارنا المنهوبة_19_p031_730dfa3d;Auction platform listing for jewelry, art, antiques, and related items.;Auction platform listing for jewelry, art, antiques, and related items. No specific object, material, typology, dimensions, period, or technical description is provided in the source text.;"Tombstone, stone, rectangular, with a sculpted human face in relief showing the eyes, nose, and mouth aligned in a straight line; the lower part bears an inscription in blade line with a third letter, possibly the name of the deceased. Dimensions: 11 x 28 cm. Dated to the 3rd to 1st century BCE. Condition: good."
0-آثارنا المنهوبة_19_p032_93ced4b7;Auction platform text, not an archaeological object record.;The source text identifies a commercial auction platform in Israel offering jewelry, art, antiques, and other items. It does not describe a specific object, material, typology, dimensions, period, or technique, and therefore does not provide sufficient information for an archaeological object record.;Mural, marble, with decorative relief elements including vegetative, animal, and architectural motifs. The composition features two imaginary windows formed by three overlapping rectangles rising from the right side, a sculpted bull on the head of a corn leaf, and on the left side a two-letter pile of an accelerator (and d) with a prominent long-horned bull extending to both sides. Around 500 B.C. Dimensions: 17 cm x 16.5 cm.
0-آثارنا المنهوبة_19_p034_24273a1d;"Auction platform, not an archaeological object; no material, typology, or dimensions are provided.";Auction platform, not an archaeological object. The source text identifies BidSpirit Israel as an auction service for jewellery, art, antiquities, and other items. No object type, material, technique, period, dimensions, or other descriptive archaeological information is provided.;"Statue, material not specified, depicting a horse with a rider seated on its back. The horse is shown with clear features, one foreleg raised in a parade stance. The rider is represented wearing clothes, with a sword at the waist; one hand is broken and missing."
0-آثارنا المنهوبة_19_p035_bf482bed;Auction platform listing for jewelry, art, antiques, and other items.;Auction platform listing for jewelry, art, antiques, and other items. No specific object, material, typology, dimensions, or period is provided in the source text.;Necklace, material not specified, in bull shape.
0-آثارنا المنهوبة_21_p001_6adec507;Pendant, gold, in the form of a winged genius. The object is attributed to the Himyarite period.;Pendant, gold. Jewellery in the form of a winged genius, described as a pendant. The object is attributed to the Himyarite period. No inventory number is given. The source text also notes a reference to Yule, Himyar 2007, 136, Fig. 97 right.;Necklace, gold, in the form of a statue of a naked, winged woman. The object is made of gold of a unique kind and is described as being dominated by an art style characterized by a complex composition.
0-آثارنا المنهوبة_21_p002_6e218938;"Candlestick, gilt-copper (tombak), Ottoman, Turkey, dated Dhu'l-Hijja 945 AH/May 1539 AD. The large truncated conical body is surmounted by a flat drip tray, with a tall ridged cylindrical neck and tapered ridged candle holder; the base of the body bears a finely engraved thuluth inscription.";"Candlestick, gilt-copper (tombak), Ottoman, Turkey, dated Dhu'l-Hijja 945 AH/May 1539 AD. The object has a large truncated conical body surmounted by a flat drip tray, a tall ridged cylindrical neck, and a tapered ridged candle holder. The base of the body is engraved with a thuluth inscription recording the endowment of the candlestick by Usta Ibrahim, described as the head cauldron maker and servant of Sultan Suleyman Khan, to the ""tomb of His Holiness the Sultan of Prophets."" The inscription gives the date as the middle of Dhu'l-Hijja 945 AH, corresponding to May 1539 AD. The text identifies the object as an Ottoman courtly metalwork piece associated with Suleyman the Magnificent.";Candlestick, copper alloy, large candlestick of sect form, commissioned by a man of the legal tiles of Solomon, Turkey, Ottoman. Dated to the month of Al-Hajjay 945 AH / May 1539 CE. Height 47.5 cm.
0-آثارنا المنهوبة_21_p012_cb36e5e4;Figure of a female worshiper, calcite-alabaster, South Arabian, dated to the 2nd century BCE–1st century CE.;Figure of a female worshiper, calcite-alabaster, South Arabian sculpture, dated to the 2nd century BCE–1st century CE. The object is identified as a statuette within the corpus of South Arabian sculpture, which is described as relatively small in variety. The source text provides no further technical or contextual details beyond the material, cultural attribution, and date.;Human statue, marble stone, small, standing on a thin rectangular base, with the hands extended forward and broken, and with empty eyes filled with cream stone. Dimensions: 13 3/8 × 4 3/4 × 4 5/16 in. (34 × 12 × 11 cm). Dated to the 2nd century BCE or 1st century CE.
0-آثارنا المنهوبة_21_p013_5466316d;Stela, calcite-alabaster, South Arabian, mid 2nd century CE. Trapezoidal stela with a concave top, inserted into a separate base, inscribed with the transliteration Qsdm / grbm.;Stela, calcite-alabaster, South Arabian, mid 2nd century CE. Trapezoidal stela with a concave top, inserted into a separate base. The object is made of calcite-alabaster from South Arabia and measures 15 x 10 x 8.4 cm (H: 5 7/8 x W: 3 15/16 x D: 3 5/16 in.). It bears an inscription transliterated as Qsdm / grbm, translated as Qesdem of the Gherbem clan. The recorded provenance notes Sotheby's, London, between 1963 and 1971. The object was cleaned on 5/4/2008.;"Tombstone, marble, with a rectangular base and a single-line engraved inscription; polished marble stone. Dimensions: 5 7/8 x 3 15/16 x 3 5/16 in. (15 x 10 x 8.4 cm). Mid-2nd century."
0-آثارنا المنهوبة_21_p014_587c3579;"Head of Lady Helqeb, calcite-alabaster, South Arabian sculpture, 1st century CE. Sculpted stone head mounted on a base, from South Arabia; inscription on base: Hlqb Dt / Wqs.";Head of Lady Helqeb, calcite-alabaster, South Arabian sculpture, 1st century CE. Sculpted stone head from South Arabia, carved in calcite-alabaster and mounted on a base. The object measures 24 x 11 x 7 cm (H: 9 7/16 x W: 4 5/16 x D: 2 3/4 in.). An inscription on the base reads: Hlqb Dt / Wqs. The source text notes that sculpted stone heads mounted on bases and placed in the vestibules of burial chambers were common in the cemetery of Timna', capital of the kingdom of Qataban.;"Human statue head, marble stone, with a long neck encircled by three drifting lines; the face is partially preserved, with a broken nose and Lusitanian eyes. The head is associated with a limestone base bearing a two-line inscription and a two-line blade. Dimensions: 9 7/16 × 4 5/16 × 2 3/4 in. (24 × 11 × 7 cm)."
0-آثارنا المنهوبة_21_p015_8de652d6;Stela, calcite-alabaster, South Arabian, 3rd century BCE-1st century CE. The stela has an unusual raised band-like frame and a bull's head in raised relief.;Stela, calcite-alabaster, South Arabian, 3rd century BCE-1st century CE. This stela is carved in calcite-alabaster and features an unusual raised band-like frame. The bull's image is executed in raised relief. It was probably not inserted in a base but placed in a wall niche in a tomb. An inscription is present, transliterated as 'rsm (or) 'rst and translated as 'Resem (or) 'Reset. The recorded measurements are H: 6 13/16 x W: 3 13/16 x D: 1 9/16 in. (17.3 x 9.7 x 4 cm).;Mural, marble, 3rd century BCE. Fragmentary mural stone, broken straight across, preserving half of the composition with Thor’s head appearing in the middle. Inscribed with a single-line engraving reading “1-A-R-S.” Dimensions: 6 13/16 × 3 13/16 × 1 9/16 in. (17.3 × 9.7 × 4 cm).
0-آثارنا المنهوبة_21_p016_7c432e20;Stela, calcite-alabaster, South Arabian, 2nd-1st century BCE. The stela depicts a seated woman on a folding stool with a cushioned seat.;Stela, calcite-alabaster, South Arabian, 2nd-1st century BCE. The object depicts a woman seated on a folding stool with a cushioned seat. An inscription is present, transliterated as Hywt /Dmrn. The material is identified as calcite-alabaster from South Arabia.;"Mural, marble stone, irregular plaque form, depicting a seated figure on a chair with the left hand raised and the right hand extended backward; beneath the figure is an inscription in a single line on the baseline reading “hj and t/t mr n.” Dimensions: 22.5 × 14.5 × 4 cm (8 7/8 × 5 11/16 × 1 9/16 in.). Dated to the second century BC."
0-آثارنا المنهوبة_21_p026_e8ab5e07;Pendant with human face, iron, South Arabian, 1st-5th century CE. The oval plaque features a male head wearing an elaborate headdress resembling the Macedonian kausia.;Pendant with human face, iron, South Arabian, 1st-5th century CE. The object is an oval plaque depicting a male head with an elaborate headdress resembling the Macedonian kausia, a flat hat. The pendant is dated broadly to the 1st-5th century CE and is attributed to South Arabia. Similar pendants were made in the Roman Empire, but it is not possible to determine from the source whether this example reached South Arabia as an import or was made locally after a foreign model. The recorded dimensions are 6.8 x 4 x 2.5 cm.;Necklace, iron, in the form of a human head wearing a turban, with a master maker above the necklace and a hole in the upper part. 1st to 5th century AD. Dimensions: 2 11/16 x 1 9/16 x 1 in. (6.8 x 4 x 2.5 cm).
0-آثارنا المنهوبة_21_p031_bcd0f28f;Object type and main material are not explicitly identified in the source text. The text refers to a Roman marble head of a youth wearing a laurel wreath, sold for $504,000 against an estimate of $40,000 to $60,000.;Object type and main material are not explicitly identified in the source text. The available description identifies the object as a Roman marble head of a youth wearing a laurel wreath, dated to the Roman period and sold for $504,000 against an estimate of $40,000 to $60,000. No further technical details, dimensions, or condition information are provided in the source text.;"Human statue, material not specified, depicting a standing man in an upright pose with clear facial features; height 41.28 cm."
0-آثارنا المنهوبة_28_p001_aeebab61;Plaquette, bronze, South Arabian. H 7.4 cm, W 8.5 cm, D 0.9 cm.;Plaquette, bronze, South Arabian. The object is made of bronze and is recorded with dimensions of H 7.4 cm, W 8.5 cm, and D 0.9 cm. The place of discovery is South Arabia.;"Metal board, metal, with dimensions 7.4 x 8.5 x 0.9 cm and 81 g; recorded as SEM 133 and Via 1894."
0-آثارنا المنهوبة_28_p002_c27fb803;Object, bronze. South Arabian fitting from South Arabia, measuring H 5.1 cm, W 4.2 cm, D 0.25 cm, and weighing 24.12 g. Provenance: acquired in 1894 from the Glaser collection.;Object, bronze. South Arabian fitting from South Arabia. The object is recorded as a fitting (Beschlag) and is made of bronze. Its dimensions are H 5.1 cm, W 4.2 cm, D 0.25 cm, with a weight of 24.12 g. The record notes provenance as having been taken over in 1894 from the Glaser collection. The source also includes the inventory reference SEM 141 and identifies the holding as the Egyptian Collection, but no further typological or chronological details are provided.;"Metal board, metal, with dimensions 5.1 x 4.2 x 0.25 cm; marked “SEM 141 . 24.12 – VIa 1894” and “0.25 24.12 – VIa 1894.”"
0-آثارنا المنهوبة_28_p004_558dd6e7;Lamp, bronze, South Arabian, probably 1st-3rd century. The lamp has an elongated oil reservoir and a curved handle rising from the back wall, decorated with the forepart of a leaping ibex.;Lamp, bronze, South Arabian, probably 1st-3rd century. The object consists of an elongated oil reservoir and a curved handle projecting from the back wall of the reservoir. The handle is decorated with the forepart of a leaping ibex. The ibex is a significant motif in ancient South Arabian iconography, where it was associated with the moon god. Dimensions: H. 34 cm, L. 25.5 cm, W. 11 cm. Findspot: Shabwa, Yemen. Provenance: acquired in 1900 from the South Arabia expedition of 1898-1899.;Object type not specified, material not specified. Inventory/reference information: SEM 694.34. Dimensions recorded as 25.5 x 11. Dated VIa: 1900 and 1898–1899. Marked “Sacrificed.”
0-آثارنا المنهوبة_28_p005_0ecce4f0;Votive offering, bronze, from South Arabia. Statuette of a mouse, measuring H 2.5 cm, W 6.6 cm, D 1.7 cm.;Votive offering, bronze, from South Arabia. Statuette of a mouse, recorded as a South Arabian object and described as a votive gift. The object measures 2.5 cm in height, 6.6 cm in width, and 1.7 cm in depth. Provenance note: acquired from the Glaser collection in 1894.;Mouse statue, bronze. Small bronze statue of a mouse with a clearly defined head and ears, a rounded body, and a short tail. Dated to the 1st century BC.
0-آثارنا المنهوبة_28_p006_b6ac7e93;Relief, limestone, South Arabian culture, from South Arabia. The relief depicts a man with a moustache and a hair wreath. It dates to around 500 CE and is in the Egyptian Collection, inv. SEM 692.;Relief, limestone, South Arabian culture, from South Arabia. The object measures H 30 cm, W 45.5 cm, D 8.6–9.7 cm, and weighs 25.1 kg. It depicts a man with a moustache and a hair wreath. The relief is dated to around 500 CE and is recorded in the Egyptian Collection under inv. SEM 692. Provenance note: acquired in 1900 from the South Arabia expedition of 1898–1899.;Object, material not specified, with dimensions 500 x 30 x 45.5 x 8.6–9.7 x 25.1–, inventory number SEM 692, dated 1900 (1898–1899).
0-آثارنا المنهوبة_28_p007_7f5ed1e5;Inscription, South Arabian, limestone, from Riyam. The object measures H 79 cm, W 48 cm, D 13 cm and dates to the early 3rd century.;Inscription, limestone, South Arabian, from Riyam. This contractual stele is made of limestone and measures H 79 cm, W 48 cm, D 13 cm. It is dated to the early 3rd century. The provenance note states that it was acquired in 1894 from the Glaser collection.;"Inscribed stone, stone, rectangular, with 27 lines of inscription; engraved with a clear line and an engraving damaged at the edges."
0-آثارنا المنهوبة_28_p008_fefb8c59;Dachrinne, Kalkstein, südarabisch, aus Südarabien. Maße: H 6 cm, B 22,5 cm, T 47,2 cm. Zeit: 1.–3. Jahrhundert.;Dachrinne, Kalkstein, südarabisch, aus Südarabien. Die Regenrinne ist mit einem Stierkopf versehen. Maße: H 6 cm, B 22,5 cm, T 47,2 cm. Datierung: 1.–3. Jahrhundert. Provenienz: 1894 aus der Sammlung Glaser übernommen.;"Altar, limestone. Rectangular altar with a bull’s head carved on the front; a long central incision extends from the body of the altar up to the head of the bull, described as a maze."
0-آثارنا المنهوبة_28_p010_29618710;Placeholder solution using Anubis proof-of-work to protect a website from aggressive scraping and to reduce the need to present challenge pages to likely legitimate users.;Placeholder solution using Anubis proof-of-work to protect a server against aggressive scraping by AI companies. The system is described as a temporary measure intended to allow more time for fingerprinting and identifying headless browsers, for example through font rendering behavior, so that challenge proof-of-work pages do not need to be shown to users more likely to be legitimate. It uses a Proof-of-Work scheme in the vein of Hashcash, a proposed proof-of-work method for reducing email spam. The text notes that Anubis requires modern JavaScript features and that plugins such as JShelter may disable them, which can cause downtime and make website resources inaccessible to all users.;Marble wall fragment with relief decoration, carved in marble stone, preserving a sculptural composition of visible motifs including written forms, vegetal ornament, animal figures, five bull heads with short horns arranged on both sides, and bird imagery. The decoration is divided by a blade-like line and includes a central inscription-like element, surrounded by vegetal ornament with grape clusters, birds feeding on grapes, plant forms, and a clearly rendered bull head with small birds also shown eating grapes.
0-آثارنا المنهوبة_28_p012_b3929ea9;"No object is described in the source text; the text concerns Anubis, a proof-of-work protection system for websites.";No archaeological object, material, typology, dimensions, period, or manufacturing technique is described in the source text. The text instead explains that Anubis is used as a placeholder solution to protect a server against aggressive scraping, employing a proof-of-work scheme in the vein of Hashcash. It also notes that the system relies on modern JavaScript features and may be affected by plugins such as JShelter, which can cause downtime and restrict access to website resources.;Inscription, stone: rectangular stone inscription with three lines of carved text.
0-آثارنا المنهوبة_28_p021_0c783b35;Placeholder solution using Anubis proof-of-work to protect a website from aggressive scraping and to reduce the need to present challenge pages to likely legitimate users.;Placeholder solution using Anubis proof-of-work to protect a website against aggressive scraping by AI companies. The system is described as a temporary measure intended to allow more time for fingerprinting and identifying headless browsers, for example through font rendering behavior, so that challenge proof-of-work pages do not need to be shown to users more likely to be legitimate. Anubis uses a proof-of-work scheme in the vein of Hashcash, a proposed proof-of-work method for reducing email spam. The text notes that the system requires modern JavaScript features and that plugins such as JShelter may disable them, which can cause downtime and make website resources inaccessible to all users.;"Object type not specified; material not specified. The source text does not provide sufficient information to identify the object, its material, form, technique, dimensions, or period."
0-آثارنا المنهوبة_28_p027_49196eb4;Relief in alabaster, carved in bas-relief and champlevé, depicting a bird and a bunch of grapes. Provenance: Yemen.;Relief in alabaster, executed in bas-relief and champlevé, with a decorative motif of a bird and a bunch of grapes. The object is recorded as coming from Yemen. Acquisition mode: purchase. The source text also mentions Yves Calvet.;"Carving, marble, rectangular in shape, with a prominent sculpted large bird depicted feeding on grapes; marked with an engraved line. Dimensions include 4.6 cm."
0-آثارنا المنهوبة_28_p028_76ccf6a0;"Figurine, bronze, depicting a horse with a child rider. The object was acquired by donation and is held by the Musée du Louvre, Département des Antiquités orientales; current location: Musée d'Archéologie Méditerranéenne - Centre de la Vieille Charité, Marseille, France.";Figurine, bronze, depicting a horse, a child, and a rider. The object was acquired by donation (don), with committee/commission date 12/12/1912 and council date 13/01/1913. It is owned by the State and held by the Musée du Louvre, Département des Antiquités orientales. The current location is Marseille (France), Musée d'Archéologie Méditerranéenne - Centre de la Vieille Charité. The place of origin is given as Yemen, Ali Aqil, Azza.;"Statue, bronze. Small statue of a horse in motion with a child rider, the child shown in a pose consistent with the horse’s movement and raising both hands upward and to the side. The horse is missing the limbs of both forelegs and hind legs. Recorded dimensions: 8.4 x 6.2 x 8.5 cm; fish 4.2 cm."
0-آثارنا المنهوبة_28_p029_e567a978;"Figurine, bronze, depicting a horse, child, and rider. Acquired by donation and held by the Musée du Louvre, Département des Antiquités orientales; current location Marseille, Musée d'Archéologie Méditerranéenne - Centre de la Vieille Charité.";Figurine, bronze. The object is described as a figurine with the features horse, child, and rider. It was acquired by donation (don) and is owned by the State, held by the Musée du Louvre, Département des Antiquités orientales. The current location is Marseille (France), Musée d'Archéologie Méditerranéenne - Centre de la Vieille Charité. The source also records the place Yémen, Ali Aqil, Azza.;Tombstone, marble. Grave marker in the shape of a human face, with engraved oval eyes, measured eyebrows, a sharply defined nose with clear lines, and an applied mouth.
0-آثارنا المنهوبة_28_p031_19978641;"Figurine, bronze, depicting a horse with a child rider. The object was acquired by donation and is held by the Musée du Louvre, Département des Antiquités orientales; current location: Marseille, Musée d'Archéologie Méditerranéenne - Centre de la Vieille Charité.";Figurine, bronze, depicting a horse, a child, and a rider. The object was acquired by donation, with committee date 12/12/1912 and council date 13/01/1913. It is owned by the State and held by the Musée du Louvre, Département des Antiquités orientales. Current location: Marseille (France), Musée d'Archéologie Méditerranéenne - Centre de la Vieille Charité. Place of origin or associated place: Yemen, Ali Aqil, Azza.;Tombstone, marble, carved with a human face in relief, showing a clear facial outline, prominent pupils, a visible nose, open lips, and ears indicated on both sides of the head by parallel curved lines. Dated to the 3rd–1st century BC, with a further attribution to the 1st century.
0-آثارنا المنهوبة_4_p001_27d081fd;Coin, silver/gold, Sabean silver drachma, dated 300 BCE–200 CE.;Coin, silver/gold, Sabean silver drachma, dated 300 BCE–200 CE. The object is identified as a Sabean silver drachma and is described as made of silver/gold. The Sabeans were a Semitic people who lived in the southwest corner of the Arabian Peninsula in Saba (modern Yemen). Inventory number FJ.5730 is given in the source text.;Ring, gold. Relatively large ring with a silver slice bearing an owl polish. Barkat House missing. A show in a pool house.
