artifact_id;pdf_name;page_num;link;text_for_matching;text_for_matching_web;price;currency;wb_txt_shrt;wb_txt_lg;pdf_upgrd_description;type;detail;material;iconography;period_general;period_precise
31- _31_p011_4c06705e;31- _31.pdf;11;https://www.pba-auctions.com/lot/1401/422842-main-droite-provenant-dune-statue-grandeur-nature-les-doigts;11 10 . : 3 . PERRE BERGE & Associes A human statue. The bronze palm of the right hand is of natural size, long fingers, covered with a green layer of bronze rust. Bronze. For the second half of the Alvey before the Miles. Longitude: 13 cm. PERRE BERGE & Associes;Lot n° 665 Aller au lot Estimation : 4500 - 4800 EUR Résultats sans frais Résultat : 4 500EUR Main droite provenant d'une statue grandeur nature, les doig - Lot 665 Main droite provenant d'une statue grandeur nature, les doigts légèrement repliés. AVIS IMPORTANT : Pour les lots dont le vendeur est non - résident (lots signalés par ) l'adjudicataire paiera une TVA de 5,5% en sus de l'adjudication, en sus des frais légaux (le montant de cette TVA sera remboursé sur présentation de la preuve d'exportation hors CEE, dans un délai maximum d'un mois). L_13 cm Informations sur la vente - Archéologie Archéologie Expositions publiques : Drouot Richelieu, salle 7 (n°1 à 429) Mardi 27 mai 2008 de 11 H à 18 H Mercredi 28 mai 2008 de 11 H à 12 H Drouot Richelieu, salle 9 (n°430 à 858) Mercredi 28 mai 2008 de 11 H à 18 H Jeudi 29 mai 2008 de 11 H à 12 H Experts : ARCHÉOLOGIE Christophe Kunicki T. Should Pierre Bergé & associés recognise two simultaneous bids on an object, the lot will be put up for sale again and all those present in the saleroom may participate in this second opportunity to bid. In such a case, a representative of the French State announces the exercise of the pre - emption right durin g the auction and immediately after the lot has been sold, and this declaration will be recorded in the official sale record. Conformément aux dispositions de l'article 321 - 4 du code de commerce l'astérisque (*) suivant certains lots indique qu'ils sont la propriété d'un des associés de la société Pierre Bergé & associés. If payment is made by cheque or by wire transfer, the objects can only be delivered once the full amount has been received in our account, the buyer becoming the owner only at this moment. BIDS Biddin g will be in accordance with the lot numbers listed in the catalogue or as announced by Pierre Bergé & associés, and will be in increments determinated by the auctioneer.;4500;EUR;Sculptural fragment, stone, main right hand from a life-size statue, with the fingers slightly bent. Height 13 cm.;Sculptural fragment, stone, main right hand from a life-size statue, with the fingers slightly bent. The object is described as a right hand originating from a life-size statue, preserving the fingers in a slightly flexed position. The recorded height is 13 cm.;Statue, bronze: human statue preserving the bronze palm of the right hand, rendered at natural size with long fingers and covered with a green layer of bronze corrosion. Length: 13 cm.;sculpture;statue;bronze;human;unknown;unknown
31- _31_p012_36e90747;31- _31.pdf;12;https://www.pba-auctions.com/lot/13968/2643643-orient-stele-iconique-de-type-myriam-elle-represente-le;12 11 . – : 26 PERRE BERGE & Associes – : 26 PERRE BERGE & Associes A human statue. The head of the statue of the woman is clear, the salt is clear, it is well done. The eyes are oval, and it was stacked, the eyebrows are bowed and raised, the nose is prominent and sharp with a rinse at the end, and the mouth is a curved line.;194-195, n° 270 Informations sur la vente - Archéologie Archéologie Expositions publiques: Mercredi 28 Novembre de 11 heures à 18 heures Jeudi 29 Novembre de 11 heures à 18 heures Vendredi 30 Novembre de 11 heures à 12 heures Téléphone pendant l'exposition publique: Tél.: +33 (0)1 48 00 20 01 Experts : Christophe Kunicki Tél.: +33 (0)1 43 25 84 34 c.kunicki@orange.fr Conditions de vente - Archéologie CLIQUEZ ICI POUR TÉLÉCHARGER LES CONDITIONS DE VENTES Mes ordres d'achat Informations sur la vente Conditions de vente Retourner au catalogue Lot n° 501 Aller au lot Estimation : 13000 - 15000 EUR ORIENT - Lot 501 ORIENT STÈLE ICONIQUE DE TYPE MYRIAM. Les oreilles plaquées sont traitées de façon géométrique, les sourcils incisés surmontent des yeux ovales incrustés de calcite;;;Stèle iconique en pierre de type Myriam, with ears treated geometrically, incised eyebrows, and oval eyes inlaid with calcite.;Stèle iconique en pierre de type Myriam. The ears are applied and treated in a geometric manner, the eyebrows are incised, and the eyes are oval and inlaid with calcite. The source text provides no further information on dimensions, date, provenance, or technique beyond the described carved and inlaid features.;Statue, material not specified. Human statue depicting a woman, with a clearly rendered head and well-executed features. The eyes are oval, the eyebrows are arched and raised, the nose is prominent and sharp with a rounded end, and the mouth is represented by a curved line.;sculpture;statue;unknown;human;unknown;unknown
31- _31_p013_2f2416a9;31- _31.pdf;13;https://www.pba-auctions.com/lot/20619/4389742;13 12  : PERRE BERGE & Associes - : PERRE BERGE & Associes A human statue. The head of a statue of the stone of the marble, clearly salty;Because of their age and their nature, many lots are not in their original condition and some descriptions in the catalogue or in the condition report may, in some cases, mention damages and / or restoration References in the catalogue description, or in the condition report, on an accident or a restoration are made to facilitate the inspection by potential bidders and are subject to the assessment that must be the result of a personal examination by the buyer or his appropriate representative. H_17 cm Informations sur la vente - ARCHÉOLOGIE Expositions publiques Jeudi 27 novembre de 11 heures à 18 heures Vendredi 28 novembre de 11 heures à 18 heures Samedi 29 novembre de 11 heures à 12 heures Thursday November 27th from 11:00 am to 6:00 pm Friday November 28th from 11:00 am to 6:00 pm Saturday November 29th from 11:00 am to 12:00 am Téléphone pendant l'exposition publique T. AVIS IMPORTANT: Pour les lots dont le vendeur est non - résident, l'adjudicataire paiera une TVA de 5,5% en sus de l'adjudication (lots signalés par) (le montant de cette TVA sera remboursé sur présentation de la preuve d'exportation hors CEE, dans un délai maximum d'un mois). Should Pierre Bergé & associés recognise two simultaneous bids on an object, the lot will be put up for sale again and all those present in the saleroom may participate in thissecond opportunity to bid. Lot n° 174 Aller au lot Estimation : 3500 - 4500 EUR Résultats sans frais Résultat : 3 300EUR TÊTE DE STATUE. Les informations relatives aux dimensions d'un lot figurant dans la description du catalogue ou dans le rapport d'état sont communiquées à titre indicatif et ne sont pas garanties. Du fait de leur ancienneté et de leur nature, de nombreux lots ne sont pas dans leur état d'origine et certaines descriptions figurant au catalogue ou rapport d'état peuvent dans certains cas faire mention d'un dommage et/ ou d'une restauration. Les références faites dans la description du catalogue ou dans le rapport d'état relatives à un accident ou à une restauration, sont faites pour faciliter l'inspection par l'enchérisseur potentiel et sont soumises à l'appréciation devant résulter d'un examen personnel de l'acheteur ou de son représentant compétent.;3300;EUR;Statue head, material not specified, H. 17 cm.;Statue head, material not specified, height 17 cm. The catalogue entry provides no further technical or typological details beyond the object designation and measurement.;Statue head, marble, human figure, carved in stone. The object is described as the head of a statue, with a human form, made of marble.;sculpture;statue;marble;human;unknown;unknown
31- _31_p014_e0f6de98;31- _31.pdf;14;https://www.pba-auctions.com/lot/1401/422830-tete-de-statuette-represe%0Antant-le-visage-dun-homme-barbu-il;;;;;;;;sculpture;statue;marble;human;Late Antiquity;unknown
31- _31_p015_c0b28629;31- _31.pdf;15;https://www.zacke.at/auction/lot/lot-61---a-rare-alabaster-head-of-a-wo-man-ancient-kingdom-of-saba/?lot=86586&so=4&st=yemen&sto=0&au=&ef=&et=&ic=;;;;;;;;object;unknown;unknown;none;unknown;unknown
31- _31_p016_f4871bc9;31- _31.pdf;16;https://www.pba-auctions.com/lot/1401/422834-rare-portrait-de-dignitaire-le-visage-a-lair-melancolique;16 15 . : 23 . PERRE BERGE & Associes : 23 . PERRE BERGE & Associes A human statue. The head of the statue of a man of the marble, white-shaped and clear-cut, looks gloomy. The eyes are carved semi-oval and were two restaurants, with eyebrows above them with clear eyebrows. The nose is pierced, the mouth with full and limp lips, and the ears are clear on both sides of the head and pierced. The hairstyle consists of short adhesives arranged as squares and rectangles, and the neck is wide. Marble.;AVIS IMPORTANT : Pour les lots dont le vendeur est non - résident (lots signalés par ) l'adjudicataire paiera une TVA de 5,5% en sus de l'adjudication, en sus des frais légaux (le montant de cette TVA sera remboursé sur présentation de la preuve d'exportation hors CEE, dans un délai maximum d'un mois). H_23 cm Informations sur la vente - Archéologie Archéologie Expositions publiques : Drouot Richelieu, salle 7 (n°1 à 429) Mardi 27 mai 2008 de 11 H à 18 H Mercredi 28 mai 2008 de 11 H à 12 H Drouot Richelieu, salle 9 (n°430 à 858) Mercredi 28 mai 2008 de 11 H à 18 H Jeudi 29 mai 2008 de 11 H à 12 H Experts : ARCHÉOLOGIE Christophe Kunicki T. Should Pierre Bergé & associés recognise two simultaneous bids on an object, the lot will be put up for sale again and all those present in the saleroom may participate in this second opportunity to bid. In such a case, a representative of the French State announces the exercise of the pre - emption right durin g the auction and immediately after the lot has been sold, and this declaration will be recorded in the official sale record. Lot n° 657 Aller au lot Estimation : 12000 - 15000 EUR Résultats sans frais Résultat : 12 000EUR Rare portrait de dignitaire. Conformément aux dispositions de l'article 321 - 4 du code de commerce l'astérisque (*) suivant certains lots indique qu'ils sont la propriété d'un des associés de la société Pierre Bergé & associés. If payment is made by cheque or by wire transfer, the objects can only be delivered once the full amount has been received in our account, the buyer becoming the owner only at this moment. BIDS Biddin g will be in accordance with the lot numbers listed in the catalogue or as announced by Pierre Bergé & associés, and will be in increments determinated by the auctioneer.;;;Portrait of a dignitary, height 23 cm.;Portrait of a dignitary, height 23 cm. The source text identifies the object as a rare portrait of a dignitary and gives its height as 23 cm. No further information is provided in the source text regarding material, technique, date, provenance, or condition.;Human statue, marble. Statue of a man carved in white marble, with a clearly shaped and sharply cut head. The face is described as gloomy, with semi-oval carved eyes, eyebrows above the eyes, a pierced nose, full and relaxed lips, and ears clearly indicated on both sides of the head and pierced. The hairstyle consists of short locks arranged in square and rectangular forms, and the neck is broad.;sculpture;statue;marble;human;Late Antiquity;unknown
31- _31_p017_aa106c3f;31- _31.pdf;17;https://www.pba-auctions.com/lot/26527/5971829-tete-masculine-tete-de-statue-representant-un-homme-jeune-le;17 16 . – : PERRE BERGE & Associes . – 8 . – 8 . A human statue. The head of a bronze statue represents a young man with a clear glimpse. The eyes of Lozeta are the highlights of the gardens, the nose is straight, and the mouth is full of lips. The hair is lined up in features that end up with forward and side wrinkles, and the head is coated with a vegetarian wreath mediated by a decorative element. Bronze.;Because of their age and their nature, many lots are not in their original condition and some descriptions in the catalogue or in the condition report may, in some cases, mention damages and / or restoration References in the catalogue description, or in the condition report, on an accident or a restoration are made to facilitate the inspection by potential bidders and are subject to the assessment that must be the result of a personal examination by the buyer or his appropriate representative. AVIS IMPORTANT : Pour les lots dont le vendeur est non - résident, l'adjudicataire paiera une TVA de 5,5% en sus de l'adjudication (lots signalés par ) (le montant de cette TVA sera remboursé sur présentation de la preuve d'exportation hors CEE, dans un délai maximum d'un mois). Should Pierre Bergé & associés recognise two simultaneous bids on an object, the lot will be put up for sale again and all those present in the saleroom may participate in thissecond opportunity to bid. Les informations relatives aux dimensions d'un lot figurant dans la description du catalogue ou dans le rapport d'état sont communiquées à titre indicatif et ne sont pas garanties. Du fait de leur ancienneté et de leur nature, de nombreux lots ne sont pas dans leur état d'origine et certaines descriptions figurant au catalogue ou rapport d'état peuvent dans certains cas faire mention d'un dommage et/ ou d'une restauration. Les références faites dans la description du catalogue ou dans le rapport d'état relatives à un accident ou à une restauration, sont faites pour faciliter l'inspection par l'enchérisseur potentiel et sont soumises à l'appréciation devant résulter d'un examen personnel de l'acheteur ou de son représentant compétent. Information on the dimensions of a lot shown in the catalogue description or in the condition report is intended as information only and is not guaranteed. In such a case, a representative of the French State announces the exercise of the pre-emption right during the auction and immediately after the lot has been sold, and this declaration will be recorded in the official sale record.;;;Auction notice, text on paper, concerning condition, dimensions, bidding, VAT, and pre-emption rights.;Auction notice, text on paper, giving general sale conditions and catalogue disclaimers. It states that, because of age and nature, many lots are not in their original condition and that catalogue or condition report descriptions may mention damage and/or restoration for inspection purposes only. It also notes that dimensions are provided for information only and are not guaranteed. The text includes a notice that for lots sold by a non-resident seller, the buyer must pay 5.5% VAT in addition to the hammer price, refundable upon proof of export outside the EEC within one month. It further states that if two simultaneous bids are recognized, the lot will be offered again, and that a representative of the French State may exercise the pre-emption right during the auction, with the declaration recorded in the official sale record.;Human statue, bronze. Head of a bronze statue representing a young man with a clear gaze the eyes are prominent, the nose is straight, and the mouth has full lips. The hair is arranged in strands ending in forward and side waves, and the head is crowned with a vegetal wreath surmounted by a decorative element.;sculpture;statue;bronze;human;unknown;unknown
31- _31_p018_b1646d5e;31- _31.pdf;18;https://www.pba-auctions.com/lot/20619/4389738;18 17 . : 3.5 PERRE BERGE & Associes PERRE BERGE & Associes An animal statue. An image of a sheep in a position of standing, clearly salty. It has big curved horns in which snails in the form of adjoining cutters. The head is marked, the eyes are not clearly represented, the mouth is represented by a curved line. The body is cylindrical, and the statue is based on its four lists. Marble. For the second half of the Alvey before the Miles.;Because of their age and their nature, many lots are not in their original condition and some descriptions in the catalogue or in the condition report may, in some cases, mention damages and / or restoration References in the catalogue description, or in the condition report, on an accident or a restoration are made to facilitate the inspection by potential bidders and are subject to the assessment that must be the result of a personal examination by the buyer or his appropriate representative. L_13,5 cm Informations sur la vente - ARCHÉOLOGIE Expositions publiques Jeudi 27 novembre de 11 heures à 18 heures Vendredi 28 novembre de 11 heures à 18 heures Samedi 29 novembre de 11 heures à 12 heures Thursday November 27th from 11:00 am to 6:00 pm Friday November 28th from 11:00 am to 6:00 pm Saturday November 29th from 11:00 am to 12:00 am Téléphone pendant l'exposition publique T. AVIS IMPORTANT: Pour les lots dont le vendeur est non - résident, l'adjudicataire paiera une TVA de 5,5% en sus de l'adjudication (lots signalés par) (le montant de cette TVA sera remboursé sur présentation de la preuve d'exportation hors CEE, dans un délai maximum d'un mois). Should Pierre Bergé & associés recognise two simultaneous bids on an object, the lot will be put up for sale again and all those present in the saleroom may participate in thissecond opportunity to bid. Lot n° 170 Aller au lot Estimation : 1500 - 2000 EUR Résultats sans frais Résultat : 2 000EUR STATUETTE DE BÉLIER. Les informations relatives aux dimensions d'un lot figurant dans la description du catalogue ou dans le rapport d'état sont communiquées à titre indicatif et ne sont pas garanties. Du fait de leur ancienneté et de leur nature, de nombreux lots ne sont pas dans leur état d'origine et certaines descriptions figurant au catalogue ou rapport d'état peuvent dans certains cas faire mention d'un dommage et/ ou d'une restauration. Les références faites dans la description du catalogue ou dans le rapport d'état relatives à un accident ou à une restauration, sont faites pour faciliter l'inspection par l'enchérisseur potentiel et sont soumises à l'appréciation devant résulter d'un examen personnel de l'acheteur ou de son représentant compétent.;2000;EUR;Statuette, material not specified, of a ram. L. 13.5 cm.;Statuette, material not specified, in the form of a ram. The object is recorded with a length of 13.5 cm. No further technical, chronological, or condition information is provided in the source text.;Animal statue, marble, depicting a standing sheep with a clearly stylized form. The animal has large curved horns with spiral or snail-like terminals, a marked head, eyes not clearly represented, and a mouth indicated by a curved line. The body is cylindrical, and the statue stands on four legs. Dated to the second half of the 1st millennium BCE.;sculpture;statue;marble;none;unknown;unknown
31- _31_p019_92190aac;31- _31.pdf;19;https://www.pba-auctions.com/lot/1401/422827-statuette-representant-un-jeune-cervide-bondissant-le-corps;19 18 . : 25.5 PERRE BERGE & Associes PERRE BERGE & Associes An animal statue. A bronze statue embodies a young male deer in the garb position, with a simple wrapping of the body to the right. The head is marked, the ears are prominent, and the horns are short. The body is fluid, and the front legs are missing. The surface covers a layer of green bronze rust. Bronze. For the second half of the first millennium before the miles.;Lot n° 650 Aller au lot Estimation : 8000 - 9000 EUR Statuette représentant un jeune cervidé bondissant, le corps - Lot 650 Statuette représentant un jeune cervidé bondissant, le corps légèrement tourné vers la droite. AVIS IMPORTANT : Pour les lots dont le vendeur est non - résident (lots signalés par ) l'adjudicataire paiera une TVA de 5,5% en sus de l'adjudication, en sus des frais légaux (le montant de cette TVA sera remboursé sur présentation de la preuve d'exportation hors CEE, dans un délai maximum d'un mois). H_ 25,5 cm Informations sur la vente - Archéologie Archéologie Expositions publiques : Drouot Richelieu, salle 7 (n°1 à 429) Mardi 27 mai 2008 de 11 H à 18 H Mercredi 28 mai 2008 de 11 H à 12 H Drouot Richelieu, salle 9 (n°430 à 858) Mercredi 28 mai 2008 de 11 H à 18 H Jeudi 29 mai 2008 de 11 H à 12 H Experts : ARCHÉOLOGIE Christophe Kunicki T. Should Pierre Bergé & associés recognise two simultaneous bids on an object, the lot will be put up for sale again and all those present in the saleroom may participate in this second opportunity to bid. In such a case, a representative of the French State announces the exercise of the pre - emption right durin g the auction and immediately after the lot has been sold, and this declaration will be recorded in the official sale record. Conformément aux dispositions de l'article 321 - 4 du code de commerce l'astérisque (*) suivant certains lots indique qu'ils sont la propriété d'un des associés de la société Pierre Bergé & associés. If payment is made by cheque or by wire transfer, the objects can only be delivered once the full amount has been received in our account, the buyer becoming the owner only at this moment. BIDS Biddin g will be in accordance with the lot numbers listed in the catalogue or as announced by Pierre Bergé & associés, and will be in increments determinated by the auctioneer.;;;Statuette, material not specified, representing a young leaping cervid with the body slightly turned to the right. Height: 25.5 cm.;Statuette, material not specified, representing a young leaping cervid with the body slightly turned to the right. The figure is described as a young cervid in motion, with a dynamic pose and a slight turn of the body toward the right. Height: 25.5 cm.;Animal statue, bronze, depicting a young male deer in a crouching position with the body turned to the right. The head is defined, with prominent ears and short horns. The body is rendered in a fluid manner, and the front legs are missing. The surface is covered with a layer of green bronze corrosion. Dated to the second half of the first millennium BC.;sculpture;statue;bronze;male deer;Late Antiquity;unknown
31- _31_p020_7366c680;31- _31.pdf;20;https://www.liveauctioneers.com/item/222884804_south-arabian-marble-stela-with-inscription-london-london;;;;;;;;stone monument;tombstone;stone;none;Late Antiquity;unknown
31- _31_p021_4561609d;31- _31.pdf;21;https://www.acropolo.com/ancient-south-arabian-stone-pillar-stela-1st-cent-bc-9;21 20 . : . Acropolo A tombstone. He saw a rectangled grave of limestone, with a clear glimpse of a human face. The eyes of Lozeta, the eyebrows are raised, the rectangular nose and the mouth is white. Jerry's Stone. The first century before the Miles.;ANCIENT SOUTH ARABIAN STONE PILLAR STELA. 1ST CENT. B.C US Dollar Australian Dollar British Pound Canadian Dollar Swiss Franc Euro EN ES Register Log in Wishlist 0 Shopping cart 0 0 You have no items in your shopping cart. Menu Search Personal menu Wishlist 0 Shopping cart 0 Close Home Page Culture Close Back Ancient Egypt Greece Ancient Rome Ancient Europe Etruscan Iberian American Pre-Columbian Cultures of the Levant (Judaea, Nabataea, Moab, Ammon, Phoenicia, Syria, Turkey) Near Eastern (Mesopotamia, Persia, Afghanistan) Byzantine Crusaders Islamic Middle Asia South Arabia North Africa Africa / East Africa Far East Era Close Back Neolithic (6500 – 4000 B.C) Iron Age (1200 – 500 B.C) Bronze Age (3300 – 1200 B.C) Themes Close Back After Life Animals Biblical / Holy Land Cosmetics, Perfumes Engineering Erotica Famous & influential Gifts for Special occasions Gnostic Gods Hunting, Fishing Inscription, Writing Love Magic Medicine Music Religion Royalty Sports Tribal Art War Blog Contact Us Menu Home Page Culture Close Back Ancient Egypt Greece Ancient Rome Ancient Europe Etruscan Iberian American Pre-Columbian Cultures of the Levant (Judaea, Nabataea, Moab, Ammon, Phoenicia, Syria, Turkey) Near Eastern (Mesopotamia, Persia, Afghanistan) Byzantine Crusaders Islamic Middle Asia South Arabia North Africa Africa / East Africa Far East Era Close Back Neolithic (6500 – 4000 B.C) Iron Age (1200 – 500 B.C) Bronze Age (3300 – 1200 B.C) Themes Close Back After Life Animals Biblical / Holy Land Cosmetics, Perfumes Engineering Erotica Famous & influential Gifts for Special occasions Gnostic Gods Hunting, Fishing Inscription, Writing Love Magic Medicine Music Religion Royalty Sports Tribal Art War Blog Contact Us Newsletter Wait... Information Sitemap Shipping & returns Privacy notice Terms of Use About us Contact us My account Customer info Orders Shopping cart Wishlist Apply for vendor account Customer service Blog Recently viewed products Follow us Zurqieh FZC . Al Hamriyah Free Zone . Sharjah . UAE 00971-50-1683061 Copyright © 2026 Acropolo. All rights reserved. Powered by nopCommerce Filters Sort display Cookies help us deliver our services. By using our services, you agree to our use of cookies. Learn more;;;Stone pillar stela, Ancient South Arabian, dated to the 1st century B.C.;Stone pillar stela, made of stone and attributed to Ancient South Arabian culture, dated to the 1st century B.C. The object is identified as a pillar stela no further technical, dimensional, or inscriptional details are provided in the source text.;"Tombstone, limestone. Rectangular grave marker with a human face in relief or carved depiction, showing raised eyebrows, rectangular nose, and a white mouth described as ""Jerry's Stone."" Dated to the first century BCE.";stone monument;tombstone;limestone;human;Late Antiquity;unknown
31- _31_p022_02bfec92;31- _31.pdf;22;https://www.pba-auctions.com/lot/20619/4389735;22 21  :. 5 : 25 PERRE BERGE & Associes :. 5 : 25 PERRE BERGE & Associes A tombstone. He saw an irregular, semi-rivaled grave of limestone. His face was sculpted on a human face that was clear, salty;Because of their age and their nature, many lots are not in their original condition and some descriptions in the catalogue or in the condition report may, in some cases, mention damages and / or restoration References in the catalogue description, or in the condition report, on an accident or a restoration are made to facilitate the inspection by potential bidders and are subject to the assessment that must be the result of a personal examination by the buyer or his appropriate representative. AVIS IMPORTANT: Pour les lots dont le vendeur est non - résident, l'adjudicataire paiera une TVA de 5,5% en sus de l'adjudication (lots signalés par) (le montant de cette TVA sera remboursé sur présentation de la preuve d'exportation hors CEE, dans un délai maximum d'un mois). 151 Informations sur la vente - ARCHÉOLOGIE Expositions publiques Jeudi 27 novembre de 11 heures à 18 heures Vendredi 28 novembre de 11 heures à 18 heures Samedi 29 novembre de 11 heures à 12 heures Thursday November 27th from 11:00 am to 6:00 pm Friday November 28th from 11:00 am to 6:00 pm Saturday November 29th from 11:00 am to 12:00 am Téléphone pendant l'exposition publique T. Should Pierre Bergé & associés recognise two simultaneous bids on an object, the lot will be put up for sale again and all those present in the saleroom may participate in thissecond opportunity to bid. Les informations relatives aux dimensions d'un lot figurant dans la description du catalogue ou dans le rapport d'état sont communiquées à titre indicatif et ne sont pas garanties. Du fait de leur ancienneté et de leur nature, de nombreux lots ne sont pas dans leur état d'origine et certaines descriptions figurant au catalogue ou rapport d'état peuvent dans certains cas faire mention d'un dommage et/ ou d'une restauration. Les références faites dans la description du catalogue ou dans le rapport d'état relatives à un accident ou à une restauration, sont faites pour faciliter l'inspection par l'enchérisseur potentiel et sont soumises à l'appréciation devant résulter d'un examen personnel de l'acheteur ou de son représentant compétent. Information on the dimensions of a lot shown in the catalogue description or in the condition report is intended as information only and is not guaranteed.;;;No object is described in the source text it contains only auction and condition-report notices relating to archaeological lots.;No object type, material, typology, dimensions, period, or technical description is provided in the source text. The text consists of general auction information and disclaimers concerning the condition of lots, possible damages or restorations, and the non-guaranteed nature of dimensions stated in the catalogue or condition report. It does not contain a specific archaeological object record.;Tombstone, limestone. Irregular grave marker carved in limestone, with a sculpted human face. The source text describes it as an irregular, semi-rivaled grave of limestone and notes that the face was sculpted on a human face no further details are provided.;stone monument;tombstone;limestone;human;Late Antiquity;unknown
31- _31_p023_42ffe533;31- _31.pdf;23;https://www.pba-auctions.com/lot/20619/4389736;23 22 . : ( / ). 3.5 25.5 PERRE BERGE & Associes 3.5 25.5 PERRE BERGE & Associes;Because of their age and their nature, many lots are not in their original condition and some descriptions in the catalogue or in the condition report may, in some cases, mention damages and / or restoration References in the catalogue description, or in the condition report, on an accident or a restoration are made to facilitate the inspection by potential bidders and are subject to the assessment that must be the result of a personal examination by the buyer or his appropriate representative. Cette grande stèle inscrite du nom du défunt était probablement fichée dans le sol à l'endroit même où le corps reposait Informations sur la vente - ARCHÉOLOGIE Expositions publiques Jeudi 27 novembre de 11 heures à 18 heures Vendredi 28 novembre de 11 heures à 18 heures Samedi 29 novembre de 11 heures à 12 heures Thursday November 27th from 11:00 am to 6:00 pm Friday November 28th from 11:00 am to 6:00 pm Saturday November 29th from 11:00 am to 12:00 am Téléphone pendant l'exposition publique T. AVIS IMPORTANT: Pour les lots dont le vendeur est non - résident, l'adjudicataire paiera une TVA de 5,5% en sus de l'adjudication (lots signalés par) (le montant de cette TVA sera remboursé sur présentation de la preuve d'exportation hors CEE, dans un délai maximum d'un mois). Should Pierre Bergé & associés recognise two simultaneous bids on an object, the lot will be put up for sale again and all those present in the saleroom may participate in thissecond opportunity to bid. Les informations relatives aux dimensions d'un lot figurant dans la description du catalogue ou dans le rapport d'état sont communiquées à titre indicatif et ne sont pas garanties. Du fait de leur ancienneté et de leur nature, de nombreux lots ne sont pas dans leur état d'origine et certaines descriptions figurant au catalogue ou rapport d'état peuvent dans certains cas faire mention d'un dommage et/ ou d'une restauration. Les références faites dans la description du catalogue ou dans le rapport d'état relatives à un accident ou à une restauration, sont faites pour faciliter l'inspection par l'enchérisseur potentiel et sont soumises à l'appréciation devant résulter d'un examen personnel de l'acheteur ou de son représentant compétent. Information on the dimensions of a lot shown in the catalogue description or in the condition report is intended as information only and is not guaranteed.;;;Stela, stone, inscribed with the name of the deceased. This large inscribed stela was probably set into the ground at the place where the body lay.;Stela, stone, large inscribed monument bearing the name of the deceased. The object is described as probably having been set into the ground at the very spot where the body rested. No further technical details, dimensions, or dating are provided in the source text.;Object, material not specified, with dimensions 3.5 x 25.5.;object;unknown;unknown;none;unknown;unknown
31- _31_p024_3c4c4c31;31- _31.pdf;24;https://www.liveauctioneers.com/item/222884804_south-arabian-marble-ste-la-with-inscription-london-london;;;;;;;;stone monument;tombstone;limestone;human;Late Antiquity;unknown
31- _31_p025_a27af77d;31- _31.pdf;25;https://www.pba-auctions.com/lot/2966/1013300-grande-stele-iconique-representant-la-tete-dun-homme-au;25 24 . : PERRE BERGE & Associes . : PERRE BERGE & Associes;Lot n° 111 Aller au lot Estimation : 8000 - 10000 EUR Résultats sans frais Résultat : 21 000EUR Grande stèle iconique représentant la tête d'un homme, au vi - Lot 111 Grande stèle iconique représentant la tête d'un homme, au visage triangulaire, la coiffure à peine ébauchée. c.kunicki@orange.fr Contact : Valentine Roelants - 00 32 2 504 80 30 Dora Blary - 01 49 49 90 11 Daphné Vicaire - 01 49 49 90 15 Conditions de vente - Archéologie, Arts Primitifs CLIQUEZ ICI POUR TÉLÉCHARGER LES CONDITIONS DE VENTES Mes ordres d'achat Informations sur la vente Conditions de vente Retourner au catalogue H_67 cm Informations sur la vente - Archéologie, Arts Primitifs Archéologie Expositions publiques : EXPOSITIONS PUBLIQUES à bruxelles Grand Sablon 40 Grote Zavel Bruxelles B-1000 Brussel T. + 32 (0)2 513 21 65 du mardi 2 juin au jeudi 4 juin 2009 de 10 heures à 20 heures et vendredi 5 juin de 10 heures à 15 heures Experts : EXPERT ARCHÉOLOGIE Christophe Kunicki T. Inscription probablement apocryphe, quelques éclats, très belle conservation. À la base du cou, une vasque à bordure crénélée. Péninsule sudarabique, Ier millénaire av.;;;Stela, stone, representing the head of a man with a triangular face and barely indicated hair. A basin with a crenellated rim is present at the base of the neck. South Arabian Peninsula, 1st millennium BC. Height: 67 cm.;Stela, stone, in the form of a large iconic representation of a man's head, with a triangular face and hair only lightly indicated. An inscription is probably apocryphal. The object has a basin with a crenellated rim at the base of the neck. It is noted as being in very good condition, with a few chips. South Arabian Peninsula, 1st millennium BC. Height: 67 cm.;"Object type not specified, material not specified. The source text only gives the name ""PERRE BERGE & Associes"" and does not provide any archaeological or object-specific information.";object;unknown;unknown;none;unknown;unknown
